CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Merced_01.01.1984-12.31.1986
369952N1206554W001,,4/16/1985,00:00,,,2.000,0.000,2.000,115.310,114.310,113.310,1.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369952N1206554W001,,10/23/1985,00:00,,,4.000,0.000,4.000,115.310,114.310,111.310,3.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369952N1206554W001,,3/26/1986,00:00,,,2.000,0.000,2.000,115.310,114.310,113.310,1.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369952N1206554W001,,10/20/1986,00:00,,,3.500,0.000,3.500,115.310,114.310,111.810,2.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369982N1207813W001,,11/27/1984,00:00,,,2.000,0.000,2.000,107.440,107.440,105.440,2.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369982N1207813W001,,4/16/1985,00:00,9 - Temporarily inaccessible,,,,,107.440,107.440,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369982N1207813W001,,10/23/1985,00:00,,,1.000,0.000,1.000,107.440,107.440,106.440,1.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369982N1207813W001,,3/26/1986,00:00,,,2.500,0.000,2.500,107.440,107.440,104.940,2.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369982N1207813W001,,10/20/1986,00:00,,,2.000,0.000,2.000,107.440,107.440,105.440,2.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369985N1208766W001,,11/27/1984,00:00,,,48.000,0.000,48.000,175.730,175.630,127.730,47.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369985N1208766W001,,4/16/1985,00:00,,,51.000,0.000,51.000,175.730,175.630,124.730,50.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369985N1208766W001,,10/23/1985,00:00,,,45.000,0.000,45.000,175.730,175.630,130.730,44.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369985N1208766W001,,3/26/1986,00:00,,9 - Acoustical sounder,42.000,0.000,42.000,175.730,175.630,133.730,41.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
369985N1208766W001,,10/20/1986,00:00,,,59.000,0.000,59.000,175.730,175.630,116.730,58.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207274W001,,4/16/1985,00:00,9 - Temporarily inaccessible,,,,,109.320,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207274W001,,3/26/1986,00:00,9 - Temporarily inaccessible,,,,,109.320,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207274W001,,10/20/1986,00:00,9 - Temporarily inaccessible,,,,,109.320,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207279W001,,4/16/1985,00:00,9 - Temporarily inaccessible,,,,,108.920,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207279W001,,3/26/1986,00:00,9 - Temporarily inaccessible,,,,,108.920,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370013N1207279W001,,10/20/1986,00:00,9 - Temporarily inaccessible,,,,,108.920,108.320,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370018N1207246W001,,11/27/1984,00:00,,,2.900,0.000,2.900,110.310,108.310,107.410,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370018N1207246W001,,4/16/1985,00:00,,,2.900,0.000,2.900,110.310,108.310,107.410,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370018N1207246W001,,10/23/1985,00:00,,,3.900,0.000,3.900,110.310,108.310,106.410,1.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370018N1207246W001,,3/26/1986,00:00,,,2.900,0.000,2.900,110.310,108.310,107.410,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370018N1207246W001,,10/20/1986,00:00,,,2.900,0.000,2.900,110.310,108.310,107.410,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370060N1208363W001,,11/27/1984,00:00,,,2.490,0.000,2.490,133.890,132.690,131.400,1.290,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370060N1208363W001,,4/16/1985,00:00,,,2.490,0.000,2.490,133.890,132.690,131.400,1.290,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370060N1208363W001,,10/23/1985,00:00,,,2.990,0.000,2.990,133.890,132.690,130.900,1.790,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370060N1208363W001,,3/26/1986,00:00,,,1.690,0.000,1.690,133.890,132.690,132.200,0.490,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370060N1208363W001,,10/20/1986,00:00,,,2.990,0.000,2.990,133.890,132.690,130.900,1.790,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370130N1207991W001,,11/27/1984,00:00,,,4.300,0.000,4.300,108.840,108.440,104.540,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370130N1207991W001,,4/16/1985,00:00,,,4.000,0.000,4.000,108.840,108.440,104.840,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370130N1207991W001,,10/23/1985,00:00,,,4.000,0.000,4.000,108.840,108.440,104.840,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370130N1207991W001,,3/28/1986,00:00,,,4.500,0.000,4.500,108.840,108.440,104.340,4.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370130N1207991W001,,10/22/1986,00:00,9 - Temporarily inaccessible,,,,,108.840,108.440,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370132N1209068W001,,11/27/1984,00:00,,,110.000,0.000,110.000,193.380,192.380,83.380,109.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370132N1209068W001,,4/16/1985,00:00,,9 - Acoustical sounder,109.000,0.000,109.000,193.380,192.380,84.380,108.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370132N1209068W001,,10/23/1985,00:00,,,110.000,0.000,110.000,193.380,192.380,83.380,109.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370132N1209068W001,,3/26/1986,00:00,,9 - Acoustical sounder,85.000,0.000,85.000,193.380,192.380,108.380,84.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370132N1209068W001,,10/20/1986,00:00,,9 - Acoustical sounder,106.000,0.000,106.000,193.380,192.380,87.380,105.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370191N1208091W001,,11/27/1984,00:00,,,5.200,0.000,5.200,114.090,112.590,108.890,3.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370191N1208091W001,,4/16/1985,00:00,,,3.000,0.000,3.000,114.090,112.590,111.090,1.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370191N1208091W001,,10/23/1985,00:00,,,4.800,0.000,4.800,114.090,112.590,109.290,3.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370191N1208091W001,,3/28/1986,00:00,,,3.400,0.000,3.400,114.090,112.590,110.690,1.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370191N1208091W001,,10/22/1986,00:00,,,4.400,0.000,4.400,114.090,112.590,109.690,2.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370274N1208346W001,,11/27/1984,00:00,,,8.000,0.000,8.000,127.150,126.150,119.150,7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370274N1208346W001,,4/16/1985,00:00,,,6.000,0.000,6.000,127.150,126.150,121.150,5.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370274N1208346W001,,10/23/1985,00:00,,,7.000,0.000,7.000,127.150,126.150,120.150,6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370274N1208346W001,,3/26/1986,00:00,,,5.000,0.000,5.000,127.150,126.150,122.150,4.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370274N1208346W001,,10/20/1986,00:00,,,6.700,0.000,6.700,127.150,126.150,120.450,5.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206185W001,A2,11/6/1984,00:00,,,8.000,0.000,8.000,113.290,112.290,105.290,7.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206185W001,A2,10/24/1985,00:00,,,7.000,0.000,7.000,113.290,112.290,106.290,6.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206185W001,A2,2/6/1986,00:00,,,8.600,0.000,8.600,113.290,112.290,104.690,7.600,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206185W001,A2,10/27/1986,00:00,,,6.500,0.000,6.500,113.290,112.290,106.790,5.500,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206310W001,A3,11/6/1984,00:00,,,9.000,0.000,9.000,113.290,112.290,104.290,8.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206310W001,A3,2/6/1986,00:00,,,10.000,0.000,10.000,113.290,112.290,103.290,9.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370327N1206310W001,A3,10/27/1986,00:00,,,7.000,0.000,7.000,113.290,112.290,106.290,6.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370349N1207624W001,,4/18/1985,00:00,9 - Temporarily inaccessible,,,,,104.510,103.510,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370349N1207624W001,,10/25/1985,00:00,,,45.000,0.000,45.000,104.510,103.510,59.510,44.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370349N1207624W001,,3/28/1986,00:00,9 - Temporarily inaccessible,,,,,104.510,103.510,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370349N1207624W001,,10/22/1986,00:00,9 - Temporarily inaccessible,,,,,104.510,103.510,,,,,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370391N1206385W001,A4,11/6/1984,00:00,,,12.500,0.000,12.500,116.290,111.290,103.790,7.500,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370391N1206385W001,A4,10/24/1985,00:00,,,12.500,0.000,12.500,116.290,111.290,103.790,7.500,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370391N1206385W001,A4,2/6/1986,00:00,,,10.000,0.000,10.000,116.290,111.290,106.290,5.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370391N1206385W001,A4,10/27/1986,00:00,,,7.000,0.000,7.000,116.290,111.290,109.290,2.000,UNK - Unknown,Unknown,SAN LUIS CANAL COMPANY,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1208929W001,,4/16/1985,00:00,,,20.800,0.000,20.800,149.340,148.840,128.540,20.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1208929W001,,10/23/1985,00:00,,,20.500,0.000,20.500,149.340,148.840,128.840,20.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1208929W001,,3/26/1986,00:00,,,19.000,0.000,19.000,149.340,148.840,130.340,18.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1208929W001,,10/20/1986,00:00,,,20.000,0.000,20.000,149.340,148.840,129.340,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1209257W001,,11/27/1984,00:00,,,23.500,0.000,23.500,156.870,156.270,133.370,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1209257W001,,4/16/1985,00:00,,,27.500,0.000,27.500,156.870,156.270,129.370,26.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1209257W001,,10/23/1985,00:00,,,24.500,0.000,24.500,156.870,156.270,132.370,23.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1209257W001,,3/26/1986,00:00,,,25.100,0.000,25.100,156.870,156.270,131.770,24.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370413N1209257W001,,10/20/1986,00:00,,,24.100,0.000,24.100,156.870,156.270,132.770,23.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370416N1208127W001,,11/27/1984,00:00,,,12.000,0.000,12.000,114.450,114.450,102.450,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370416N1208127W001,,4/16/1985,00:00,,,13.000,0.000,13.000,114.450,114.450,101.450,13.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370416N1208127W001,,3/28/1986,00:00,,,11.000,0.000,11.000,114.450,114.450,103.450,11.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370416N1208127W001,,10/22/1986,00:00,,,15.500,0.000,15.500,114.450,114.450,98.950,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370427N1208707W001,,11/27/1984,00:00,,,7.490,0.000,7.490,136.500,135.800,129.010,6.790,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370427N1208707W001,,4/16/1985,00:00,,,4.490,0.000,4.490,136.500,135.800,132.010,3.790,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
370427N1208707W001,,10/23/1985,00:00,,,3.990,0.000,3.990,136.500,135.800,132.510,3.290,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Merced_01.01.1984-12.31.1986
