CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/21/2011,00:00,,,10.000,0.000,10.000,"4,207.090","4,206.590","4,197.090",9.500,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/18/2012,00:00,,,10.000,1.600,8.400,"4,207.090","4,206.590","4,198.690",7.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/18/2012,00:00,,,10.000,1.600,8.400,"4,207.090","4,206.590","4,198.690",7.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/31/2012,00:00,,,12.000,1.200,10.800,"4,207.090","4,206.590","4,196.290",10.300,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/13/1983,00:00,,,7.500,0.000,7.500,"4,207.100","4,206.600","4,199.600",7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/12/1984,00:00,,,10.000,0.000,10.000,"4,207.100","4,206.600","4,197.100",9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,11/1/1984,00:00,,,7.800,0.000,7.800,"4,207.100","4,206.600","4,199.300",7.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/18/1985,00:00,,,6.300,0.000,6.300,"4,207.100","4,206.600","4,200.800",5.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/17/1985,00:00,,,10.800,0.000,10.800,"4,207.100","4,206.600","4,196.300",10.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/23/1986,00:00,,,6.600,0.000,6.600,"4,207.100","4,206.600","4,200.500",6.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,9/7/1986,00:00,,,9.200,0.000,9.200,"4,207.100","4,206.600","4,197.900",8.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/8/1987,00:00,,,6.900,0.000,6.900,"4,207.100","4,206.600","4,200.200",6.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/15/1987,00:00,,,9.200,0.000,9.200,"4,207.100","4,206.600","4,197.900",8.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/30/1988,00:00,,,7.100,0.000,7.100,"4,207.100","4,206.600","4,200.000",6.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/19/1988,00:00,,,9.600,0.000,9.600,"4,207.100","4,206.600","4,197.500",9.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/29/1989,00:00,,,6.800,0.000,6.800,"4,207.100","4,206.600","4,200.300",6.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/11/1989,00:00,,,9.800,0.000,9.800,"4,207.100","4,206.600","4,197.300",9.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/28/1990,00:00,,,6.800,0.000,6.800,"4,207.100","4,206.600","4,200.300",6.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/11/1990,00:00,,,9.400,0.000,9.400,"4,207.100","4,206.600","4,197.700",8.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/19/1991,00:00,,,7.800,0.000,7.800,"4,207.100","4,206.600","4,199.300",7.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/22/1991,00:00,,,9.500,0.000,9.500,"4,207.100","4,206.600","4,197.600",9.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/17/1992,00:00,,,7.400,0.000,7.400,"4,207.100","4,206.600","4,199.700",6.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/13/1992,00:00,,,10.100,0.000,10.100,"4,207.100","4,206.600","4,197.000",9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/5/1993,00:00,,,6.000,0.000,6.000,"4,207.100","4,206.600","4,201.100",5.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/12/1993,00:00,,,9.600,0.000,9.600,"4,207.100","4,206.600","4,197.500",9.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/22/1994,00:00,,,9.000,0.000,9.000,"4,207.100","4,206.600","4,198.100",8.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/24/1994,00:00,,,10.200,0.000,10.200,"4,207.100","4,206.600","4,196.900",9.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/21/1995,00:00,,,5.000,0.000,5.000,"4,207.100","4,206.600","4,202.100",4.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/17/1995,00:00,,,9.300,0.000,9.300,"4,207.100","4,206.600","4,197.800",8.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/16/1996,00:00,,,5.900,0.000,5.900,"4,207.100","4,206.600","4,201.200",5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/22/1996,00:00,,,9.000,0.000,9.000,"4,207.100","4,206.600","4,198.100",8.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/25/1997,00:00,,,5.200,0.000,5.200,"4,207.100","4,206.600","4,201.900",4.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/21/1997,00:00,,,9.400,0.000,9.400,"4,207.100","4,206.600","4,197.700",8.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/15/1998,00:00,,,6.000,0.000,6.000,"4,207.100","4,206.600","4,201.100",5.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/20/1998,00:00,,,8.100,0.000,8.100,"4,207.100","4,206.600","4,199.000",7.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/19/1999,00:00,,,9.200,0.000,9.200,"4,207.100","4,206.600","4,197.900",8.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/22/1999,00:00,,,5.700,0.000,5.700,"4,207.100","4,206.600","4,201.400",5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/28/2000,00:00,,,6.500,0.000,6.500,"4,207.100","4,206.600","4,200.600",6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/2/2000,00:00,,,10.300,0.000,10.300,"4,207.100","4,206.600","4,196.800",9.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/26/2001,00:00,,,7.200,0.000,7.200,"4,207.100","4,206.600","4,199.900",6.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/15/2001,00:00,,,10.600,0.000,10.600,"4,207.100","4,206.600","4,196.500",10.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/26/2002,00:00,,,7.600,0.000,7.600,"4,207.100","4,206.600","4,199.500",7.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/21/2002,00:00,,,10.900,0.000,10.900,"4,207.100","4,206.600","4,196.200",10.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/26/2003,00:00,,,6.700,0.000,6.700,"4,207.100","4,206.600","4,200.400",6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/13/2003,00:00,,,10.600,0.000,10.600,"4,207.100","4,206.600","4,196.500",10.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/7/2004,00:00,,,8.500,0.000,8.500,"4,207.100","4,206.600","4,198.600",8.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/18/2004,00:00,,,10.000,0.000,10.000,"4,207.100","4,206.600","4,197.100",9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/5/2005,00:00,,,8.000,0.000,8.000,"4,207.100","4,206.600","4,199.100",7.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/24/2005,00:00,,,10.400,0.000,10.400,"4,207.100","4,206.600","4,196.700",9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,5/2/2006,00:00,,,7.200,0.000,7.200,"4,207.100","4,206.600","4,199.900",6.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/16/2006,00:00,,,9.900,0.000,9.900,"4,207.100","4,206.600","4,197.200",9.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/27/2007,00:00,,,8.000,0.000,8.000,"4,207.100","4,206.600","4,199.100",7.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/24/2007,00:00,,,10.000,0.000,10.000,"4,207.100","4,206.600","4,197.100",9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/2/2008,00:00,,,10.700,0.000,10.700,"4,207.100","4,206.600","4,196.400",10.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/27/2008,00:00,,,10.600,0.000,10.600,"4,207.100","4,206.600","4,196.500",10.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/8/2009,00:00,,,8.600,0.000,8.600,"4,207.100","4,206.600","4,198.500",8.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/27/2009,00:00,,,10.400,0.000,10.400,"4,207.100","4,206.600","4,196.700",9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/7/2010,00:00,,,9.150,0.000,9.150,"4,207.100","4,206.600","4,197.950",8.650,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/25/2010,00:00,,,11.300,0.000,11.300,"4,207.100","4,206.600","4,195.800",10.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,4/14/2011,00:00,,,8.300,0.000,8.300,"4,207.100","4,206.600","4,198.800",7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,10/21/2011,00:00,,,10.000,0.000,10.000,"4,207.100","4,206.600","4,197.100",9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411907N1209447W001,39N09E28F001M,3/26/2013,04:00,9 - Temporarily inaccessible,,,,,"4,207.090","4,206.590",,,,,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/21/2011,00:00,,8 - Oil or foreign substance in casing,10.100,0.000,10.100,"4,135.420","4,133.420","4,125.320",8.100,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/18/2012,00:00,,,10.000,2.300,7.700,"4,135.420","4,133.420","4,127.720",5.700,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/18/2012,00:00,,,10.000,2.300,7.700,"4,135.420","4,133.420","4,127.720",5.700,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/31/2012,00:00,,,20.000,5.100,14.900,"4,135.420","4,133.420","4,120.520",12.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/13/1983,00:00,,,9.800,0.000,9.800,"4,135.400","4,133.400","4,125.600",7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/12/1984,00:00,,,5.200,0.000,5.200,"4,135.400","4,133.400","4,130.200",3.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/31/1984,00:00,,,9.800,0.000,9.800,"4,135.400","4,133.400","4,125.600",7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/18/1985,00:00,,,7.500,0.000,7.500,"4,135.400","4,133.400","4,127.900",5.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/17/1985,00:00,,,10.700,0.000,10.700,"4,135.400","4,133.400","4,124.700",8.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/23/1986,00:00,,,5.500,0.000,5.500,"4,135.400","4,133.400","4,129.900",3.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,9/18/1986,00:00,,,13.500,0.000,13.500,"4,135.400","4,133.400","4,121.900",11.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/8/1987,00:00,,,9.000,0.000,9.000,"4,135.400","4,133.400","4,126.400",7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/15/1987,00:00,,,22.400,0.000,22.400,"4,135.400","4,133.400","4,113.000",20.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/30/1988,00:00,,8 - Oil or foreign substance in casing,10.900,0.000,10.900,"4,135.400","4,133.400","4,124.500",8.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/19/1988,00:00,,8 - Oil or foreign substance in casing,18.200,0.000,18.200,"4,135.400","4,133.400","4,117.200",16.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/30/1989,00:00,,8 - Oil or foreign substance in casing,6.300,0.000,6.300,"4,135.400","4,133.400","4,129.100",4.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/10/1989,00:00,,,12.900,0.000,12.900,"4,135.400","4,133.400","4,122.500",10.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/28/1990,00:00,,8 - Oil or foreign substance in casing,10.600,0.000,10.600,"4,135.400","4,133.400","4,124.800",8.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,8/20/1990,00:00,,1 - Pumping,46.500,0.000,46.500,"4,135.400","4,133.400","4,088.900",44.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,& OIL,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/11/1990,00:00,,8 - Oil or foreign substance in casing,15.000,0.000,15.000,"4,135.400","4,133.400","4,120.400",13.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/19/1991,00:00,,8 - Oil or foreign substance in casing,11.700,0.000,11.700,"4,135.400","4,133.400","4,123.700",9.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/21/1991,00:00,,8 - Oil or foreign substance in casing,14.700,0.000,14.700,"4,135.400","4,133.400","4,120.700",12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/17/1992,00:00,,8 - Oil or foreign substance in casing,12.400,0.000,12.400,"4,135.400","4,133.400","4,123.000",10.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/12/1992,00:00,,8 - Oil or foreign substance in casing,19.800,0.000,19.800,"4,135.400","4,133.400","4,115.600",17.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/5/1993,00:00,,8 - Oil or foreign substance in casing,7.400,0.000,7.400,"4,135.400","4,133.400","4,128.000",5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/11/1993,00:00,,8 - Oil or foreign substance in casing,11.400,0.000,11.400,"4,135.400","4,133.400","4,124.000",9.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/21/1994,00:00,,8 - Oil or foreign substance in casing,11.200,0.000,11.200,"4,135.400","4,133.400","4,124.200",9.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/24/1994,00:00,,8 - Oil or foreign substance in casing,15.200,0.000,15.200,"4,135.400","4,133.400","4,120.200",13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/20/1995,00:00,,8 - Oil or foreign substance in casing,4.300,0.000,4.300,"4,135.400","4,133.400","4,131.100",2.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/16/1995,00:00,,8 - Oil or foreign substance in casing,11.500,0.000,11.500,"4,135.400","4,133.400","4,123.900",9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/15/1996,00:00,,8 - Oil or foreign substance in casing,5.700,0.000,5.700,"4,135.400","4,133.400","4,129.700",3.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/21/1996,00:00,,8 - Oil or foreign substance in casing,12.300,0.000,12.300,"4,135.400","4,133.400","4,123.100",10.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/24/1997,00:00,,8 - Oil or foreign substance in casing,5.900,0.000,5.900,"4,135.400","4,133.400","4,129.500",3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/20/1997,00:00,,8 - Oil or foreign substance in casing,11.100,0.000,11.100,"4,135.400","4,133.400","4,124.300",9.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/14/1998,00:00,,8 - Oil or foreign substance in casing,4.900,0.000,4.900,"4,135.400","4,133.400","4,130.500",2.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/19/1998,00:00,,8 - Oil or foreign substance in casing,9.700,0.000,9.700,"4,135.400","4,133.400","4,125.700",7.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/19/1999,00:00,,8 - Oil or foreign substance in casing,11.600,0.000,11.600,"4,135.400","4,133.400","4,123.800",9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/22/1999,00:00,,8 - Oil or foreign substance in casing,4.300,0.000,4.300,"4,135.400","4,133.400","4,131.100",2.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/28/2000,00:00,,8 - Oil or foreign substance in casing,7.300,0.000,7.300,"4,135.400","4,133.400","4,128.100",5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/2/2000,00:00,,4 - Pumped recently,40.900,0.000,40.900,"4,135.400","4,133.400","4,094.500",38.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,& OIL,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/26/2001,00:00,,8 - Oil or foreign substance in casing,11.200,0.000,11.200,"4,135.400","4,133.400","4,124.200",9.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/15/2001,00:00,1 - Pumping,,,,,"4,135.400","4,133.400",,,,,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/26/2002,00:00,,,11.200,0.000,11.200,"4,135.400","4,133.400","4,124.200",9.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/21/2002,00:00,,,19.100,0.000,19.100,"4,135.400","4,133.400","4,116.300",17.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/26/2003,00:00,,8 - Oil or foreign substance in casing,13.200,0.000,13.200,"4,135.400","4,133.400","4,122.200",11.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/13/2003,00:00,,8 - Oil or foreign substance in casing,19.200,0.000,19.200,"4,135.400","4,133.400","4,116.200",17.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/7/2004,00:00,,8 - Oil or foreign substance in casing,8.000,0.000,8.000,"4,135.400","4,133.400","4,127.400",6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/18/2004,00:00,,,10.600,0.000,10.600,"4,135.400","4,133.400","4,124.800",8.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,4/5/2005,00:00,,8 - Oil or foreign substance in casing,8.700,0.000,8.700,"4,135.400","4,133.400","4,126.700",6.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/24/2005,00:00,,8 - Oil or foreign substance in casing,10.100,0.000,10.100,"4,135.400","4,133.400","4,125.300",8.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,5/1/2006,00:00,,,4.400,0.000,4.400,"4,135.400","4,133.400","4,131.000",2.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/16/2006,00:00,,,9.900,0.000,9.900,"4,135.400","4,133.400","4,125.500",7.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,NO OIL!,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,3/27/2007,00:00,,,8.200,0.000,8.200,"4,135.400","4,133.400","4,127.200",6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
411911N1211354W001,39N07E26E001M,10/24/2007,00:00,,,11.900,0.000,11.900,"4,135.400","4,133.400","4,123.500",9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Modoc_06.21.1983-06.21.2013
