CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,10/22/2007,00:00,1 - Pumping,,,,,417.210,416.710,,,,,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,2/5/2009,00:00,,,111.400,0.000,111.400,417.210,416.710,305.810,110.900,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,2/8/2010,00:00,,,120.000,0.000,120.000,417.210,416.710,297.210,119.500,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,10/12/2009,00:00,1 - Pumping,,,,,417.210,416.710,,,,,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,2/19/2011,00:00,,,61.100,0.000,61.100,417.210,416.710,356.110,60.600,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,1/30/2013,12:00,,,110.500,0.000,110.500,417.207,416.707,306.707,110.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1190892W001,RMrrt,2/2/2012,12:00,,,102.300,0.000,102.300,417.207,416.707,314.907,101.800,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360367N1191431W001,22S26E11D001M,2/7/2011,09:15,,,126.000,0.000,126.000,374.697,364.697,248.697,116.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,1/22/2003,00:00,4 - Can't get tape in casing,,,,,493.710,492.710,,,,,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,1/29/2004,00:00,,,94.400,0.000,94.400,493.710,492.710,399.310,93.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,9/30/2003,00:00,,,96.000,0.000,96.000,493.710,492.710,397.710,95.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,1/25/2007,00:00,,,118.300,0.000,118.300,493.710,492.710,375.410,117.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,2/28/2008,00:00,,,101.200,0.000,101.200,493.710,492.710,392.510,100.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1190006W001,,10/11/2006,00:00,,,101.400,0.000,101.400,493.710,492.710,392.310,100.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,2/4/2011,08:30,7 - Special/Other,,,,,272.710,271.210,,,,,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,2/3/2003,00:00,,,181.000,0.000,181.000,272.710,271.210,91.710,179.500,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,1/28/2004,00:00,,,194.600,0.000,194.600,272.710,271.210,78.110,193.100,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,9/19/2003,00:00,,,215.000,0.000,215.000,272.710,271.210,57.710,213.500,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,1/30/2006,00:00,,,173.200,0.000,173.200,272.710,271.210,99.510,171.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,1/29/2007,00:00,1 - Pumping,,,,,272.710,271.210,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,10/10/2007,00:00,3 - Tape hung up,,,,,272.710,271.210,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,9/28/2006,00:00,,,131.200,0.000,131.200,272.710,271.210,141.510,129.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,2/18/2009,00:00,1 - Pumping,,,,,272.710,271.210,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193273W001,22S24E01Q001M,1/20/2010,00:00,0 - Measurement Discontinued,,,,,272.710,271.210,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,2/4/2011,09:15,7 - Special/Other,,,,,255.220,254.720,,,,,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,2/3/2003,00:00,9 - Temporarily inaccessible,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,1/28/2004,00:00,4 - Can't get tape in casing,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,9/19/2003,00:00,1 - Pumping,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,1/30/2006,00:00,,,165.300,0.000,165.300,255.220,254.720,89.920,164.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,1/29/2007,00:00,,,172.400,0.000,172.400,255.220,254.720,82.820,171.900,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,2/12/2008,00:00,,,184.300,0.000,184.300,255.220,254.720,70.920,183.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,10/9/2007,00:00,1 - Pumping,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,10/2/2006,00:00,,,177.900,0.000,177.900,255.220,254.720,77.320,177.400,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,2/18/2009,00:00,3 - Tape hung up,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360369N1193578W001,22S24E03R001M,1/20/2010,00:00,3 - Tape hung up,,,,,255.220,254.720,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,2/4/2011,13:30,7 - Special/Other,,,,,288.203,287.703,,,,,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,2/3/2003,00:00,6 - Well has been destroyed,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,1/29/2004,00:00,4 - Can't get tape in casing,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,9/22/2003,00:00,9 - Temporarily inaccessible,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,1/30/2006,00:00,6 - Well has been destroyed,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,1/29/2007,00:00,6 - Well has been destroyed,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,10/11/2007,00:00,1 - Pumping,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,2/18/2009,00:00,0 - Measurement Discontinued,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360378N1192862W001,22S25E05R001M,1/20/2010,00:00,0 - Measurement Discontinued,,,,,288.200,287.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360394N1191881W001,22S26E05P001M,2/7/2011,07:45,7 - Special/Other,,,,,345.197,344.697,,,,,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,3/8/2003,00:00,,,60.000,0.000,60.000,584.780,582.780,524.780,58.000,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,11/15/2003,00:00,,,68.200,0.000,68.200,584.780,582.780,516.580,66.200,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/29/2004,00:00,,,62.100,0.000,62.100,584.780,582.780,522.680,60.100,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/13/2005,00:00,,,65.700,0.000,65.700,584.780,582.780,519.080,63.700,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/20/2006,00:00,,,65.100,0.000,65.100,584.780,582.780,519.680,63.100,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,11/2/2006,00:00,,,66.500,0.000,66.500,584.780,582.780,518.280,64.500,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,10/18/2005,00:00,,,73.300,0.000,73.300,584.780,582.780,511.480,71.300,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,10/18/2004,00:00,,,77.000,0.000,77.000,584.780,582.780,507.780,75.000,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/19/2007,00:00,,,62.300,0.000,62.300,584.780,582.780,522.480,60.300,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/6/2008,00:00,,,66.400,0.000,66.400,584.780,582.780,518.380,64.400,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,10/20/2008,00:00,,,78.600,0.000,78.600,584.780,582.780,506.180,76.600,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,10/16/2007,00:00,,,76.500,0.000,76.500,584.780,582.780,508.280,74.500,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/5/2009,00:00,,,70.600,0.000,70.600,584.780,582.780,514.180,68.600,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/8/2010,00:00,,,71.800,0.000,71.800,584.780,582.780,512.980,69.800,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,10/12/2009,00:00,,,83.200,0.000,83.200,584.780,582.780,501.580,81.200,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/21/2011,00:00,,,62.700,0.000,62.700,584.780,582.780,522.080,60.700,UNK - Unknown,Unknown,TULE RIVER ASSOCIATION,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,1/30/2013,12:00,,,59.500,0.000,59.500,584.779,582.779,525.279,57.500,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360397N1189537W001,WRich,2/2/2012,12:00,,,60.000,0.000,60.000,584.779,582.779,524.779,58.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360406N1189501W001,,1/22/2003,00:00,3 - Tape hung up,,,,,586.290,585.790,,,,,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360406N1189501W001,,2/3/2004,00:00,,,89.400,0.000,89.400,586.290,585.790,496.890,88.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360406N1189501W001,,9/30/2003,00:00,,,166.500,0.000,166.500,586.290,585.790,419.790,166.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360406N1189501W001,,2/28/2008,00:00,,,88.400,0.000,88.400,586.290,585.790,497.890,87.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360406N1189501W001,,10/11/2006,00:00,,,134.700,0.000,134.700,586.290,585.790,451.590,134.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360417N1191617W001,042,10/14/2011,00:00,1 - Pumping,,,,,358.300,357.900,,,,,Deer Creek & Tule River Authority,CASGEM,,Tulare_01.01.2003-06.21.2013
360417N1191617W001,042,2/7/2012,00:00,,,132.000,0.000,132.000,358.300,357.900,226.300,131.600,ES - Electric sounder measurement,0.1 Ft,Deer Creek & Tule River Authority,CASGEM,,Tulare_01.01.2003-06.21.2013
360417N1191617W001,042,10/20/2012,00:00,,,142.000,0.000,142.000,358.300,357.900,216.300,141.600,ES - Electric sounder measurement,0.1 Ft,Deer Creek & Tule River Authority,CASGEM,,Tulare_01.01.2003-06.21.2013
360417N1191617W001,042,2/20/2013,00:00,,,138.600,0.000,138.600,358.300,357.900,219.700,138.200,ES - Electric sounder measurement,0.1 Ft,Deer Creek & Tule River Authority,CASGEM,,Tulare_01.01.2003-06.21.2013
360417N1191617W001,042,2/7/2011,07:15,,,139.900,0.000,139.900,362.697,362.697,222.797,139.900,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360422N1193401W002,22S24E02J002M,2/4/2011,08:45,7 - Special/Other,,,,,263.713,262.713,,,,,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,1/22/2003,00:00,,,79.600,0.000,79.600,398.200,397.700,318.600,79.100,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,1/28/2004,00:00,,,81.400,0.000,81.400,398.200,397.700,316.800,80.900,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,9/17/2003,00:00,,,88.400,0.000,88.400,398.200,397.700,309.800,87.900,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,1/27/2006,00:00,,,83.600,0.000,83.600,398.200,397.700,314.600,83.100,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,2/25/2009,00:00,,,96.000,0.000,96.000,398.200,397.700,302.200,95.500,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360433N1191076W001,,2/2/2010,00:00,,,109.000,0.000,109.000,398.200,397.700,289.200,108.500,UNK - Unknown,Unknown,Porterville Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
360436N1189709W001,Broad,1/30/2013,12:00,,,60.500,0.000,60.500,559.249,558.749,498.749,60.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360436N1189709W001,Broad,2/2/2012,12:00,,,53.500,0.000,53.500,559.249,558.749,505.749,53.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,1/22/2003,00:00,,,64.100,0.000,64.100,533.740,532.740,469.640,63.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,1/29/2004,00:00,,,76.600,0.000,76.600,533.740,532.740,457.140,75.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,9/30/2003,00:00,,,65.300,0.000,65.300,533.740,532.740,468.440,64.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,1/23/2007,00:00,,,89.000,0.000,89.000,533.740,532.740,444.740,88.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,2/28/2008,00:00,,,70.100,0.000,70.100,533.740,532.740,463.640,69.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360439N1189776W001,,10/11/2006,00:00,,,69.300,0.000,69.300,533.740,532.740,464.440,68.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,2/4/2011,13:15,,,192.900,0.000,192.900,323.700,323.700,130.800,192.900,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,2/3/2003,00:00,,,167.700,0.000,167.700,323.700,323.700,156.000,167.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,1/29/2004,00:00,,,178.800,0.000,178.800,323.700,323.700,144.900,178.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,9/22/2003,00:00,1 - Pumping,,,,,323.700,323.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,1/30/2006,00:00,,,174.100,0.000,174.100,323.700,323.700,149.600,174.100,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,1/29/2007,00:00,,,160.800,0.000,160.800,323.700,323.700,162.900,160.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,2/12/2008,00:00,,,189.700,0.000,189.700,323.700,323.700,134.000,189.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,10/10/2007,00:00,,,192.800,0.000,192.800,323.700,323.700,130.900,192.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,2/18/2009,00:00,1 - Pumping,,,,,323.700,323.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360469N1192240W001,22S25E01F001M,1/20/2010,00:00,,,198.600,0.000,198.600,323.700,323.700,125.100,198.600,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,1/22/2003,00:00,,,39.700,0.000,39.700,566.820,565.820,527.120,38.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,1/30/2004,00:00,,,46.200,0.000,46.200,566.820,565.820,520.620,45.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,9/30/2003,00:00,,,47.000,0.000,47.000,566.820,565.820,519.820,46.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,1/23/2007,00:00,,,49.800,0.000,49.800,566.820,565.820,517.020,48.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,2/27/2008,00:00,,,43.300,0.000,43.300,566.820,565.820,523.520,42.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1189301W001,,10/4/2006,00:00,,,48.000,0.000,48.000,566.820,565.820,518.820,47.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,2/7/2011,07:00,,,120.800,0.000,120.800,375.197,374.697,254.397,120.300,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,2/4/2003,00:00,,,101.200,0.000,101.200,375.200,374.700,274.000,100.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,1/29/2004,00:00,4 - Can't get tape in casing,,,,,375.200,374.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,9/23/2003,00:00,9 - Temporarily inaccessible,,,,,375.200,374.700,,,,,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,1/30/2006,00:00,,,98.900,0.000,98.900,375.200,374.700,276.300,98.400,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,1/30/2007,00:00,,,105.100,0.000,105.100,375.200,374.700,270.100,104.600,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,2/12/2008,00:00,,,113.300,0.000,113.300,375.200,374.700,261.900,112.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,10/11/2007,00:00,,,123.200,0.000,123.200,375.200,374.700,252.000,122.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,9/25/2006,00:00,,,107.300,0.000,107.300,375.200,374.700,267.900,106.800,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,2/18/2009,00:00,,,118.100,0.000,118.100,375.200,374.700,257.100,117.600,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360472N1191434W001,22S26E03H002M,1/20/2010,00:00,,,110.200,0.000,110.200,375.200,374.700,265.000,109.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,2/3/2011,14:45,,,120.200,0.000,120.200,228.233,227.733,108.033,119.700,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,2/3/2003,00:00,,,94.400,0.000,94.400,228.230,227.730,133.830,93.900,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,1/28/2004,00:00,,,98.600,0.000,98.600,228.230,227.730,129.630,98.100,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,9/19/2003,00:00,,,106.000,0.000,106.000,228.230,227.730,122.230,105.500,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,1/30/2006,00:00,,,100.000,0.000,100.000,228.230,227.730,128.230,99.500,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,1/29/2007,00:00,,,89.100,0.000,89.100,228.230,227.730,139.130,88.600,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,2/12/2008,00:00,,,109.200,0.000,109.200,228.230,227.730,119.030,108.700,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,10/10/2007,00:00,,,108.000,0.000,108.000,228.230,227.730,120.230,107.500,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
360475N1194379W001,22S23E01F001M,10/3/2006,00:00,,,91.700,0.000,91.700,228.230,227.730,136.530,91.200,UNK - Unknown,Unknown,"TULE RIVER, LOWER, IRRIGATION DISTRICT",Voluntary,,Tulare_01.01.2003-06.21.2013
