CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Tulare_01.01.2003-06.21.2013
361969N1191412W001,,2/12/2009,00:00,,,97.800,0.000,97.800,346.690,346.690,248.890,97.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361969N1191412W001,,1/19/2010,00:00,,,97.000,0.000,97.000,346.690,346.690,249.690,97.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361969N1191412W001,,9/27/2010,00:00,,,120.500,0.000,120.500,346.690,346.690,226.190,120.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361969N1191412W001,,2/14/2011,00:00,,,91.000,0.000,91.000,346.690,346.690,255.690,91.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361978N1191720W001,,1/23/2006,00:00,7 - Special/Other,,,,,331.700,331.100,,,,,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/21/2003,00:00,,,54.100,0.000,54.100,339.190,338.690,285.090,53.600,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/27/2004,00:00,,,61.800,0.000,61.800,339.190,338.690,277.390,61.300,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,9/16/2003,00:00,,,66.200,0.000,66.200,339.190,338.690,272.990,65.700,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/25/2005,00:00,,,62.300,0.000,62.300,339.190,338.690,276.890,61.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/24/2006,00:00,,,62.300,0.000,62.300,339.190,338.690,276.890,61.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/23/2007,00:00,,,61.800,0.000,61.800,339.190,338.690,277.390,61.300,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,2/11/2008,00:00,,,80.000,0.000,80.000,339.190,338.690,259.190,79.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,10/10/2007,00:00,,,82.000,0.000,82.000,339.190,338.690,257.190,81.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,9/26/2006,00:00,,,76.900,0.000,76.900,339.190,338.690,262.290,76.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,2/12/2009,00:00,,,81.000,0.000,81.000,339.190,338.690,258.190,80.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,1/19/2010,00:00,,,96.000,0.000,96.000,339.190,338.690,243.190,95.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,9/27/2010,00:00,,,118.000,0.000,118.000,339.190,338.690,221.190,117.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191581W001,,2/14/2011,00:00,,,90.000,0.000,90.000,339.190,338.690,249.190,89.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191920W001,,1/23/2003,00:00,,,76.500,0.000,76.500,322.700,321.700,246.200,75.500,UNK - Unknown,Unknown,Kaweah Delta Water Conservation District,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191920W001,,1/26/2005,00:00,,,92.000,0.000,92.000,322.700,321.700,230.700,91.000,UNK - Unknown,Unknown,Kaweah Delta Water Conservation District,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191920W001,,1/30/2006,00:00,,,88.000,0.000,88.000,322.700,321.700,234.700,87.000,UNK - Unknown,Unknown,Kaweah Delta Water Conservation District,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191920W001,,12/1/2006,00:00,,,95.000,0.000,95.000,322.700,321.700,227.700,94.000,UNK - Unknown,Unknown,Kaweah Delta Water Conservation District,Voluntary,,Tulare_01.01.2003-06.21.2013
361981N1191920W001,,9/30/2010,00:00,9 - Temporarily inaccessible,,,,,322.700,321.700,,,,,Kaweah Delta Water Conservation District,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/21/2003,00:00,,,66.300,0.000,66.300,333.200,332.700,266.900,65.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/27/2004,00:00,,,70.900,0.000,70.900,333.200,332.700,262.300,70.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,9/16/2003,00:00,,,73.800,0.000,73.800,333.200,332.700,259.400,73.300,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/25/2005,00:00,,,69.100,0.000,69.100,333.200,332.700,264.100,68.600,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/23/2006,00:00,,,70.800,0.000,70.800,333.200,332.700,262.400,70.300,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/23/2007,00:00,,,76.900,0.000,76.900,333.200,332.700,256.300,76.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,2/11/2008,00:00,,,87.900,0.000,87.900,333.200,332.700,245.300,87.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,10/10/2007,00:00,,,89.000,0.000,89.000,333.200,332.700,244.200,88.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,9/26/2006,00:00,,,82.800,0.000,82.800,333.200,332.700,250.400,82.300,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,2/12/2009,00:00,,,90.900,0.000,90.900,333.200,332.700,242.300,90.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,1/19/2010,00:00,,,112.000,0.000,112.000,333.200,332.700,221.200,111.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,9/27/2010,00:00,,,126.000,0.000,126.000,333.200,332.700,207.200,125.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
361992N1191665W001,,2/14/2011,00:00,,,104.500,0.000,104.500,333.200,332.700,228.700,104.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/21/2003,00:00,,,70.900,0.000,70.900,343.190,342.690,272.290,70.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/27/2004,00:00,,,69.000,0.000,69.000,343.190,342.690,274.190,68.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,9/16/2003,00:00,,,82.400,0.000,82.400,343.190,342.690,260.790,81.900,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/25/2005,00:00,,,78.900,0.000,78.900,343.190,342.690,264.290,78.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/24/2006,00:00,,,78.400,0.000,78.400,343.190,342.690,264.790,77.900,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/23/2007,00:00,,,78.100,0.000,78.100,343.190,342.690,265.090,77.600,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,2/11/2008,00:00,,,80.900,0.000,80.900,343.190,342.690,262.290,80.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,10/10/2007,00:00,,,98.300,0.000,98.300,343.190,342.690,244.890,97.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,9/26/2006,00:00,,,78.700,0.000,78.700,343.190,342.690,264.490,78.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,2/12/2009,00:00,,,83.900,0.000,83.900,343.190,342.690,259.290,83.400,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,1/19/2010,00:00,,,94.000,0.000,94.000,343.190,342.690,249.190,93.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,9/27/2010,00:00,,,119.000,0.000,119.000,343.190,342.690,224.190,118.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362000N1191492W001,,2/14/2011,00:00,,,98.000,0.000,98.000,343.190,342.690,245.190,97.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/23/2003,00:00,,,46.500,0.000,46.500,367.690,366.690,321.190,45.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/28/2004,00:00,,,54.000,0.000,54.000,367.690,366.690,313.690,53.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,9/16/2003,00:00,,,50.200,0.000,50.200,367.690,366.690,317.490,49.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/25/2005,00:00,,,63.000,0.000,63.000,367.690,366.690,304.690,62.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/24/2006,00:00,,,52.100,0.000,52.100,367.690,366.690,315.590,51.100,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/24/2007,00:00,,,67.200,0.000,67.200,367.690,366.690,300.490,66.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,2/11/2008,00:00,,,69.000,0.000,69.000,367.690,366.690,298.690,68.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,10/11/2007,00:00,,,79.700,0.000,79.700,367.690,366.690,287.990,78.700,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,9/27/2006,00:00,,,62.500,0.000,62.500,367.690,366.690,305.190,61.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,2/13/2009,00:00,,,73.000,0.000,73.000,367.690,366.690,294.690,72.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,1/20/2010,00:00,,,75.500,0.000,75.500,367.690,366.690,292.190,74.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,9/28/2010,00:00,,,74.200,0.000,74.200,367.690,366.690,293.490,73.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362003N1191109W001,,2/14/2011,00:00,,,63.000,0.000,63.000,367.690,366.690,304.690,62.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362017N1190642W001,,1/29/2003,00:00,7 - Special/Other,,,,,409.210,408.710,,,,,Lindsey-Strathmore Irrigation District,Voluntary,PLUG,Tulare_01.01.2003-06.21.2013
362017N1190642W001,,10/30/2003,00:00,4 - Can't get tape in casing,,,,,409.210,408.710,,,,,Lindsey-Strathmore Irrigation District,Voluntary,PLUGGED,Tulare_01.01.2003-06.21.2013
362017N1190642W001,,2/7/2006,00:00,4 - Can't get tape in casing,,,,,409.210,408.710,,,,,Lindsey-Strathmore Irrigation District,Voluntary,PLUGGED,Tulare_01.01.2003-06.21.2013
362017N1190642W001,,3/5/2008,00:00,4 - Can't get tape in casing,,,,,409.210,408.710,,,,,Lindsey-Strathmore Irrigation District,Voluntary,PLUGGED,Tulare_01.01.2003-06.21.2013
362017N1190642W001,,10/19/2010,00:00,4 - Can't get tape in casing,,,,,409.210,408.710,,,,,Lindsey-Strathmore Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,2/22/2011,08:45,,,104.000,0.000,104.000,248.243,248.243,144.243,104.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,1/22/2003,00:00,,8 - Oil or foreign substance in casing,96.000,0.000,96.000,248.240,248.240,152.240,96.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,2/3/2004,00:00,,2 - Nearby pump operating,102.000,0.000,102.000,248.240,248.240,146.240,102.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,9/22/2003,00:00,,,99.000,0.000,99.000,248.240,248.240,149.240,99.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,1/27/2005,00:00,,,112.000,0.000,112.000,248.240,248.240,136.240,112.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,1/25/2006,00:00,,,99.500,0.000,99.500,248.240,248.240,148.740,99.500,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,1/26/2007,00:00,,,90.000,0.000,90.000,248.240,248.240,158.240,90.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,10/15/2007,00:00,,,108.000,0.000,108.000,248.240,248.240,140.240,108.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,10/5/2006,00:00,,,84.000,0.000,84.000,248.240,248.240,164.240,84.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,2/25/2009,00:00,,,126.000,0.000,126.000,248.240,248.240,122.240,126.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362025N1194774W002,20S23E09J002M,1/19/2010,00:00,,,120.000,0.000,120.000,248.240,248.240,128.240,120.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362028N1194493W001,20S23E11L001M,2/22/2011,09:00,,8 - Oil or foreign substance in casing,140.000,13.000,127.000,254.733,252.733,127.733,125.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,Oil in Casing,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,2/14/2011,08:15,,,117.000,0.000,117.000,271.717,271.717,154.717,117.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,1/23/2003,00:00,,4 - Pumped recently,99.000,0.000,99.000,271.720,271.720,172.720,99.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,9/23/2003,00:00,,,109.000,0.000,109.000,271.720,271.720,162.720,109.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,2/4/2005,00:00,,,110.000,0.000,110.000,271.720,271.720,161.720,110.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,1/26/2006,00:00,,4 - Pumped recently,108.000,0.000,108.000,271.720,271.720,163.720,108.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,1/24/2007,00:00,,4 - Pumped recently,101.000,0.000,101.000,271.720,271.720,170.720,101.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,10/16/2007,00:00,,,114.000,0.000,114.000,271.720,271.720,157.720,114.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,10/3/2006,00:00,,,106.000,0.000,106.000,271.720,271.720,165.720,106.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,3/4/2009,00:00,,4 - Pumped recently,122.000,0.000,122.000,271.720,271.720,149.720,122.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,NO OIL,Tulare_01.01.2003-06.21.2013
362031N1193838W001,20S24E09M001M,1/22/2010,00:00,,,120.000,0.000,120.000,271.720,271.720,151.720,120.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,2/22/2011,08:30,,8 - Oil or foreign substance in casing,130.000,0.000,130.000,244.753,244.753,114.753,130.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,Oil in Casing,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,1/22/2003,00:00,,2 - Nearby pump operating,114.000,0.000,114.000,244.750,244.750,130.750,114.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,2/3/2004,00:00,,2 - Nearby pump operating,120.000,0.000,120.000,244.750,244.750,124.750,120.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,OIL IN CASING,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,9/22/2003,00:00,,2 - Nearby pump operating,122.000,0.000,122.000,244.750,244.750,122.750,122.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,OIL IN CASING,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,1/27/2005,00:00,,8 - Oil or foreign substance in casing,126.000,0.000,126.000,244.750,244.750,118.750,126.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,1/25/2006,00:00,,2 - Nearby pump operating,119.000,0.000,119.000,244.750,244.750,125.750,119.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,1/26/2007,00:00,,8 - Oil or foreign substance in casing,108.000,0.000,108.000,244.750,244.750,136.750,108.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,10/12/2007,00:00,,8 - Oil or foreign substance in casing,126.000,0.000,126.000,244.750,244.750,118.750,126.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,OIL IN CASING,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,10/6/2006,00:00,,4 - Pumped recently,115.000,0.000,115.000,244.750,244.750,129.750,115.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,2/26/2009,00:00,,8 - Oil or foreign substance in casing,136.000,0.000,136.000,244.750,244.750,108.750,136.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,OIL IN CASING,Tulare_01.01.2003-06.21.2013
362031N1194949W001,20S23E08H001M,1/19/2010,00:00,,,142.000,0.000,142.000,244.750,244.750,102.750,142.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/21/2003,00:00,,,54.900,0.000,54.900,352.690,351.690,297.790,53.900,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/27/2004,00:00,,,57.000,0.000,57.000,352.690,351.690,295.690,56.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,9/16/2003,00:00,,,70.600,0.000,70.600,352.690,351.690,282.090,69.600,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/25/2005,00:00,,,60.200,0.000,60.200,352.690,351.690,292.490,59.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/24/2006,00:00,,,61.800,0.000,61.800,352.690,351.690,290.890,60.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/23/2007,00:00,,,69.100,0.000,69.100,352.690,351.690,283.590,68.100,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,2/11/2008,00:00,,,69.200,0.000,69.200,352.690,351.690,283.490,68.200,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,10/10/2007,00:00,,,84.500,0.000,84.500,352.690,351.690,268.190,83.500,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,9/26/2006,00:00,,,65.000,0.000,65.000,352.690,351.690,287.690,64.000,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,2/12/2009,00:00,,,72.800,0.000,72.800,352.690,351.690,279.890,71.800,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,1/19/2010,00:00,,,78.900,0.000,78.900,352.690,351.690,273.790,77.900,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,9/27/2010,00:00,,,87.900,0.000,87.900,352.690,351.690,264.790,86.900,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1191312W001,,2/14/2011,00:00,,,77.600,0.000,77.600,352.690,351.690,275.090,76.600,UNK - Unknown,Unknown,LINDMORE IRRIGATION DISTRICT,Voluntary,,Tulare_01.01.2003-06.21.2013
362042N1194082W001,202407G1,2/14/2011,08:00,,8 - Oil or foreign substance in casing,130.000,4.000,126.000,266.720,265.220,140.720,124.500,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,Oil in Casing,Tulare_01.01.2003-06.21.2013
362044N1194075W001,202407G1,10/11/2011,10:00,,,135.000,11.000,124.000,260.110,259.740,136.110,123.630,ST - Steel tape measurement,0.1 Ft,Tulare Irrigation District,CASGEM,,Tulare_01.01.2003-06.21.2013
362049N1195134W001,202307H3,10/11/2011,10:00,,,130.000,14.000,116.000,230.300,229.580,114.300,115.280,ST - Steel tape measurement,0.1 Ft,Tulare Irrigation District,CASGEM,,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,2/15/2011,11:30,,,145.000,9.000,136.000,240.759,239.759,104.759,135.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,1/22/2003,00:00,,4 - Pumped recently,115.000,0.000,115.000,240.760,239.760,125.760,114.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,9/22/2003,00:00,,2 - Nearby pump operating,121.000,0.000,121.000,240.760,239.760,119.760,120.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,TAPE-121'/O.I.C.,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,1/27/2005,00:00,1 - Pumping,,,,,240.760,239.760,,,,,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,1/25/2006,00:00,,2 - Nearby pump operating,122.000,0.000,122.000,240.760,239.760,118.760,121.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
362050N1195132W001,20S23E07H003M,10/12/2007,00:00,,2 - Nearby pump operating,136.000,0.000,136.000,240.760,239.760,104.760,135.000,UNK - Unknown,Unknown,Tulare Irrigation District,Voluntary,,Tulare_01.01.2003-06.21.2013
