CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments
362686N1209946W001,,3/29/1995,00:00,,,7.800,0.000,7.800,94.210,93.210,86.410,6.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
362686N1209946W001,,11/15/1995,00:00,,,11.300,0.000,11.300,94.210,93.210,82.910,10.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
362686N1209946W001,,3/13/1996,00:00,,,8.500,0.000,8.500,94.210,93.210,85.710,7.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
362686N1209946W001,,11/25/1996,00:00,,,10.900,0.000,10.900,94.210,93.210,83.310,9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369257N1207454W001,,2/24/1995,00:00,,9 - Acoustical sounder,138.600,0.000,138.600,147.130,145.530,8.530,137.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369257N1207454W001,,2/28/1995,00:00,,,137.000,0.000,137.000,147.130,145.530,10.130,135.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369257N1207454W001,,11/3/1995,00:00,1 - Pumping,,,,,147.130,145.530,,,,,Department of Water Resources,Voluntary,
369257N1207454W001,,3/8/1996,00:00,9 - Temporarily inaccessible,,,,,147.130,145.530,,,,,Department of Water Resources,Voluntary,
369257N1207454W001,,11/6/1996,00:00,1 - Pumping,,,,,147.130,145.530,,,,,Department of Water Resources,Voluntary,
369299N1206860W001,,3/28/1995,00:00,,,19.400,0.000,19.400,139.900,138.400,120.500,17.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369299N1206860W001,,11/15/1995,00:00,,,15.700,0.000,15.700,139.900,138.400,124.200,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369299N1206860W001,,3/26/1996,00:00,,,17.500,0.000,17.500,139.900,138.400,122.400,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369299N1206860W001,,11/13/1996,00:00,,,21.600,0.000,21.600,139.900,138.400,118.300,20.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369477N1206907W001,,3/28/1995,00:00,,,6.600,0.000,6.600,123.580,120.380,116.980,3.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369477N1206907W001,,11/15/1995,00:00,,,7.400,0.000,7.400,123.580,120.380,116.180,4.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369477N1206907W001,,3/26/1996,00:00,,,6.700,0.000,6.700,123.580,120.380,116.880,3.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369477N1206907W001,,11/13/1996,00:00,,,7.500,0.000,7.500,123.580,120.380,116.080,4.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369482N1206907W001,,3/28/1995,00:00,,,6.000,0.000,6.000,121.780,120.380,115.780,4.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369482N1206907W001,,11/15/1995,00:00,,,6.800,0.000,6.800,121.780,120.380,114.980,5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369482N1206907W001,,3/26/1996,00:00,,,6.600,0.000,6.600,121.780,120.380,115.180,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369482N1206907W001,,11/13/1996,00:00,,,5.800,0.000,5.800,121.780,120.380,115.980,4.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369485N1206907W001,,3/28/1995,00:00,,,11.500,0.000,11.500,121.080,120.380,109.580,10.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369485N1206907W001,,11/15/1995,00:00,,,13.600,0.000,13.600,121.080,120.380,107.480,12.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369485N1206907W001,,3/26/1996,00:00,,,10.300,0.000,10.300,121.080,120.380,110.780,9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369485N1206907W001,,11/13/1996,00:00,,,14.300,0.000,14.300,121.080,120.380,106.780,13.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369549N1208371W001,,3/28/1995,00:00,,,53.500,0.000,53.500,193.760,193.160,140.260,52.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369549N1208371W001,,11/15/1995,00:00,,,52.100,0.000,52.100,193.760,193.160,141.660,51.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369549N1208371W001,,3/26/1996,00:00,,,47.300,0.000,47.300,193.760,193.160,146.460,46.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369549N1208371W001,,11/13/1996,00:00,,,43.800,0.000,43.800,193.760,193.160,149.960,43.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369566N1208643W001,,3/28/1995,00:00,,9 - Acoustical sounder,123.000,0.000,123.000,251.650,249.650,128.650,121.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369566N1208643W001,,11/15/1995,00:00,,9 - Acoustical sounder,120.000,0.000,120.000,251.650,249.650,131.650,118.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369566N1208643W001,,3/26/1996,00:00,,9 - Acoustical sounder,115.000,0.000,115.000,251.650,249.650,136.650,113.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369566N1208643W001,,11/13/1996,00:00,,9 - Acoustical sounder,115.000,0.000,115.000,251.650,249.650,136.650,113.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369574N1208393W001,,2/24/1995,00:00,1 - Pumping,,,,,195.770,194.770,,,,,Department of Water Resources,Voluntary,
369574N1208393W001,,11/3/1995,00:00,1 - Pumping,,,,,195.770,194.770,,,,,Department of Water Resources,Voluntary,
369574N1208393W001,,3/8/1996,00:00,1 - Pumping,,,,,195.770,194.770,,,,,Department of Water Resources,Voluntary,
369574N1208393W001,,11/6/1996,00:00,1 - Pumping,,,,,195.770,194.770,,,,,Department of Water Resources,Voluntary,
369618N1208460W001,,2/24/1995,00:00,,9 - Acoustical sounder,65.000,0.000,65.000,202.800,202.800,137.800,65.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369618N1208460W001,,11/3/1995,00:00,,,62.000,0.000,62.000,202.800,202.800,140.800,62.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369618N1208460W001,,3/8/1996,00:00,,,59.000,0.000,59.000,202.800,202.800,143.800,59.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369618N1208460W001,,11/6/1996,00:00,,9 - Acoustical sounder,61.000,0.000,61.000,202.800,202.800,141.800,61.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369666N1208104W001,,3/28/1995,00:00,,,8.300,0.000,8.300,141.620,140.620,133.320,7.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369666N1208104W001,,11/15/1995,00:00,,,6.300,0.000,6.300,141.620,140.620,135.320,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369666N1208104W001,,3/26/1996,00:00,,,8.900,0.000,8.900,141.620,140.620,132.720,7.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369666N1208104W001,,11/13/1996,00:00,4 - Can't get tape in casing,,,,,141.620,140.620,,,,,Department of Water Resources,Voluntary,
369677N1207282W001,,3/28/1995,00:00,9 - Temporarily inaccessible,,,,,113.400,112.400,,,,,Department of Water Resources,Voluntary,
369677N1207282W001,,11/15/1995,00:00,,,6.100,0.000,6.100,113.400,112.400,107.300,5.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,
369677N1207282W001,,3/26/1996,00:00,9 - Temporarily inaccessible,,,,,113.400,112.400,,,,,Department of Water Resources,Voluntary,
369677N1207282W001,,11/13/1996,00:00,9 - Temporarily inaccessible,,,,,113.400,112.400,,,,,Department of Water Resources,Voluntary,
369677N1207282W002,,3/28/1995,00:00,9 - Temporarily inaccessible,,,,,112.400,112.400,,,,,Department of Water Resources,Voluntary,
