CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/2/1996,00:00,,,252.000,0.000,252.000,856.000,856.000,604.000,252.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/29/1996,00:00,,,252.000,0.000,252.000,856.000,856.000,604.000,252.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,2/1/1996,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,2/26/1996,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/1/1996,00:00,,,248.000,0.000,248.000,856.000,856.000,608.000,248.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/28/1996,00:00,,,248.000,0.000,248.000,856.000,856.000,608.000,248.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,5/15/1996,00:00,,,252.000,0.000,252.000,856.000,856.000,604.000,252.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,7/1/1996,00:00,,,257.000,0.000,257.000,856.000,856.000,599.000,257.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,7/31/1996,00:00,,,257.000,0.000,257.000,856.000,856.000,599.000,257.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,8/1/1996,00:00,,,262.000,0.000,262.000,856.000,856.000,594.000,262.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,8/29/1996,00:00,,,262.000,0.000,262.000,856.000,856.000,594.000,262.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,9/1/1996,00:00,,,254.000,0.000,254.000,856.000,856.000,602.000,254.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,9/30/1996,00:00,,,254.000,0.000,254.000,856.000,856.000,602.000,254.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,10/1/1996,00:00,,,259.000,0.000,259.000,856.000,856.000,597.000,259.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,10/30/1996,00:00,,,259.000,0.000,259.000,856.000,856.000,597.000,259.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,11/27/1996,00:00,,,253.000,0.000,253.000,856.000,856.000,603.000,253.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,12/1/1996,00:00,,,247.000,0.000,247.000,856.000,856.000,609.000,247.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,12/31/1996,00:00,,,247.000,0.000,247.000,856.000,856.000,609.000,247.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/1/1997,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/29/1997,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,2/1/1997,00:00,,,247.000,0.000,247.000,856.000,856.000,609.000,247.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,2/27/1997,00:00,,,247.000,0.000,247.000,856.000,856.000,609.000,247.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/1/1997,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/27/1997,00:00,,,249.000,0.000,249.000,856.000,856.000,607.000,249.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,4/29/1997,00:00,,,248.000,0.000,248.000,856.000,856.000,608.000,248.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,5/29/1997,00:00,,,248.000,0.000,248.000,856.000,856.000,608.000,248.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,7/1/1997,00:00,,,266.000,0.000,266.000,856.000,856.000,590.000,266.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,7/31/1997,00:00,,,266.000,0.000,266.000,856.000,856.000,590.000,266.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,9/1/1997,00:00,,,267.000,0.000,267.000,856.000,856.000,589.000,267.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,9/30/1997,00:00,,,267.000,0.000,267.000,856.000,856.000,589.000,267.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,10/1/1997,00:00,,,250.000,0.000,250.000,856.000,856.000,606.000,250.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,10/30/1997,00:00,,,250.000,0.000,250.000,856.000,856.000,606.000,250.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,11/27/1997,00:00,,,243.000,0.000,243.000,856.000,856.000,613.000,243.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,11/30/1997,00:00,,,243.000,0.000,243.000,856.000,856.000,613.000,243.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,12/1/1997,00:00,,,244.000,0.000,244.000,856.000,856.000,612.000,244.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,12/30/1997,00:00,,,243.500,0.000,243.500,856.000,856.000,612.500,243.500,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/1/1998,00:00,,,242.000,0.000,242.000,856.000,856.000,614.000,242.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,1/29/1998,00:00,,,242.000,0.000,242.000,856.000,856.000,614.000,242.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,2/26/1998,00:00,,,250.000,0.000,250.000,856.000,856.000,606.000,250.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/1/1998,00:00,,,245.000,0.000,245.000,856.000,856.000,611.000,245.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,3/30/1998,00:00,,,245.000,0.000,245.000,856.000,856.000,611.000,245.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,4/30/1998,00:00,,,247.000,0.000,247.000,856.000,856.000,609.000,247.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,5/28/1998,00:00,,,263.000,0.000,263.000,856.000,856.000,593.000,263.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,6/29/1998,00:00,,,268.000,0.000,268.000,856.000,856.000,588.000,268.000,ST - Steel tape measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,6/30/1998,00:00,,,268.000,0.000,268.000,856.000,856.000,588.000,268.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,7/30/1998,00:00,,,267.000,0.000,267.000,856.000,856.000,589.000,267.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,8/31/1998,00:00,,,269.000,0.000,269.000,856.000,856.000,587.000,269.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,9/30/1998,00:00,,,266.000,0.000,266.000,856.000,856.000,590.000,266.000,ES - Electric sounder measurement,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,10/29/1998,00:00,,,266.000,0.000,266.000,856.000,856.000,590.000,266.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,11/30/1998,00:00,,,263.000,0.000,263.000,856.000,856.000,593.000,263.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340389N1176821W001,WEI1002741,12/30/1998,00:00,,,254.000,0.000,254.000,856.000,856.000,602.000,254.000,UNK - Unknown,0.01 Ft,Chino Basin Watermaster,CASGEM,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,2/22/1996,00:00,,,112.000,0.000,112.000,947.520,947.520,835.520,112.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,4/24/1996,00:00,,,112.600,0.000,112.600,947.520,947.520,834.920,112.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,10/9/1996,00:00,,,114.750,0.000,114.750,947.520,947.520,832.770,114.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,4/17/1997,00:00,,,115.100,0.000,115.100,947.520,947.520,832.420,115.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,10/29/1997,00:00,,,116.830,0.000,116.830,947.520,947.520,830.690,116.830,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,4/15/1998,00:00,,,115.930,0.000,115.930,947.520,947.520,831.590,115.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340414N1173823W001,,10/20/1998,00:00,,,117.070,0.000,117.070,947.520,947.520,830.450,117.070,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340428N1170357W001,,10/10/1996,00:00,,,323.640,0.000,323.640,"2,772.830","2,772.830","2,449.190",323.640,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340428N1170357W001,,4/16/1997,00:00,,,313.530,0.000,313.530,"2,772.830","2,772.830","2,459.300",313.530,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340428N1170357W001,,10/28/1997,00:00,,,330.400,0.000,330.400,"2,772.830","2,772.830","2,442.430",330.400,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340428N1170357W001,,4/17/1998,00:00,,,323.100,0.000,323.100,"2,772.830","2,772.830","2,449.730",323.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340428N1170357W001,,10/21/1998,00:00,,,326.300,0.000,326.300,"2,772.830","2,772.830","2,446.530",326.300,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,4/21/1995,00:00,,,29.670,0.000,29.670,"1,537.530","1,537.530","1,507.860",29.670,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,10/25/1995,00:00,,,25.890,0.000,25.890,"1,537.530","1,537.530","1,511.640",25.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,4/24/1996,00:00,,2 - Nearby pump operating,27.770,0.000,27.770,"1,537.530","1,537.530","1,509.760",27.770,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,10/10/1996,00:00,,,22.270,0.000,22.270,"1,537.530","1,537.530","1,515.260",22.270,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,4/14/1997,00:00,,,17.850,0.000,17.850,"1,537.530","1,537.530","1,519.680",17.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,10/28/1997,00:00,,,19.300,0.000,19.300,"1,537.530","1,537.530","1,518.230",19.300,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,4/6/1998,00:00,,,15.600,0.000,15.600,"1,537.530","1,537.530","1,521.930",15.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340447N1171640W001,,10/22/1998,00:00,,,16.590,0.000,16.590,"1,537.530","1,537.530","1,520.940",16.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,4/18/1995,00:00,,,135.090,0.000,135.090,"1,312.410","1,312.410","1,177.320",135.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,10/25/1995,00:00,,,134.780,0.000,134.780,"1,312.410","1,312.410","1,177.630",134.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,4/24/1996,00:00,,,129.040,0.000,129.040,"1,312.410","1,312.410","1,183.370",129.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,10/10/1996,00:00,,,130.570,0.000,130.570,"1,312.410","1,312.410","1,181.840",130.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,4/14/1997,00:00,,,126.250,0.000,126.250,"1,312.410","1,312.410","1,186.160",126.250,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,10/28/1997,00:00,,,128.590,0.000,128.590,"1,312.410","1,312.410","1,183.820",128.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,4/6/1998,00:00,,,123.410,0.000,123.410,"1,312.410","1,312.410","1,189.000",123.410,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340456N1172018W001,,10/22/1998,00:00,,,123.940,0.000,123.940,"1,312.410","1,312.410","1,188.470",123.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,4/18/1995,00:00,,,130.050,0.000,130.050,"1,205.610","1,205.610","1,075.560",130.050,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,10/25/1995,00:00,,,129.750,0.000,129.750,"1,205.610","1,205.610","1,075.860",129.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,4/24/1996,00:00,,,124.250,0.000,124.250,"1,205.610","1,205.610","1,081.360",124.250,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,10/10/1996,00:00,,,129.570,0.000,129.570,"1,205.610","1,205.610","1,076.040",129.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,4/14/1997,00:00,,,124.650,0.000,124.650,"1,205.610","1,205.610","1,080.960",124.650,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,10/28/1997,00:00,,,128.950,0.000,128.950,"1,205.610","1,205.610","1,076.660",128.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,4/6/1998,00:00,,,118.800,0.000,118.800,"1,205.610","1,205.610","1,086.810",118.800,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340459N1172315W001,,10/22/1998,00:00,,,120.350,0.000,120.350,"1,205.610","1,205.610","1,085.260",120.350,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,4/21/1995,00:00,,,352.040,0.000,352.040,"2,822.840","2,822.840","2,470.800",352.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,10/27/1995,00:00,,,318.350,0.000,318.350,"2,822.840","2,822.840","2,504.490",318.350,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,4/26/1996,00:00,,,325.950,0.000,325.950,"2,822.840","2,822.840","2,496.890",325.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,10/10/1996,00:00,,,322.400,0.000,322.400,"2,822.840","2,822.840","2,500.440",322.400,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,4/16/1997,00:00,,,324.430,0.000,324.430,"2,822.840","2,822.840","2,498.410",324.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,10/28/1997,00:00,,,341.470,0.000,341.470,"2,822.840","2,822.840","2,481.370",341.470,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,4/17/1998,00:00,,,338.920,0.000,338.920,"2,822.840","2,822.840","2,483.920",338.920,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340492N1170332W001,,10/22/1998,00:00,,,297.960,0.000,297.960,"2,822.840","2,822.840","2,524.880",297.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,4/20/1995,00:00,,,195.770,0.000,195.770,"1,854.480","1,854.480","1,658.710",195.770,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,10/24/1995,00:00,,,190.430,0.000,190.430,"1,854.480","1,854.480","1,664.050",190.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,4/25/1996,00:00,,,186.280,0.000,186.280,"1,854.480","1,854.480","1,668.200",186.280,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,10/7/1996,00:00,,,189.990,0.000,189.990,"1,854.480","1,854.480","1,664.490",189.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,4/16/1997,00:00,,,195.450,0.000,195.450,"1,854.480","1,854.480","1,659.030",195.450,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,10/28/1997,00:00,,,200.660,0.000,200.660,"1,854.480","1,854.480","1,653.820",200.660,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,4/14/1998,00:00,,,202.060,0.000,202.060,"1,854.480","1,854.480","1,652.420",202.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340520N1171190W001,,10/22/1998,00:00,,,201.090,0.000,201.090,"1,854.480","1,854.480","1,653.390",201.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
340556N1174454W001,,4/21/1995,00:00,,,290.780,0.000,290.780,"1,051.570","1,051.570",760.790,290.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,SanBernadino_01.01.1995-12.31.1998
