CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Madera_06.21.2003-06.21.2013
367705N1203029W001,,2/22/2008,00:00,,,39.000,0.000,39.000,174.410,172.410,135.410,37.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367705N1203029W001,,10/16/2007,00:00,,,72.200,0.000,72.200,174.410,172.410,102.210,70.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367705N1203029W001,,10/4/2006,00:00,4 - Can't get tape in casing,,,,,174.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367705N1203029W001,,2/10/2009,00:00,,,34.600,0.000,34.600,174.410,172.410,139.810,32.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367705N1203029W001,,1/27/2010,00:00,9 - Temporarily inaccessible,,,,,174.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367705N1203029W001,,2/22/2011,00:00,,,66.600,0.000,66.600,174.410,172.410,107.810,64.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,1/30/2004,00:00,,,125.000,0.000,125.000,175.410,172.410,50.410,122.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,9/23/2003,00:00,,,96.200,0.000,96.200,175.410,172.410,79.210,93.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/11/2005,00:00,,,57.500,0.000,57.500,175.410,172.410,117.910,54.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/8/2006,00:00,4 - Can't get tape in casing,,,,,175.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/6/2007,00:00,,,43.000,0.000,43.000,175.410,172.410,132.410,40.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/22/2008,00:00,,,38.000,0.000,38.000,175.410,172.410,137.410,35.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,10/16/2007,00:00,D - Dry well,,,,,175.410,172.410,,,,,Bureau of Reclamation,Voluntary,DRY AT 86 FEET,Madera_06.21.2003-06.21.2013
367730N1203049W001,,10/4/2006,00:00,4 - Can't get tape in casing,,,,,175.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/10/2009,00:00,,,35.400,0.000,35.400,175.410,172.410,140.010,32.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,1/27/2010,00:00,9 - Temporarily inaccessible,,,,,175.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367730N1203049W001,,2/22/2011,00:00,,,79.800,0.000,79.800,175.410,172.410,95.610,76.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,1/30/2004,00:00,,,51.000,0.000,51.000,172.410,172.410,121.410,51.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,9/23/2003,00:00,,,89.200,0.000,89.200,172.410,172.410,83.210,89.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/11/2005,00:00,3 - Tape hung up,,,,,172.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/8/2006,00:00,,,45.500,0.000,45.500,172.410,172.410,126.910,45.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/6/2007,00:00,,,7.200,0.000,7.200,172.410,172.410,165.210,7.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/22/2008,00:00,,,48.200,0.000,48.200,172.410,172.410,124.210,48.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,10/16/2007,00:00,,,68.700,0.000,68.700,172.410,172.410,103.710,68.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,10/4/2006,00:00,,,3.800,0.000,3.800,172.410,172.410,168.610,3.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/10/2009,00:00,,,51.200,0.000,51.200,172.410,172.410,121.210,51.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,1/27/2010,00:00,9 - Temporarily inaccessible,,,,,172.410,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367738N1202877W001,,2/22/2011,00:00,,,78.600,0.000,78.600,172.410,172.410,93.810,78.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,1/30/2004,00:00,,,74.200,0.000,74.200,178.420,177.420,104.220,73.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,9/19/2003,00:00,,,10.900,0.000,10.900,178.420,177.420,167.520,9.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/14/2005,00:00,,8 - Oil or foreign substance in casing,98.100,0.000,98.100,178.420,177.420,80.320,97.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/9/2006,00:00,,,10.500,0.000,10.500,178.420,177.420,167.920,9.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/7/2007,00:00,,8 - Oil or foreign substance in casing,75.600,0.000,75.600,178.420,177.420,102.820,74.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,178.420,177.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,10/15/2007,00:00,4 - Can't get tape in casing,,,,,178.420,177.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,10/10/2006,00:00,,8 - Oil or foreign substance in casing,88.000,0.000,88.000,178.420,177.420,90.420,87.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/24/2009,00:00,,8 - Oil or foreign substance in casing,73.400,0.000,73.400,178.420,177.420,105.020,72.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367755N1202654W001,,2/22/2011,00:00,,,100.100,0.000,100.100,178.420,177.420,78.320,99.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,1/30/2004,00:00,,8 - Oil or foreign substance in casing,87.800,0.000,87.800,183.420,182.420,95.620,86.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,9/29/2003,00:00,4 - Can't get tape in casing,,,,,183.420,182.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/14/2005,00:00,,8 - Oil or foreign substance in casing,95.500,0.000,95.500,183.420,182.420,87.920,94.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/8/2006,00:00,7 - Special/Other,,,,,183.420,182.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/7/2007,00:00,,8 - Oil or foreign substance in casing,78.100,0.000,78.100,183.420,182.420,105.320,77.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/20/2008,00:00,,8 - Oil or foreign substance in casing,73.100,0.000,73.100,183.420,182.420,110.320,72.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,10/15/2007,00:00,4 - Can't get tape in casing,,,,,183.420,182.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,10/10/2006,00:00,,8 - Oil or foreign substance in casing,95.100,0.000,95.100,183.420,182.420,88.320,94.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/24/2009,00:00,D - Dry well,,,,,183.420,182.420,,,,,Bureau of Reclamation,Voluntary,DRY AT 67 FEET; BOTTOM?,Madera_06.21.2003-06.21.2013
367813N1202410W001,,2/22/2011,00:00,,,98.600,0.000,98.600,183.420,182.420,84.820,97.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,1/30/2004,00:00,1 - Pumping,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,9/29/2003,00:00,,,72.000,0.000,72.000,173.910,172.410,101.910,70.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/14/2005,00:00,1 - Pumping,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/8/2006,00:00,7 - Special/Other,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/7/2007,00:00,1 - Pumping,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,10/15/2007,00:00,,,101.300,0.000,101.300,173.910,172.410,72.610,99.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,10/10/2006,00:00,1 - Pumping,,,,,173.910,172.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/24/2009,00:00,,8 - Oil or foreign substance in casing,71.000,0.000,71.000,173.910,172.410,102.910,69.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367813N1202713W001,,2/22/2011,00:00,,,97.900,0.000,97.900,173.910,172.410,76.010,96.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,1/30/2004,00:00,,,97.200,0.000,97.200,178.410,177.410,81.210,96.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,9/29/2003,00:00,4 - Can't get tape in casing,,,,,178.410,177.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,2/14/2005,00:00,,,101.800,0.000,101.800,178.410,177.410,76.610,100.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,2/8/2006,00:00,1 - Pumping,,,,,178.410,177.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,2/7/2007,00:00,,,87.500,0.000,87.500,178.410,177.410,90.910,86.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,10/15/2007,00:00,4 - Can't get tape in casing,,,,,178.410,177.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,10/10/2006,00:00,,,86.500,0.000,86.500,178.410,177.410,91.910,85.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,2/24/2009,00:00,,,73.700,0.000,73.700,178.410,177.410,104.710,72.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367824N1202593W001,,2/22/2011,00:00,,,112.300,0.000,112.300,178.410,177.410,66.110,111.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,1/30/2004,00:00,,8 - Oil or foreign substance in casing,78.400,0.000,78.400,176.410,175.410,98.010,77.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,9/29/2003,00:00,,,157.000,0.000,157.000,176.410,175.410,19.410,156.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/14/2005,00:00,3 - Tape hung up,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/8/2006,00:00,1 - Pumping,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/7/2007,00:00,,8 - Oil or foreign substance in casing,89.600,0.000,89.600,176.410,175.410,86.810,88.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,10/15/2007,00:00,4 - Can't get tape in casing,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,10/10/2006,00:00,,8 - Oil or foreign substance in casing,93.400,0.000,93.400,176.410,175.410,83.010,92.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/24/2009,00:00,D - Dry well,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,DRY AT 67 FEET; BOTTOM?,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,2/22/2011,00:00,,,102.000,0.000,102.000,176.410,175.410,74.410,101.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,12/29/2011,00:00,,,84.000,0.000,84.000,176.410,175.410,92.410,83.000,ES - Electric sounder measurement,Unknown,Madera-Chowchilla Basin Regional Groundwater Monitoring Group,CASGEM,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,6/21/2012,00:00,1 - Pumping,,,,,176.410,175.410,,,,,Madera-Chowchilla Basin Regional Groundwater Monitoring Group,Voluntary,,Madera_06.21.2003-06.21.2013
367827N1202666W001,13S16E19K,10/15/2012,00:00,9 - Temporarily inaccessible,,,,,176.410,175.410,,,,,Madera-Chowchilla Basin Regional Groundwater Monitoring Group,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201882W001,,1/30/2004,00:00,1 - Pumping,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201882W001,,2/8/2006,00:00,7 - Special/Other,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201882W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201882W001,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,MAD OWNER,Madera_06.21.2003-06.21.2013
367899N1201882W001,,2/22/2011,00:00,0 - Measurement Discontinued,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201885W001,,1/30/2004,00:00,3 - Tape hung up,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201885W001,,2/8/2006,00:00,7 - Special/Other,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201885W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367899N1201885W001,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,MAD OWNER,Madera_06.21.2003-06.21.2013
367899N1201885W001,,2/22/2011,00:00,0 - Measurement Discontinued,,,,,198.420,197.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367910N1201821W001,,1/30/2004,00:00,,8 - Oil or foreign substance in casing,73.300,0.000,73.300,193.420,192.420,120.120,72.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367910N1201821W001,,2/8/2006,00:00,7 - Special/Other,,,,,193.420,192.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367910N1201821W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,193.420,192.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367910N1201821W001,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,193.420,192.420,,,,,Bureau of Reclamation,Voluntary,MAD OWNER,Madera_06.21.2003-06.21.2013
367910N1201821W001,,2/22/2011,00:00,0 - Measurement Discontinued,,,,,193.420,192.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367927N1202132W001,,1/30/2004,00:00,4 - Can't get tape in casing,,,,,192.410,192.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367927N1202132W001,,2/8/2006,00:00,7 - Special/Other,,,,,192.410,192.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367927N1202132W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,192.410,192.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367927N1202132W001,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,192.410,192.410,,,,,Bureau of Reclamation,Voluntary,MAD OWNER,Madera_06.21.2003-06.21.2013
367927N1202132W001,,2/22/2011,00:00,0 - Measurement Discontinued,,,,,192.410,192.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,1/29/2004,00:00,,8 - Oil or foreign substance in casing,64.500,0.000,64.500,166.890,166.390,102.390,64.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,9/24/2003,00:00,4 - Can't get tape in casing,,,,,166.890,166.390,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/11/2005,00:00,,8 - Oil or foreign substance in casing,73.800,0.000,73.800,166.890,166.390,93.090,73.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/8/2006,00:00,,,32.000,0.000,32.000,166.890,166.390,134.890,31.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/8/2007,00:00,,8 - Oil or foreign substance in casing,51.500,0.000,51.500,166.890,166.390,115.390,51.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/22/2008,00:00,,8 - Oil or foreign substance in casing,52.500,0.000,52.500,166.890,166.390,114.390,52.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,10/15/2007,00:00,5 - Unable to locate well,,,,,166.890,166.390,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,10/4/2006,00:00,,,59.500,0.000,59.500,166.890,166.390,107.390,59.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/10/2009,00:00,6 - Well has been destroyed,,,,,166.890,166.390,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,1/25/2010,00:00,9 - Temporarily inaccessible,,,,,166.890,166.390,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
367985N1203102W001,,2/22/2011,00:00,,,97.600,0.000,97.600,166.890,166.390,69.290,97.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,1/30/2004,00:00,1 - Pumping,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,2/8/2006,00:00,7 - Special/Other,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,2/20/2008,00:00,9 - Temporarily inaccessible,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,1/29/2010,00:00,9 - Temporarily inaccessible,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368013N1202052W001,,2/22/2011,00:00,0 - Measurement Discontinued,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,1/29/2004,00:00,7 - Special/Other,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,9/24/2003,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/11/2005,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/8/2006,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/7/2007,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,DOGS,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/22/2008,00:00,1 - Pumping,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,10/15/2007,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,DOGS,Madera_06.21.2003-06.21.2013
368055N1203510W002,,10/4/2006,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/10/2009,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,1/26/2010,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
368055N1203510W002,,2/22/2011,00:00,1 - Pumping,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.2003-06.21.2013
