CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Humboldt_06.21.1983-06.21.2013
412850N1240722W001,10N01E04D004H,10/27/2010,00:00,,,14.200,0.000,14.200,23.340,23.340,9.140,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412850N1240722W001,10N01E04D004H,4/13/2011,00:00,,,13.300,0.000,13.300,23.340,23.340,10.040,13.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412850N1240722W001,10N01E04D004H,10/19/2011,00:00,,,14.550,0.000,14.550,23.340,23.340,8.790,14.550,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412850N1240722W001,10N01E04D004H,3/26/2013,00:00,,,14.000,0.200,13.800,23.340,23.340,9.540,13.800,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/19/1983,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/22/1984,00:00,,,13.000,0.000,13.000,25.340,24.340,12.340,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/29/1984,00:00,,,15.000,0.000,15.000,25.340,24.340,10.340,14.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/13/1985,00:00,,,14.700,0.000,14.700,25.340,24.340,10.640,13.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/9/1985,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/19/1986,00:00,,,13.000,0.000,13.000,25.340,24.340,12.340,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/23/1986,00:00,,,15.600,0.000,15.600,25.340,24.340,9.740,14.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/2/1987,00:00,,,14.100,0.000,14.100,25.340,24.340,11.240,13.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/29/1987,00:00,,,17.300,0.000,17.300,25.340,24.340,8.040,16.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/17/1988,00:00,,,15.300,0.000,15.300,25.340,24.340,10.040,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,11/3/1988,00:00,,,16.300,0.000,16.300,25.340,24.340,9.040,15.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/16/1989,00:00,2 - Pump house locked,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/26/1989,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/15/1990,00:00,,,13.700,0.000,13.700,25.340,24.340,11.640,12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/25/1990,00:00,,,16.700,0.000,16.700,25.340,24.340,8.640,15.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/27/1991,00:00,,,13.800,0.000,13.800,25.340,24.340,11.540,12.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/29/1991,00:00,,,16.500,0.000,16.500,25.340,24.340,8.840,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/26/1992,00:00,,,15.400,0.000,15.400,25.340,24.340,9.940,14.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/22/1992,00:00,,,16.800,0.000,16.800,25.340,24.340,8.540,15.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/31/1993,00:00,,,14.200,0.000,14.200,25.340,24.340,11.140,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/28/1993,00:00,,,16.900,0.000,16.900,25.340,24.340,8.440,15.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/30/1994,00:00,,,15.300,0.000,15.300,25.340,24.340,10.040,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/6/1995,00:00,,,14.200,0.000,14.200,25.340,24.340,11.140,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/25/1995,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/20/1996,00:00,,,14.500,0.000,14.500,25.340,24.340,10.840,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,11/6/1996,00:00,,,16.200,0.000,16.200,25.340,24.340,9.140,15.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/20/1997,00:00,,,15.300,0.000,15.300,25.340,24.340,10.040,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/29/1997,00:00,,,16.900,0.000,16.900,25.340,24.340,8.440,15.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/20/1998,00:00,,,14.500,0.000,14.500,25.340,24.340,10.840,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/28/1998,00:00,,,14.800,0.000,14.800,25.340,24.340,10.540,13.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/28/1999,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/18/1999,00:00,,,13.700,0.000,13.700,25.340,24.340,11.640,12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/16/2000,00:00,,,13.800,0.000,13.800,25.340,24.340,11.540,12.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/11/2000,00:00,2 - Pump house locked,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/29/2001,00:00,,,15.300,0.000,15.300,25.340,24.340,10.040,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/24/2001,00:00,,,16.900,0.000,16.900,25.340,24.340,8.440,15.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/27/2002,00:00,,,14.100,0.000,14.100,25.340,24.340,11.240,13.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/22/2002,00:00,,,17.400,0.000,17.400,25.340,24.340,7.940,16.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/18/2003,00:00,,,13.600,0.000,13.600,25.340,24.340,11.740,12.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/28/2003,00:00,,,16.800,0.000,16.800,25.340,24.340,8.540,15.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/7/2004,00:00,,,15.000,0.000,15.000,25.340,24.340,10.340,14.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/13/2004,00:00,,,16.400,0.000,16.400,25.340,24.340,8.940,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/7/2005,00:00,,,15.000,0.000,15.000,25.340,24.340,10.340,14.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/12/2005,00:00,,,16.000,0.000,16.000,25.340,24.340,9.340,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,5/3/2006,00:00,,,14.900,0.000,14.900,25.340,24.340,10.440,13.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/12/2006,00:00,,,17.300,0.000,17.300,25.340,24.340,8.040,16.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/28/2007,00:00,,,14.400,0.000,14.400,25.340,24.340,10.940,13.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/23/2007,00:00,,,15.900,0.000,15.900,25.340,24.340,9.440,14.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/1/2008,00:00,,,14.700,0.000,14.700,25.340,24.340,10.640,13.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/23/2008,00:00,2 - Pump house locked,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,4/9/2009,00:00,2 - Pump house locked,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,10/27/2009,00:00,0 - Measurement Discontinued,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,,Humboldt_06.21.1983-06.21.2013
412851N1240713W001,,3/30/2010,00:00,0 - Measurement Discontinued,,,,,25.340,24.340,,,,,Department of Water Resources,Voluntary,OWNER DOES NOT WANT TO PARTICIPATE,Humboldt_06.21.1983-06.21.2013
