CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,3/9/2011,00:00,D - Dry well,,,,,"7,130.000","7,130.000",,,,,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,12/2/2010,00:00,D - Dry well,,,,,"7,130.000","7,130.000",,,,,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,9/2/2010,00:00,D - Dry well,,,,,"7,130.000","7,130.000",,,,,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,6/1/2010,00:00,,,22.100,0.000,22.100,"7,130.000","7,130.000","7,107.900",22.100,ES - Electric sounder measurement,,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,3/4/2010,00:00,D - Dry well,,,,,"7,130.000","7,130.000",,,,,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
373714N1185236W001,LV6,12/2/2009,00:00,,,22.500,0.000,22.500,"7,130.000","7,130.000","7,107.500",22.500,ES - Electric sounder measurement,Unknown,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
374417N1185312W001,LV5,10/25/2011,00:00,,,82.490,0.000,82.490,"7,139.000","7,139.000","7,056.510",82.490,ES - Electric sounder measurement,Unknown,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
374417N1185312W001,LV5,5/12/2011,00:00,,,82.510,0.000,82.510,"7,139.000","7,139.000","7,056.490",82.510,ES - Electric sounder measurement,Unknown,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
374443N1185349W001,LV4,10/25/2011,00:00,,,51.430,0.000,51.430,"7,105.000","7,105.000","7,053.570",51.430,ES - Electric sounder measurement,Unknown,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
374443N1185349W001,LV4,5/12/2011,00:00,,,51.300,0.000,51.300,"7,105.000","7,105.000","7,053.700",51.300,ES - Electric sounder measurement,Unknown,Mono County,CASGEM,submitted by MCWD,Mono_06.21.1983-06.21.2013
375070N1186380W001,OV2,12/1/2010,14:05,,,38.100,0.000,38.100,"6,427.000","6,426.000","6,388.900",37.100,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375070N1186380W001,OV2,6/10/2011,12:40,,,32.800,0.000,32.800,"6,427.000","6,426.000","6,394.200",31.800,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375070N1186380W001,OV2,12/1/2011,15:20,,,36.300,0.000,36.300,"6,427.000","6,426.000","6,390.700",35.300,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375070N1186380W001,OV2,6/5/2012,12:05,,,34.300,0.000,34.300,"6,427.000","6,426.000","6,392.700",33.300,UNK - Unknown,Unknown,Mono County,Voluntary,,Mono_06.21.1983-06.21.2013
375070N1186380W001,OV2,12/18/2012,12:20,,,37.400,0.000,37.400,"6,427.000","6,426.000","6,389.600",36.400,UNK - Unknown,Unknown,Mono County,Voluntary,,Mono_06.21.1983-06.21.2013
375080N1186380W001,OV1,12/1/2010,14:10,,,17.000,0.000,17.000,"6,427.000","6,426.000","6,410.000",16.000,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375080N1186380W001,OV1,6/10/2011,12:35,,,4.900,0.000,4.900,"6,427.000","6,426.000","6,422.100",3.900,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375080N1186380W001,OV1,12/1/2011,15:15,,,17.300,0.000,17.300,"6,427.000","6,426.000","6,409.700",16.300,UNK - Unknown,Unknown,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375080N1186380W001,OV1,6/5/2012,12:00,,,6.500,0.000,6.500,"6,427.000","6,426.000","6,420.500",5.500,UNK - Unknown,Unknown,Mono County,Voluntary,,Mono_06.21.1983-06.21.2013
375080N1186380W001,OV1,12/18/2012,00:00,,,15.500,0.000,15.500,"6,427.000","6,426.000","6,411.500",14.500,UNK - Unknown,Unknown,Mono County,Voluntary,,Mono_06.21.1983-06.21.2013
375314N1183579W001,C1,11/1/2011,10:45,,,68.700,0.000,68.700,"4,337.500","4,335.000","4,268.800",66.200,ES - Electric sounder measurement,0.01 Ft,Tri-Valley Groundwater Management District,CASGEM,,Mono_06.21.1983-06.21.2013
375314N1183579W001,C1,3/29/2012,11:50,,,68.000,0.000,68.000,"4,337.500","4,335.000","4,269.500",65.500,ES - Electric sounder measurement,0.01 Ft,Tri-Valley Groundwater Management District,CASGEM,,Mono_06.21.1983-06.21.2013
375314N1183579W001,C1,11/6/2012,11:12,,,72.130,69.630,2.500,"4,337.500","4,335.000","4,335.000",0.000,ES - Electric sounder measurement,0.01 Ft,Tri-Valley Groundwater Management District,CASGEM,,Mono_06.21.1983-06.21.2013
375314N1183579W001,C1,5/9/2013,13:00,,,71.850,71.850,0.000,"4,337.500","4,335.000","4,337.500",-2.500,ES - Electric sounder measurement,0.01 Ft,Tri-Valley Groundwater Management District,CASGEM,,Mono_06.21.1983-06.21.2013
375690N1187510W001,LV1,10/31/2011,14:00,,,179.530,0.000,179.530,"6,965.000","6,965.000","6,785.470",179.530,ES - Electric sounder measurement,0.1 Ft,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375690N1187510W001,LV1,6/11/2012,13:20,,,181.900,0.000,181.900,"6,965.000","6,965.000","6,783.100",181.900,ES - Electric sounder measurement,0.1 Ft,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375690N1187510W001,LV1,11/19/2012,00:00,,,184.160,0.000,184.160,"6,965.000","6,965.000","6,780.840",184.160,ES - Electric sounder measurement,0.1 Ft,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
375690N1187510W001,LV1,5/22/2013,00:00,,,185.850,0.000,185.850,"6,965.000","6,965.000","6,779.150",185.850,ES - Electric sounder measurement,0.1 Ft,Mono County,CASGEM,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/16/1996,00:00,,,131.000,0.000,131.000,"9,025.800","9,025.800","8,894.800",131.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/18/1996,00:00,,,130.880,0.000,130.880,"9,025.800","9,025.800","8,894.920",130.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/11/1996,00:00,,,123.890,0.000,123.890,"9,025.800","9,025.800","8,901.910",123.890,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/12/1996,00:00,,,130.130,0.000,130.130,"9,025.800","9,025.800","8,895.670",130.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,6/19/1997,00:00,,,139.130,0.000,139.130,"9,025.800","9,025.800","8,886.670",139.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/17/1997,00:00,,,130.950,0.000,130.950,"9,025.800","9,025.800","8,894.850",130.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/29/1997,00:00,,,128.500,0.000,128.500,"9,025.800","9,025.800","8,897.300",128.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/18/1997,00:00,,,125.820,0.000,125.820,"9,025.800","9,025.800","8,899.980",125.820,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/10/1997,00:00,,,125.190,0.000,125.190,"9,025.800","9,025.800","8,900.610",125.190,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/24/1997,00:00,,,125.990,0.000,125.990,"9,025.800","9,025.800","8,899.810",125.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,10/11/1997,00:00,,,127.470,0.000,127.470,"9,025.800","9,025.800","8,898.330",127.470,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/3/1997,00:00,,,130.120,0.000,130.120,"9,025.800","9,025.800","8,895.680",130.120,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/21/1997,00:00,,,132.290,0.000,132.290,"9,025.800","9,025.800","8,893.510",132.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/14/1998,00:00,,,151.930,0.000,151.930,"9,025.800","9,025.800","8,873.870",151.930,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/20/1998,00:00,,,134.680,0.000,134.680,"9,025.800","9,025.800","8,891.120",134.680,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/24/1998,00:00,,,133.090,0.000,133.090,"9,025.800","9,025.800","8,892.710",133.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/26/1998,00:00,,,132.460,0.000,132.460,"9,025.800","9,025.800","8,893.340",132.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/27/1998,00:00,,,132.060,0.000,132.060,"9,025.800","9,025.800","8,893.740",132.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/27/1998,00:00,,,132.090,0.000,132.090,"9,025.800","9,025.800","8,893.710",132.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/15/1998,00:00,,,127.100,0.000,127.100,"9,025.800","9,025.800","8,898.700",127.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,12/18/1998,00:00,,,128.340,0.000,128.340,"9,025.800","9,025.800","8,897.460",128.340,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,1/14/1999,00:00,,,131.910,0.000,131.910,"9,025.800","9,025.800","8,893.890",131.910,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,6/17/1999,00:00,,,147.430,0.000,147.430,"9,025.800","9,025.800","8,878.370",147.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/9/1999,00:00,,,142.220,0.000,142.220,"9,025.800","9,025.800","8,883.580",142.220,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,8/19/1999,00:00,,,135.530,0.000,135.530,"9,025.800","9,025.800","8,890.270",135.530,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/2/1999,00:00,,,134.800,0.000,134.800,"9,025.800","9,025.800","8,891.000",134.800,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/22/1999,00:00,,,135.180,0.000,135.180,"9,025.800","9,025.800","8,890.620",135.180,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,10/15/1999,00:00,,,136.570,0.000,136.570,"9,025.800","9,025.800","8,889.230",136.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,12/15/1999,00:00,,,143.730,0.000,143.730,"9,025.800","9,025.800","8,882.070",143.730,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,1/10/2000,00:00,,,147.300,0.000,147.300,"9,025.800","9,025.800","8,878.500",147.300,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/14/2007,00:00,,,158.660,0.000,158.660,"9,025.800","9,025.800","8,867.140",158.660,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/30/2007,00:00,,,154.090,0.000,154.090,"9,025.800","9,025.800","8,871.710",154.090,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/13/2005,00:00,,,139.120,0.000,139.120,"9,025.800","9,025.800","8,886.680",139.120,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/7/2007,00:00,,,158.080,0.000,158.080,"9,025.800","9,025.800","8,867.720",158.080,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/9/2006,00:00,,,117.720,0.000,117.720,"9,025.800","9,025.800","8,908.080",117.720,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,9/20/2006,00:00,,,113.940,0.000,113.940,"9,025.800","9,025.800","8,911.860",113.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/25/2006,00:00,,,125.000,0.000,125.000,"9,025.800","9,025.800","8,900.800",125.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,10/26/2005,00:00,,,135.750,0.000,135.750,"9,025.800","9,025.800","8,890.050",135.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/12/2005,00:00,,,162.130,0.000,162.130,"9,025.800","9,025.800","8,863.670",162.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,7/18/2007,00:00,,,147.080,0.000,147.080,"9,025.800","9,025.800","8,878.720",147.080,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376131N1190226W001,,11/21/2005,00:00,,,136.580,0.000,136.580,"9,025.800","9,025.800","8,889.220",136.580,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/27/1988,00:00,,,27.480,0.000,27.480,"7,100.470","7,100.470","7,072.990",27.480,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/28/1988,00:00,,,31.500,0.000,31.500,"7,100.470","7,100.470","7,068.970",31.500,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/25/1989,00:00,,,30.990,0.000,30.990,"7,100.470","7,100.470","7,069.480",30.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,8/8/1989,00:00,,,30.030,0.000,30.030,"7,100.470","7,100.470","7,070.440",30.030,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/29/1989,00:00,,,32.300,0.000,32.300,"7,100.470","7,100.470","7,068.170",32.300,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/24/1990,00:00,,,33.240,0.000,33.240,"7,100.470","7,100.470","7,067.230",33.240,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/18/1990,00:00,,,27.190,0.000,27.190,"7,100.470","7,100.470","7,073.280",27.190,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/15/1990,00:00,,,31.880,0.000,31.880,"7,100.470","7,100.470","7,068.590",31.880,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/10/1991,00:00,,,32.250,0.000,32.250,"7,100.470","7,100.470","7,068.220",32.250,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/17/1991,00:00,,,22.670,0.000,22.670,"7,100.470","7,100.470","7,077.800",22.670,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/20/1991,00:00,,,29.570,0.000,29.570,"7,100.470","7,100.470","7,070.900",29.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/8/1992,00:00,,,32.550,0.000,32.550,"7,100.470","7,100.470","7,067.920",32.550,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/22/1992,00:00,,,30.440,0.000,30.440,"7,100.470","7,100.470","7,070.030",30.440,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/19/1992,00:00,,4 - Pumped recently,33.070,0.000,33.070,"7,100.470","7,100.470","7,067.400",33.070,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,5/14/1993,00:00,,,29.510,0.000,29.510,"7,100.470","7,100.470","7,070.960",29.510,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/20/1993,00:00,,,21.310,0.000,21.310,"7,100.470","7,100.470","7,079.160",21.310,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/10/1993,00:00,,,28.850,0.000,28.850,"7,100.470","7,100.470","7,071.620",28.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/6/1994,00:00,,,33.690,0.000,33.690,"7,100.470","7,100.470","7,066.780",33.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/15/1994,00:00,,,29.490,0.000,29.490,"7,100.470","7,100.470","7,070.980",29.490,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/10/1994,00:00,,,33.160,0.000,33.160,"7,100.470","7,100.470","7,067.310",33.160,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/13/1995,00:00,,,31.060,0.000,31.060,"7,100.470","7,100.470","7,069.410",31.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/14/1995,00:00,,,19.990,0.000,19.990,"7,100.470","7,100.470","7,080.480",19.990,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/7/1995,00:00,,,27.000,0.000,27.000,"7,100.470","7,100.470","7,073.470",27.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/24/1996,00:00,,,29.110,0.000,29.110,"7,100.470","7,100.470","7,071.360",29.110,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/18/1996,00:00,,4 - Pumped recently,19.460,0.000,19.460,"7,100.470","7,100.470","7,081.010",19.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/19/1996,00:00,,4 - Pumped recently,27.460,0.000,27.460,"7,100.470","7,100.470","7,073.010",27.460,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/15/1997,00:00,,,29.020,0.000,29.020,"7,100.470","7,100.470","7,071.450",29.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/13/1997,00:00,,,21.370,0.000,21.370,"7,100.470","7,100.470","7,079.100",21.370,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/21/1997,00:00,,,29.370,0.000,29.370,"7,100.470","7,100.470","7,071.100",29.370,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/17/1998,00:00,,,29.870,0.000,29.870,"7,100.470","7,100.470","7,070.600",29.870,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/14/1998,00:00,,,21.060,0.000,21.060,"7,100.470","7,100.470","7,079.410",21.060,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/11/1998,00:00,,,27.590,0.000,27.590,"7,100.470","7,100.470","7,072.880",27.590,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/13/1999,00:00,,,31.240,0.000,31.240,"7,100.470","7,100.470","7,069.230",31.240,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/13/1999,00:00,,,21.850,0.000,21.850,"7,100.470","7,100.470","7,078.620",21.850,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/27/1999,00:00,,,30.040,0.000,30.040,"7,100.470","7,100.470","7,070.430",30.040,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/13/2000,00:00,,,31.610,0.000,31.610,"7,100.470","7,100.470","7,068.860",31.610,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/20/2007,00:00,,,30.960,0.000,30.960,"7,100.470","7,100.470","7,069.510",30.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/7/2007,00:00,,,32.720,0.000,32.720,"7,100.470","7,100.470","7,067.750",32.720,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/10/2006,00:00,,,29.290,0.000,29.290,"7,100.470","7,100.470","7,071.180",29.290,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/25/2006,00:00,,,19.670,0.000,19.670,"7,100.470","7,100.470","7,080.800",19.670,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/13/2006,00:00,,,30.440,0.000,30.440,"7,100.470","7,100.470","7,070.030",30.440,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,7/13/2005,00:00,,,22.870,0.000,22.870,"7,100.470","7,100.470","7,077.600",22.870,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/11/2005,00:00,,,33.000,0.000,33.000,"7,100.470","7,100.470","7,067.470",33.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,4/11/2007,00:00,,,32.450,0.000,32.450,"7,100.470","7,100.470","7,068.020",32.450,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376148N1188336W001,,11/22/2005,00:00,,,31.940,0.000,31.940,"7,100.470","7,100.470","7,068.530",31.940,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,5/21/1986,00:00,,,9.210,0.000,9.210,"7,125.770","7,125.770","7,116.560",9.210,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,11/19/1986,00:00,,,11.430,0.000,11.430,"7,125.770","7,125.770","7,114.340",11.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,4/21/1987,00:00,,,10.600,0.000,10.600,"7,125.770","7,125.770","7,115.170",10.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,8/6/1987,00:00,,,10.700,0.000,10.700,"7,125.770","7,125.770","7,115.070",10.700,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,12/18/1987,00:00,,,15.510,0.000,15.510,"7,125.770","7,125.770","7,110.260",15.510,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,3/1/1988,00:00,,,16.970,0.000,16.970,"7,125.770","7,125.770","7,108.800",16.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,7/27/1988,00:00,,,16.510,0.000,16.510,"7,125.770","7,125.770","7,109.260",16.510,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376173N1188772W001,,11/28/1988,00:00,,,19.420,0.000,19.420,"7,125.770","7,125.770","7,106.350",19.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376176N1188822W001,,3/1/1988,00:00,,,13.370,0.000,13.370,"7,125.800","7,125.800","7,112.430",13.370,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,7/28/1988,00:00,,,12.140,0.000,12.140,"7,974.440","7,974.440","7,962.300",12.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,10/16/1988,00:00,,,19.180,0.000,19.180,"7,974.440","7,974.440","7,955.260",19.180,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,11/29/1988,00:00,,,20.400,0.000,20.400,"7,974.440","7,974.440","7,954.040",20.400,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,4/25/1989,00:00,,,21.750,0.000,21.750,"7,974.440","7,974.440","7,952.690",21.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,10/18/1989,00:00,,,23.950,0.000,23.950,"7,974.440","7,974.440","7,950.490",23.950,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
376179N1189842W001,,11/22/1989,00:00,,,26.190,0.000,26.190,"7,974.440","7,974.440","7,948.250",26.190,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Mono_06.21.1983-06.21.2013
