CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,12/19/1995,00:00,,,12.300,0.000,12.300,82.790,82.790,70.490,12.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,5/2/1996,00:00,,,5.200,0.000,5.200,82.790,82.790,77.590,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,3/10/1999,00:00,,,7.800,0.000,7.800,82.790,82.790,74.990,7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/3/1999,00:00,,,13.500,0.000,13.500,82.790,82.790,69.290,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/26/2000,00:00,,,6.800,0.000,6.800,82.790,82.790,75.990,6.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,10/31/2000,00:00,,,14.300,0.000,14.300,82.790,82.790,68.490,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/13/1996,00:00,,,14.400,0.000,14.400,82.790,82.790,68.390,14.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/9/1997,00:00,,,8.200,0.000,8.200,82.790,82.790,74.590,8.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,10/22/1997,00:00,,,15.400,0.000,15.400,82.790,82.790,67.390,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/15/1998,00:00,,,3.600,0.000,3.600,82.790,82.790,79.190,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/19/1998,00:00,,,12.700,0.000,12.700,82.790,82.790,70.090,12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/9/2002,00:00,,,12.500,0.000,12.500,82.790,82.790,70.290,12.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/20/2002,00:00,,,15.400,0.000,15.400,82.790,82.790,67.390,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/15/2003,00:00,,,11.100,0.000,11.100,82.790,82.790,71.690,11.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/25/2001,00:00,,,10.100,0.000,10.100,82.790,82.790,72.690,10.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/5/2003,00:00,,1 - Pumping,14.600,0.000,14.600,82.790,82.790,68.190,14.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/6/2004,00:00,,,7.800,0.000,7.800,82.790,82.790,74.990,7.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/17/2004,00:00,,,14.800,0.000,14.800,82.790,82.790,67.990,14.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/12/2005,00:00,4 - Can't get tape in casing,,,,,82.790,82.790,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/15/2005,00:00,4 - Can't get tape in casing,,,,,82.790,82.790,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,5/3/2006,00:00,9 - Temporarily inaccessible,,,,,82.790,82.790,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/14/2006,00:00,4 - Can't get tape in casing,,,,,82.790,82.790,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/25/2007,00:00,3 - Tape hung up,,,,,82.790,82.790,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/14/2007,00:00,,,25.700,0.000,25.700,82.790,82.790,57.090,25.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/29/2008,00:00,,1 - Pumping,13.300,0.000,13.300,82.790,82.790,69.490,13.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/25/2008,00:00,,,16.000,0.000,16.000,82.790,82.790,66.790,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/16/2009,00:00,,,13.200,0.000,13.200,82.790,82.790,69.590,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,11/17/2009,00:00,,,16.900,0.000,16.900,82.790,82.790,65.890,16.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/22/2010,00:00,,,6.200,0.000,6.200,82.790,82.790,76.590,6.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,12/9/2010,00:00,,,14.300,0.000,14.300,82.790,82.790,68.490,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,5/19/2011,00:00,,,7.000,0.000,7.000,82.790,82.790,75.790,7.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,12/15/2011,00:00,,,12.500,0.000,12.500,82.790,82.790,70.290,12.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
373277N1223879W001,,4/25/2013,00:00,,,11.000,0.000,11.000,82.790,82.790,71.790,11.000,ES - Electric sounder measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/19/1990,00:00,,,33.900,0.000,33.900,93.010,92.810,59.110,33.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,12/18/1990,00:00,,,34.000,0.000,34.000,93.010,92.810,59.010,33.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/24/1991,00:00,,,34.000,0.000,34.000,93.010,92.810,59.010,33.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,12/12/1991,00:00,,,33.600,0.000,33.600,93.010,92.810,59.410,33.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/28/1992,00:00,,,32.400,0.000,32.400,93.010,92.810,60.610,32.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,12/3/1992,00:00,,,32.600,0.000,32.600,93.010,92.810,60.410,32.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,5/4/1993,00:00,5 - Unable to locate well,,,,,93.010,92.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,11/17/1993,00:00,6 - Well has been destroyed,,,,,93.010,92.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,12/12/1989,00:00,,,34.200,0.000,34.200,93.010,92.810,58.810,34.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,10/13/1983,00:00,,,24.200,0.000,24.200,93.010,92.810,68.810,24.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,3/8/1984,00:00,,,20.500,0.000,20.500,93.010,92.810,72.510,20.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,10/10/1984,00:00,,,27.600,0.000,27.600,93.010,92.810,65.410,27.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,3/19/1985,00:00,,,24.600,0.000,24.600,93.010,92.810,68.410,24.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,11/14/1985,00:00,,,29.600,0.000,29.600,93.010,92.810,63.410,29.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/14/1986,00:00,,,22.000,0.000,22.000,93.010,92.810,71.010,21.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,11/5/1986,00:00,,,28.900,0.000,28.900,93.010,92.810,64.110,28.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/30/1987,00:00,,,28.700,0.000,28.700,93.010,92.810,64.310,28.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,11/25/1987,00:00,,,32.100,0.000,32.100,93.010,92.810,60.910,31.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,4/28/1988,00:00,,,28.900,0.000,28.900,93.010,92.810,64.110,28.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,12/19/1988,00:00,,,33.000,0.000,33.000,93.010,92.810,60.010,32.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374517N1224295W001,,5/16/1989,00:00,,,32.600,0.000,32.600,93.010,92.810,60.410,32.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/2/2012,00:00,,,17.400,0.000,17.400,67.810,67.810,50.410,17.400,ES - Electric sounder measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/6/2012,00:00,,,17.600,0.000,17.600,67.810,67.810,50.210,17.600,ES - Electric sounder measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/19/1990,00:00,,,28.400,0.000,28.400,68.610,67.810,40.210,27.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/18/1990,00:00,,,33.500,0.000,33.500,68.610,67.810,35.110,32.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/24/1991,00:00,,,19.400,0.000,19.400,68.610,67.810,49.210,18.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/12/1991,00:00,,,30.400,0.000,30.400,68.610,67.810,38.210,29.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/28/1992,00:00,,,21.200,0.000,21.200,68.610,67.810,47.410,20.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/3/1992,00:00,,,31.500,0.000,31.500,68.610,67.810,37.110,30.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/4/1993,00:00,,,19.300,0.000,19.300,68.610,67.810,49.310,18.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/17/1993,00:00,,,31.500,0.000,31.500,68.610,67.810,37.110,30.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/22/1994,00:00,,,22.400,0.000,22.400,68.610,67.810,46.210,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/12/1989,00:00,,,29.700,0.000,29.700,68.610,67.810,38.910,28.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/13/1994,00:00,,,21.100,0.000,21.100,68.610,67.810,47.510,20.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/4/1995,00:00,,,16.800,0.000,16.800,68.610,67.810,51.810,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/20/1995,00:00,,,20.300,0.000,20.300,68.610,67.810,48.310,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/2/1996,00:00,,,17.900,0.000,17.900,68.610,67.810,50.710,17.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,3/11/1999,00:00,,,16.100,0.000,16.100,68.610,67.810,52.510,15.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/2/1999,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/27/2000,00:00,,,16.800,0.000,16.800,68.610,67.810,51.810,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,10/31/2000,00:00,,,20.900,0.000,20.900,68.610,67.810,47.710,20.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/13/1996,00:00,1 - Pumping,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/10/1997,00:00,2 - Pump house locked,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,10/23/1997,00:00,,,27.600,0.000,27.600,68.610,67.810,41.010,26.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/16/1998,00:00,,,16.200,0.000,16.200,68.610,67.810,52.410,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/17/1998,00:00,,,24.700,0.000,24.700,68.610,67.810,43.910,23.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/9/2002,00:00,,,18.800,0.000,18.800,68.610,67.810,49.810,18.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/19/2002,00:00,,,24.600,0.000,24.600,68.610,67.810,44.010,23.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/16/2003,00:00,,,18.000,0.000,18.000,68.610,67.810,50.610,17.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/26/2001,00:00,,,19.400,0.000,19.400,68.610,67.810,49.210,18.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,10/31/2001,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/4/2003,00:00,,1 - Pumping,27.500,0.000,27.500,68.610,67.810,41.110,26.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/6/2004,00:00,,,18.200,0.000,18.200,68.610,67.810,50.410,17.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/17/2004,00:00,,,21.900,0.000,21.900,68.610,67.810,46.710,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/13/2005,00:00,,,15.700,0.000,15.700,68.610,67.810,52.910,14.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/16/2005,00:00,,,23.200,0.000,23.200,68.610,67.810,45.410,22.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/3/2006,00:00,,,15.500,0.000,15.500,68.610,67.810,53.110,14.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/15/2006,00:00,,,21.900,0.000,21.900,68.610,67.810,46.710,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/24/2007,00:00,,,19.700,0.000,19.700,68.610,67.810,48.910,18.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/14/2007,00:00,,,21.900,0.000,21.900,68.610,67.810,46.710,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/29/2008,00:00,,,21.000,0.000,21.000,68.610,67.810,47.610,20.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/24/2008,00:00,,,23.000,0.000,23.000,68.610,67.810,45.610,22.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/16/2009,00:00,,,17.700,0.000,17.700,68.610,67.810,50.910,16.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/17/2009,00:00,,,22.300,0.000,22.300,68.610,67.810,46.310,21.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,10/13/1983,00:00,,,26.700,0.000,26.700,68.610,67.810,41.910,25.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,3/8/1984,00:00,,,19.200,0.000,19.200,68.610,67.810,49.410,18.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,10/10/1984,00:00,,,30.000,0.000,30.000,68.610,67.810,38.610,29.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,3/19/1985,00:00,,,20.500,0.000,20.500,68.610,67.810,48.110,19.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/14/1985,00:00,,,28.000,0.000,28.000,68.610,67.810,40.610,27.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/14/1986,00:00,,,17.200,0.000,17.200,68.610,67.810,51.410,16.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/5/1986,00:00,,,26.600,0.000,26.600,68.610,67.810,42.010,25.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/30/1987,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,PAD LOCKED ,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,11/25/1987,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,PAD LOCKED ,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/28/1988,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,PAD LOCKED ,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/19/1988,00:00,,,30.000,0.000,30.000,68.610,67.810,38.610,29.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/17/1989,00:00,,,23.000,0.000,23.000,68.610,67.810,45.610,22.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/22/2010,00:00,,,16.000,0.000,16.000,68.610,67.810,52.610,15.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/9/2010,00:00,,,19.600,0.000,19.600,68.610,67.810,49.010,18.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,5/19/2011,00:00,,,17.700,0.000,17.700,68.610,67.810,50.910,16.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,12/14/2011,00:00,9 - Temporarily inaccessible,,,,,68.610,67.810,,,,,Department of Water Resources,Voluntary,COMBO LOCKED CHANGED.,SanMateo_06.21.1983-06.21.2013
374643N1224317W001,Pilarcitos Creek W1,4/25/2013,00:00,,,22.300,0.000,22.300,67.810,67.810,45.510,22.300,ES - Electric sounder measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,5/2/2012,00:00,,,55.000,22.300,32.700,49.300,48.800,16.600,32.200,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/6/2012,00:00,,,45.000,8.600,36.400,49.300,48.800,12.900,35.900,ST - Steel tape measurement,0.1 Ft,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,4/19/1990,00:00,,,37.200,0.000,37.200,49.300,48.800,12.100,36.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/18/1990,00:00,,,37.800,0.000,37.800,49.300,48.800,11.500,37.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,4/24/1991,00:00,,,33.600,0.000,33.600,49.300,48.800,15.700,33.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/12/1991,00:00,,,35.600,0.000,35.600,49.300,48.800,13.700,35.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,4/28/1992,00:00,,,37.200,0.000,37.200,49.300,48.800,12.100,36.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/3/1992,00:00,,,37.400,0.000,37.400,49.300,48.800,11.900,36.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,5/4/1993,00:00,,2 - Nearby pump operating,48.700,0.000,48.700,49.300,48.800,0.600,48.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,11/17/1993,00:00,,,56.300,0.000,56.300,49.300,48.800,-7.000,55.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,4/22/1994,00:00,,,45.000,0.000,45.000,49.300,48.800,4.300,44.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/12/1989,00:00,,,34.000,0.000,34.000,49.300,48.800,15.300,33.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/13/1994,00:00,,,34.500,0.000,34.500,49.300,48.800,14.800,34.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,5/4/1995,00:00,,,30.200,0.000,30.200,49.300,48.800,19.100,29.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,12/20/1995,00:00,,,32.300,0.000,32.300,49.300,48.800,17.000,31.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,5/2/1996,00:00,,,46.300,0.000,46.300,49.300,48.800,3.000,45.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
374651N1224410W001,,3/11/1999,00:00,,,29.800,0.000,29.800,49.300,48.800,19.500,29.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanMateo_06.21.1983-06.21.2013
