CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Fresno_01.01.2003-12.31.2007
364732N1201170W001,,4/1/2007,00:00,,,9.000,0.000,9.000,203.820,202.820,194.820,8.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201170W001,,10/1/2007,00:00,,,6.300,0.000,6.300,203.820,202.820,197.520,5.300,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,4/1/2004,00:00,,,2.700,0.000,2.700,204.340,203.840,201.640,2.200,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,10/1/2004,00:00,,,5.500,0.000,5.500,204.340,203.840,198.840,5.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,4/1/2005,00:00,,,3.200,0.000,3.200,204.340,203.840,201.140,2.700,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,4/1/2006,00:00,,,6.650,0.000,6.650,204.340,203.840,197.690,6.150,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,10/1/2006,00:00,,,11.900,0.000,11.900,204.340,203.840,192.440,11.400,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,4/1/2007,00:00,,,11.700,0.000,11.700,204.340,203.840,192.640,11.200,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364732N1201404W001,,10/1/2007,00:00,,,8.300,0.000,8.300,204.340,203.840,196.040,7.800,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,2/25/2003,00:00,,9 - Acoustical sounder,174.000,0.000,174.000,209.260,207.760,35.260,172.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,3/8/2004,00:00,,,182.000,0.000,182.000,209.260,207.760,27.260,180.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,3/14/2005,00:00,7 - Special/Other,,,,,209.260,207.760,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,2/15/2006,00:00,,9 - Acoustical sounder,177.000,0.000,177.000,209.260,207.760,32.260,175.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,10/12/2006,00:00,,9 - Acoustical sounder,183.000,0.000,183.000,209.260,207.760,26.260,181.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364735N1199579W001,,2/21/2007,00:00,,9 - Acoustical sounder,174.000,0.000,174.000,209.260,207.760,35.260,172.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,2/25/2003,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,3/8/2004,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,3/15/2005,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,UNABLE TO LOCATE,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,2/16/2006,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,DROP?,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,10/10/2006,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1198874W001,,2/20/2007,00:00,5 - Unable to locate well,,,,,223.740,222.740,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,2/25/2003,00:00,,9 - Acoustical sounder,160.000,0.000,160.000,207.750,207.750,47.750,160.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,3/8/2004,00:00,,,163.000,0.000,163.000,207.750,207.750,44.750,163.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,3/14/2005,00:00,,,130.000,0.000,130.000,207.750,207.750,77.750,130.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,2/14/2006,00:00,,9 - Acoustical sounder,153.000,0.000,153.000,207.750,207.750,54.750,153.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,10/12/2006,00:00,,9 - Acoustical sounder,148.000,0.000,148.000,207.750,207.750,59.750,148.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364738N1199416W001,,2/21/2007,00:00,,9 - Acoustical sounder,147.000,0.000,147.000,207.750,207.750,60.750,147.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,2/26/2003,00:00,,,48.800,0.000,48.800,272.690,272.690,223.890,48.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,3/8/2004,00:00,,,54.000,0.000,54.000,272.690,272.690,218.690,54.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,2/24/2005,00:00,,,56.000,0.000,56.000,272.690,272.690,216.690,56.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,2/16/2006,00:00,,,60.000,0.000,60.000,272.690,272.690,212.690,60.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,10/13/2006,00:00,1 - Pumping,,,,,272.690,272.690,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364739N1196227W001,,3/12/2007,00:00,,,51.700,0.000,51.700,272.690,272.690,220.990,51.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,2/25/2003,00:00,,9 - Acoustical sounder,142.000,0.000,142.000,223.740,222.740,81.740,141.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,3/8/2004,00:00,,,150.000,0.000,150.000,223.740,222.740,73.740,149.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,3/15/2005,00:00,,,151.000,0.000,151.000,223.740,222.740,72.740,150.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,2/16/2006,00:00,,9 - Acoustical sounder,154.000,0.000,154.000,223.740,222.740,69.740,153.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,10/10/2006,00:00,,9 - Acoustical sounder,150.000,0.000,150.000,223.740,222.740,73.740,149.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1198877W001,,2/20/2007,00:00,,9 - Acoustical sounder,147.000,0.000,147.000,223.740,222.740,76.740,146.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,2/24/2003,00:00,,9 - Acoustical sounder,160.000,0.000,160.000,202.760,201.760,42.760,159.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,3/8/2004,00:00,,,161.000,0.000,161.000,202.760,201.760,41.760,160.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,3/14/2005,00:00,,,167.000,0.000,167.000,202.760,201.760,35.760,166.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,2/15/2006,00:00,,,163.200,0.000,163.200,202.760,201.760,39.560,162.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,10/12/2006,00:00,,9 - Acoustical sounder,155.000,0.000,155.000,202.760,201.760,47.760,154.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364743N1199863W001,,2/21/2007,00:00,,9 - Acoustical sounder,162.000,0.000,162.000,202.760,201.760,40.760,161.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,4/21/2003,00:00,,,85.100,0.000,85.100,247.710,247.710,162.610,85.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,11/17/2003,00:00,,,89.200,0.000,89.200,247.710,247.710,158.510,89.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,3/3/2004,00:00,,,85.000,0.000,85.000,247.710,247.710,162.710,85.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,11/18/2004,00:00,,,97.300,0.000,97.300,247.710,247.710,150.410,97.300,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,3/6/2005,00:00,,,91.400,0.000,91.400,247.710,247.710,156.310,91.400,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,3/10/2006,00:00,,,94.500,0.000,94.500,247.710,247.710,153.210,94.500,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,11/3/2006,00:00,,,95.700,0.000,95.700,247.710,247.710,152.010,95.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,11/4/2005,00:00,,,100.000,0.000,100.000,247.710,247.710,147.710,100.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,2/17/2007,00:00,,,93.600,0.000,93.600,247.710,247.710,154.110,93.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364750N1197488W001,17S20E01R001M,11/15/2007,00:00,,,109.500,0.000,109.500,247.710,247.710,138.210,109.500,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,4/21/2003,00:00,1 - Pumping,,,,,228.530,227.730,,,,,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,10/9/2003,00:00,,,146.700,0.000,146.700,228.530,227.730,81.830,145.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,3/9/2004,00:00,,,138.500,0.000,138.500,228.530,227.730,90.030,137.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,11/18/2004,00:00,,,148.100,0.000,148.100,228.530,227.730,80.430,147.300,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,3/6/2005,00:00,,,156.800,0.000,156.800,228.530,227.730,71.730,156.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,3/9/2006,00:00,,,145.300,0.000,145.300,228.530,227.730,83.230,144.500,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,11/14/2006,00:00,,,147.800,0.000,147.800,228.530,227.730,80.730,147.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,11/8/2005,00:00,,,148.500,0.000,148.500,228.530,227.730,80.030,147.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,2/18/2007,00:00,,,145.800,0.000,145.800,228.530,227.730,82.730,145.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364757N1198646W001,17S19E01P001M,11/15/2007,00:00,,,164.700,0.000,164.700,228.530,227.730,63.830,163.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,2/26/2003,00:00,,9 - Acoustical sounder,85.000,0.000,85.000,243.710,242.710,158.710,84.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,3/8/2004,00:00,,,106.000,0.000,106.000,243.710,242.710,137.710,105.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,2/23/2005,00:00,,,121.000,0.000,121.000,243.710,242.710,122.710,120.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,2/16/2006,00:00,6 - Well has been destroyed,,,,,243.710,242.710,,,,,Department of Water Resources,Voluntary,DESTROYED,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,10/13/2006,00:00,6 - Well has been destroyed,,,,,243.710,242.710,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1197632W001,,3/12/2007,00:00,6 - Well has been destroyed,,,,,243.710,242.710,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,4/21/2003,00:00,,,129.700,0.000,129.700,237.320,236.720,107.620,129.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,10/9/2003,00:00,,,134.000,0.000,134.000,237.320,236.720,103.320,133.400,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,3/9/2004,00:00,1 - Pumping,,,,,237.320,236.720,,,,,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,11/18/2004,00:00,,,135.000,0.000,135.000,237.320,236.720,102.320,134.400,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,3/6/2005,00:00,9 - Temporarily inaccessible,,,,,237.320,236.720,,,,,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,3/10/2006,00:00,6 - Well has been destroyed,,,,,237.320,236.720,,,,,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,11/4/2006,00:00,,,135.600,0.000,135.600,237.320,236.720,101.720,135.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,11/8/2005,00:00,,,142.000,0.000,142.000,237.320,236.720,95.320,141.400,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,2/17/2007,00:00,,,12.700,0.000,12.700,237.320,236.720,224.620,12.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364782N1198210W001,17S20E05K003M,11/14/2007,00:00,,,146.500,0.000,146.500,237.320,236.720,90.820,145.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,4/29/2003,00:00,,,153.600,0.000,153.600,220.030,220.030,66.430,153.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,10/9/2003,00:00,,,166.000,0.000,166.000,220.030,220.030,54.030,166.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,3/6/2004,00:00,,,152.300,0.000,152.300,220.030,220.030,67.730,152.300,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,11/18/2004,00:00,,,161.700,0.000,161.700,220.030,220.030,58.330,161.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,3/6/2005,00:00,,,156.600,0.000,156.600,220.030,220.030,63.430,156.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,3/9/2006,00:00,,,157.000,0.000,157.000,220.030,220.030,63.030,157.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,11/5/2006,00:00,,,157.400,0.000,157.400,220.030,220.030,62.630,157.400,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,11/8/2005,00:00,,,159.900,0.000,159.900,220.030,220.030,60.130,159.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,2/18/2007,00:00,,,151.900,0.000,151.900,220.030,220.030,68.130,151.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364813N1198968W001,17S19E03L001M,11/15/2007,00:00,,,167.900,0.000,167.900,220.030,220.030,52.130,167.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,2/25/2003,00:00,,9 - Acoustical sounder,96.000,0.000,96.000,238.210,237.710,142.210,95.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,3/8/2004,00:00,,,105.000,0.000,105.000,238.210,237.710,133.210,104.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,2/23/2005,00:00,,,108.000,0.000,108.000,238.210,237.710,130.210,107.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,2/16/2006,00:00,,9 - Acoustical sounder,110.000,0.000,110.000,238.210,237.710,128.210,109.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,10/13/2006,00:00,,9 - Acoustical sounder,110.000,0.000,110.000,238.210,237.710,128.210,109.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197785W001,,3/12/2007,00:00,9 - Temporarily inaccessible,,,,,238.210,237.710,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,4/21/2003,00:00,,,92.700,0.000,92.700,236.710,235.710,144.010,91.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,10/8/2003,00:00,,,100.800,0.000,100.800,236.710,235.710,135.910,99.800,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,3/3/2004,00:00,,,93.700,0.000,93.700,236.710,235.710,143.010,92.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,11/18/2004,00:00,,,105.500,0.000,105.500,236.710,235.710,131.210,104.500,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,3/6/2005,00:00,,,101.600,0.000,101.600,236.710,235.710,135.110,100.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,3/10/2006,00:00,,,104.900,0.000,104.900,236.710,235.710,131.810,103.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,11/4/2006,00:00,,,106.900,0.000,106.900,236.710,235.710,129.810,105.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,11/4/2005,00:00,,,107.200,0.000,107.200,236.710,235.710,129.510,106.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,2/17/2007,00:00,,,101.200,0.000,101.200,236.710,235.710,135.510,100.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364816N1197888W001,17S20E03G001M,11/14/2007,00:00,,,109.600,0.000,109.600,236.710,235.710,127.110,108.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,4/21/2003,00:00,,,81.900,0.000,81.900,253.700,252.700,171.800,80.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,11/17/2003,00:00,,,88.100,0.000,88.100,253.700,252.700,165.600,87.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,3/3/2004,00:00,,,82.000,0.000,82.000,253.700,252.700,171.700,81.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,11/18/2004,00:00,,,95.200,0.000,95.200,253.700,252.700,158.500,94.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,3/6/2005,00:00,,,88.300,0.000,88.300,253.700,252.700,165.400,87.300,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,3/10/2006,00:00,,,92.000,0.000,92.000,253.700,252.700,161.700,91.000,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,11/4/2006,00:00,,,95.700,0.000,95.700,253.700,252.700,158.000,94.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,11/4/2005,00:00,,,101.900,0.000,101.900,253.700,252.700,151.800,100.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,2/17/2007,00:00,,,88.900,0.000,88.900,253.700,252.700,164.800,87.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364817N1197357W001,17S21E06L001M,11/15/2007,00:00,,,100.900,0.000,100.900,253.700,252.700,152.800,99.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,4/21/2003,00:00,,,97.400,0.000,97.400,242.010,241.710,144.610,97.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,10/8/2003,00:00,,,99.600,0.000,99.600,242.010,241.710,142.410,99.300,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,3/3/2004,00:00,,,94.000,0.000,94.000,242.010,241.710,148.010,93.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,11/18/2004,00:00,,,104.400,0.000,104.400,242.010,241.710,137.610,104.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,3/6/2005,00:00,,,99.000,0.000,99.000,242.010,241.710,143.010,98.700,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,3/21/2006,00:00,,,99.100,0.000,99.100,242.010,241.710,142.910,98.800,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,11/3/2006,00:00,,,114.200,0.000,114.200,242.010,241.710,127.810,113.900,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,11/8/2005,00:00,,,106.500,0.000,106.500,242.010,241.710,135.510,106.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,2/17/2007,00:00,,,96.400,0.000,96.400,242.010,241.710,145.610,96.100,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364821N1197710W001,17S20E02F001M,11/14/2007,00:00,,,110.500,0.000,110.500,242.010,241.710,131.510,110.200,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
364868N1198788W001,17S19E02C001M,4/29/2003,00:00,,,155.600,0.000,155.600,228.730,227.730,73.130,154.600,UNK - Unknown,Unknown,LIBERTY WATER DISTRICT,Voluntary,,Fresno_01.01.2003-12.31.2007
