CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Fresno_01.01.2003-12.31.2007
359786N1201116W001,,4/22/2005,00:00,,9 - Acoustical sounder,262.000,0.000,262.000,725.130,723.130,463.130,260.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
359786N1201116W001,,4/19/2007,00:00,,9 - Acoustical sounder,268.000,0.000,268.000,725.130,723.130,457.130,266.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
359878N1200960W001,,4/21/2003,00:00,,9 - Acoustical sounder,326.000,0.000,326.000,769.130,768.130,443.130,325.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
359878N1200960W001,,4/5/2004,00:00,,9 - Acoustical sounder,329.000,0.000,329.000,769.130,768.130,440.130,328.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
359878N1200960W001,,4/22/2005,00:00,,9 - Acoustical sounder,330.000,0.000,330.000,769.130,768.130,439.130,329.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
359878N1200960W001,,4/19/2007,00:00,,9 - Acoustical sounder,343.000,0.000,343.000,769.130,768.130,426.130,342.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,4/1/2004,00:00,,,9.200,0.000,9.200,171.390,170.190,162.190,8.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,10/1/2004,00:00,,,13.400,0.000,13.400,171.390,170.190,157.990,12.200,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,4/1/2005,00:00,,,11.100,0.000,11.100,171.390,170.190,160.290,9.900,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,4/1/2006,00:00,,,11.660,0.000,11.660,171.390,170.190,159.730,10.460,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,10/1/2006,00:00,,,13.100,0.000,13.100,171.390,170.190,158.290,11.900,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,4/1/2007,00:00,,,12.900,0.000,12.900,171.390,170.190,158.490,11.700,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360530N1203327W001,,10/1/2007,00:00,,,12.750,0.000,12.750,171.390,170.190,158.640,11.550,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.2003-12.31.2007
360622N1202027W001,,12/10/2003,00:00,,9 - Acoustical sounder,315.000,0.000,315.000,708.060,706.060,393.060,313.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360622N1202027W001,,12/6/2004,00:00,,,315.000,0.000,315.000,708.060,706.060,393.060,313.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360622N1202027W001,,12/13/2006,00:00,,9 - Acoustical sounder,308.000,0.000,308.000,708.060,706.060,400.060,306.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360622N1202027W001,,12/5/2005,00:00,,9 - Acoustical sounder,309.000,0.000,309.000,708.060,706.060,399.060,307.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360622N1202027W001,,11/28/2007,00:00,,9 - Acoustical sounder,312.000,0.000,312.000,708.060,706.060,396.060,310.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360675N1202177W001,,12/10/2003,00:00,,9 - Acoustical sounder,324.000,0.000,324.000,679.070,678.070,355.070,323.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360675N1202177W001,,12/6/2004,00:00,,,314.000,0.000,314.000,679.070,678.070,365.070,313.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360675N1202177W001,,12/13/2006,00:00,,9 - Acoustical sounder,400.000,0.000,400.000,679.070,678.070,279.070,399.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360675N1202177W001,,12/5/2005,00:00,1 - Pumping,,,,,679.070,678.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360675N1202177W001,,11/28/2007,00:00,1 - Pumping,,,,,679.070,678.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360694N1202227W001,,12/10/2003,00:00,1 - Pumping,,,,,669.070,668.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360694N1202227W001,,12/6/2004,00:00,,,330.000,0.000,330.000,669.070,668.070,339.070,329.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360694N1202227W001,,12/13/2006,00:00,1 - Pumping,,,,,669.070,668.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360694N1202227W001,,12/5/2005,00:00,1 - Pumping,,,,,669.070,668.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360694N1202227W001,,11/28/2007,00:00,1 - Pumping,,,,,669.070,668.070,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360700N1202221W001,,12/10/2003,00:00,,9 - Acoustical sounder,310.000,0.000,310.000,671.070,668.070,361.070,307.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360700N1202221W001,,12/6/2004,00:00,,,312.000,0.000,312.000,671.070,668.070,359.070,309.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360700N1202221W001,,12/13/2006,00:00,,9 - Acoustical sounder,303.000,0.000,303.000,671.070,668.070,368.070,300.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360700N1202221W001,,12/5/2005,00:00,,9 - Acoustical sounder,307.000,0.000,307.000,671.070,668.070,364.070,304.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360700N1202221W001,,11/28/2007,00:00,,9 - Acoustical sounder,307.000,0.000,307.000,671.070,668.070,364.070,304.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360706N1202149W001,,12/10/2003,00:00,,9 - Acoustical sounder,328.000,0.000,328.000,676.060,675.060,348.060,327.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360706N1202149W001,,12/6/2004,00:00,,,333.000,0.000,333.000,676.060,675.060,343.060,332.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360706N1202149W001,,12/13/2006,00:00,,9 - Acoustical sounder,335.000,0.000,335.000,676.060,675.060,341.060,334.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360706N1202149W001,,12/5/2005,00:00,,9 - Acoustical sounder,331.000,0.000,331.000,676.060,675.060,345.060,330.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360706N1202149W001,,11/28/2007,00:00,,9 - Acoustical sounder,338.000,0.000,338.000,676.060,675.060,338.060,337.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360708N1202085W001,,12/10/2003,00:00,,9 - Acoustical sounder,306.000,0.000,306.000,683.060,683.060,377.060,306.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360708N1202085W001,,12/6/2004,00:00,,,302.000,0.000,302.000,683.060,683.060,381.060,302.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360708N1202085W001,,12/5/2005,00:00,,9 - Acoustical sounder,300.000,0.000,300.000,683.060,683.060,383.060,300.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360708N1202085W001,,11/28/2007,00:00,,9 - Acoustical sounder,300.000,0.000,300.000,683.060,683.060,383.060,300.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360714N1202096W001,,12/10/2003,00:00,,9 - Acoustical sounder,309.000,0.000,309.000,680.060,680.060,371.060,309.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360714N1202096W001,,12/6/2004,00:00,,,304.000,0.000,304.000,680.060,680.060,376.060,304.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360714N1202096W001,,12/13/2006,00:00,,9 - Acoustical sounder,302.000,0.000,302.000,680.060,680.060,378.060,302.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360714N1202096W001,,12/5/2005,00:00,,9 - Acoustical sounder,302.000,0.000,302.000,680.060,680.060,378.060,302.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360714N1202096W001,,11/28/2007,00:00,,9 - Acoustical sounder,302.000,0.000,302.000,680.060,680.060,378.060,302.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360717N1202185W001,,12/10/2003,00:00,,9 - Acoustical sounder,327.000,0.000,327.000,667.060,666.060,340.060,326.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360717N1202185W001,,12/6/2004,00:00,,,326.000,0.000,326.000,667.060,666.060,341.060,325.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360717N1202185W001,,12/13/2006,00:00,,9 - Acoustical sounder,307.000,0.000,307.000,667.060,666.060,360.060,306.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360717N1202185W001,,12/5/2005,00:00,,9 - Acoustical sounder,326.000,0.000,326.000,667.060,666.060,341.060,325.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360717N1202185W001,,11/28/2007,00:00,,9 - Acoustical sounder,276.000,0.000,276.000,667.060,666.060,391.060,275.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360753N1202185W001,,12/10/2003,00:00,,9 - Acoustical sounder,332.000,0.000,332.000,660.060,660.060,328.060,332.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360753N1202185W001,,12/6/2004,00:00,,,331.000,0.000,331.000,660.060,660.060,329.060,331.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360753N1202185W001,,12/13/2006,00:00,,9 - Acoustical sounder,333.000,0.000,333.000,660.060,660.060,327.060,333.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360753N1202185W001,,12/5/2005,00:00,,9 - Acoustical sounder,331.000,0.000,331.000,660.060,660.060,329.060,331.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360753N1202185W001,,11/28/2007,00:00,,9 - Acoustical sounder,332.000,0.000,332.000,660.060,660.060,328.060,332.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360833N1202254W001,,12/10/2003,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,636.050,635.050,290.050,345.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360833N1202254W001,,12/6/2004,00:00,,,354.000,0.000,354.000,636.050,635.050,282.050,353.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360833N1202254W001,,12/13/2006,00:00,,9 - Acoustical sounder,321.000,0.000,321.000,636.050,635.050,315.050,320.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360833N1202254W001,,12/5/2005,00:00,,9 - Acoustical sounder,341.000,0.000,341.000,636.050,635.050,295.050,340.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360833N1202254W001,,11/28/2007,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,636.050,635.050,294.050,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360872N1202127W001,,12/10/2003,00:00,,9 - Acoustical sounder,335.000,0.000,335.000,638.550,638.050,303.550,334.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360872N1202127W001,,12/6/2004,00:00,,,333.000,0.000,333.000,638.550,638.050,305.550,332.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360872N1202127W001,,12/13/2006,00:00,,9 - Acoustical sounder,330.000,0.000,330.000,638.550,638.050,308.550,329.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360872N1202127W001,,12/5/2005,00:00,,9 - Acoustical sounder,329.000,0.000,329.000,638.550,638.050,309.550,328.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360872N1202127W001,,11/28/2007,00:00,,9 - Acoustical sounder,331.000,0.000,331.000,638.550,638.050,307.550,330.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360903N1202354W001,,12/10/2003,00:00,,9 - Acoustical sounder,351.000,0.000,351.000,627.050,626.050,276.050,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360903N1202354W001,,12/6/2004,00:00,,,348.000,0.000,348.000,627.050,626.050,279.050,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360903N1202354W001,,12/13/2006,00:00,,9 - Acoustical sounder,348.000,0.000,348.000,627.050,626.050,279.050,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360903N1202354W001,,12/5/2005,00:00,,9 - Acoustical sounder,348.000,0.000,348.000,627.050,626.050,279.050,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360903N1202354W001,,11/28/2007,00:00,,9 - Acoustical sounder,352.000,0.000,352.000,627.050,626.050,275.050,351.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202271W001,,12/10/2003,00:00,,9 - Acoustical sounder,350.000,0.000,350.000,617.040,617.040,267.040,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202271W001,,12/6/2004,00:00,,,343.000,0.000,343.000,617.040,617.040,274.040,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202271W001,,12/13/2006,00:00,,9 - Acoustical sounder,341.000,0.000,341.000,617.040,617.040,276.040,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202271W001,,12/5/2005,00:00,,9 - Acoustical sounder,344.000,0.000,344.000,617.040,617.040,273.040,344.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202271W001,,11/28/2007,00:00,9 - Temporarily inaccessible,,,,,617.040,617.040,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202321W001,,12/10/2003,00:00,,9 - Acoustical sounder,348.000,0.000,348.000,620.040,619.040,272.040,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202321W001,,12/6/2004,00:00,,,351.000,0.000,351.000,620.040,619.040,269.040,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202321W001,,12/13/2006,00:00,,9 - Acoustical sounder,340.000,0.000,340.000,620.040,619.040,280.040,339.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202321W001,,12/5/2005,00:00,,9 - Acoustical sounder,344.000,0.000,344.000,620.040,619.040,276.040,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202321W001,,11/28/2007,00:00,,9 - Acoustical sounder,344.000,0.000,344.000,620.040,619.040,276.040,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202452W001,,12/10/2003,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,618.050,617.050,272.050,345.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202452W001,,12/6/2004,00:00,,,344.000,0.000,344.000,618.050,617.050,274.050,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202452W001,,12/13/2006,00:00,,9 - Acoustical sounder,345.000,0.000,345.000,618.050,617.050,273.050,344.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202452W001,,12/5/2005,00:00,,9 - Acoustical sounder,340.000,0.000,340.000,618.050,617.050,278.050,339.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
360939N1202452W001,,11/28/2007,00:00,,9 - Acoustical sounder,350.000,0.000,350.000,618.050,617.050,268.050,349.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361078N1202988W001,,12/10/2003,00:00,,9 - Acoustical sounder,360.000,0.000,360.000,647.100,647.100,287.100,360.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361078N1202988W001,,12/6/2004,00:00,,,372.000,0.000,372.000,647.100,647.100,275.100,372.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361078N1202988W001,,12/13/2006,00:00,,9 - Acoustical sounder,373.000,0.000,373.000,647.100,647.100,274.100,373.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361078N1202988W001,,12/5/2005,00:00,,9 - Acoustical sounder,358.000,0.000,358.000,647.100,647.100,289.100,358.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361078N1202988W001,,11/28/2007,00:00,,9 - Acoustical sounder,361.000,0.000,361.000,647.100,647.100,286.100,361.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361081N1202852W001,,12/10/2003,00:00,,9 - Acoustical sounder,356.000,0.000,356.000,629.080,628.080,273.080,355.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361081N1202852W001,,12/6/2004,00:00,,,349.000,0.000,349.000,629.080,628.080,280.080,348.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361081N1202852W001,,12/13/2006,00:00,,9 - Acoustical sounder,347.000,0.000,347.000,629.080,628.080,282.080,346.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361081N1202852W001,,12/5/2005,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,629.080,628.080,283.080,345.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361081N1202852W001,,11/28/2007,00:00,,9 - Acoustical sounder,351.000,0.000,351.000,629.080,628.080,278.080,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202613W001,,12/10/2003,00:00,,9 - Acoustical sounder,323.000,0.000,323.000,599.050,598.050,276.050,322.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202613W001,,12/6/2004,00:00,,,338.000,0.000,338.000,599.050,598.050,261.050,337.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202613W001,,12/13/2006,00:00,9 - Temporarily inaccessible,,,,,599.050,598.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202613W001,,12/5/2005,00:00,,9 - Acoustical sounder,321.000,0.000,321.000,599.050,598.050,278.050,320.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202613W001,,11/28/2007,00:00,,9 - Acoustical sounder,328.000,0.000,328.000,599.050,598.050,271.050,327.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202952W001,,12/10/2003,00:00,,9 - Acoustical sounder,124.000,0.000,124.000,644.590,644.090,520.590,123.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,0-CAVED?,Fresno_01.01.2003-12.31.2007
361083N1202952W001,,12/6/2004,00:00,,,191.000,0.000,191.000,644.590,644.090,453.590,190.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202952W001,,12/5/2005,00:00,0 - Measurement Discontinued,,,,,644.590,644.090,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361083N1202952W001,,11/28/2007,00:00,0 - Measurement Discontinued,,,,,644.590,644.090,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202296W001,,12/10/2003,00:00,,9 - Acoustical sounder,309.000,0.000,309.000,596.730,596.030,287.730,308.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202296W001,,12/6/2004,00:00,,,309.000,0.000,309.000,596.730,596.030,287.730,308.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202296W001,,12/13/2006,00:00,,9 - Acoustical sounder,311.000,0.000,311.000,596.730,596.030,285.730,310.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202296W001,,12/5/2005,00:00,,9 - Acoustical sounder,310.000,0.000,310.000,596.730,596.030,286.730,309.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202296W001,,11/28/2007,00:00,,9 - Acoustical sounder,314.000,0.000,314.000,596.730,596.030,282.730,313.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202363W001,,12/10/2003,00:00,,9 - Acoustical sounder,348.000,0.000,348.000,596.030,596.030,248.030,348.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202363W001,,12/6/2004,00:00,,,338.000,0.000,338.000,596.030,596.030,258.030,338.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202363W001,,12/13/2006,00:00,1 - Pumping,,,,,596.030,596.030,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202363W001,,12/5/2005,00:00,,9 - Acoustical sounder,331.000,0.000,331.000,596.030,596.030,265.030,331.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202363W001,,11/28/2007,00:00,,9 - Acoustical sounder,337.000,0.000,337.000,596.030,596.030,259.030,337.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202502W001,,12/10/2003,00:00,,9 - Acoustical sounder,249.000,0.000,249.000,593.530,593.030,344.530,248.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202502W001,,12/6/2004,00:00,,,247.000,0.000,247.000,593.530,593.030,346.530,246.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202502W001,,12/13/2006,00:00,,9 - Acoustical sounder,240.000,0.000,240.000,593.530,593.030,353.530,239.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
361089N1202502W001,,12/5/2005,00:00,,9 - Acoustical sounder,243.000,0.000,243.000,593.530,593.030,350.530,242.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.2003-12.31.2007
