CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,10/20/1988,00:00,,,19.200,0.000,19.200,118.260,117.260,99.060,18.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,3/9/1989,00:00,,,14.300,0.000,14.300,118.260,117.260,103.960,13.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,10/11/1989,00:00,,,18.800,0.000,18.800,118.260,117.260,99.460,17.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,3/6/1990,00:00,,,13.200,0.000,13.200,118.260,117.260,105.060,12.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,10/8/1990,00:00,,,35.000,0.000,35.000,118.260,117.260,83.260,34.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,3/5/1991,00:00,,,15.900,0.000,15.900,118.260,117.260,102.360,14.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,6/13/1991,00:00,,1 - Pumping,29.300,0.000,29.300,118.260,117.260,88.960,28.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,7/11/1991,00:00,,,35.500,0.000,35.500,118.260,117.260,82.760,34.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,8/12/1991,00:00,,,29.000,0.000,29.000,118.260,117.260,89.260,28.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,9/12/1991,00:00,,,28.100,0.000,28.100,118.260,117.260,90.160,27.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,10/3/1991,00:00,,,27.000,0.000,27.000,118.260,117.260,91.260,26.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,11/18/1991,00:00,,,22.600,0.000,22.600,118.260,117.260,95.660,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,12/20/1991,00:00,,4 - Pumped recently,24.600,0.000,24.600,118.260,117.260,93.660,23.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,3/2/1992,00:00,,,15.300,0.000,15.300,118.260,117.260,102.960,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,7/28/1992,00:00,,,28.900,0.000,28.900,118.260,117.260,89.360,27.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,8/17/1992,00:00,,,26.500,0.000,26.500,118.260,117.260,91.760,25.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,9/15/1992,00:00,,,35.500,0.000,35.500,118.260,117.260,82.760,34.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,10/6/1992,00:00,,,32.400,0.000,32.400,118.260,117.260,85.860,31.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,11/18/1992,00:00,,,20.300,0.000,20.300,118.260,117.260,97.960,19.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393190N1215089W001,BMO 17N04E22B001M,12/14/1992,00:00,,,19.800,0.000,19.800,118.260,117.260,98.460,18.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,11/5/1983,00:00,,,20.500,0.000,20.500,88.270,87.270,67.770,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/7/1984,00:00,,,14.600,0.000,14.600,88.270,87.270,73.670,13.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/3/1984,00:00,,,25.000,0.000,25.000,88.270,87.270,63.270,24.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/6/1985,00:00,,,19.300,0.000,19.300,88.270,87.270,68.970,18.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/3/1985,00:00,,,27.600,0.000,27.600,88.270,87.270,60.670,26.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/6/1986,00:00,,,15.700,0.000,15.700,88.270,87.270,72.570,14.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/9/1986,00:00,,8 - Oil or foreign substance in casing,23.000,0.000,23.000,88.270,87.270,65.270,22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/24/1987,00:00,,,19.100,0.000,19.100,88.270,87.270,69.170,18.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,11/9/1987,00:00,,8 - Oil or foreign substance in casing,27.800,0.000,27.800,88.270,87.270,60.470,26.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/18/1988,00:00,,8 - Oil or foreign substance in casing,23.100,0.000,23.100,88.270,87.270,65.170,22.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/20/1988,00:00,,8 - Oil or foreign substance in casing,30.500,0.000,30.500,88.270,87.270,57.770,29.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/9/1989,00:00,,8 - Oil or foreign substance in casing,21.500,0.000,21.500,88.270,87.270,66.770,20.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/11/1989,00:00,,8 - Oil or foreign substance in casing,30.800,0.000,30.800,88.270,87.270,57.470,29.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,3/6/1990,00:00,,8 - Oil or foreign substance in casing,21.100,0.000,21.100,88.270,87.270,67.170,20.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393210N1215913W001,,10/8/1990,00:00,9 - Temporarily inaccessible,,,,,88.270,87.270,,,,,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/5/1983,00:00,,,10.800,0.000,10.800,87.770,87.270,76.970,10.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/7/1984,00:00,,,9.400,0.000,9.400,87.770,87.270,78.370,8.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/3/1984,00:00,,,12.900,0.000,12.900,87.770,87.270,74.870,12.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/5/1985,00:00,,,15.600,0.000,15.600,87.770,87.270,72.170,15.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/2/1985,00:00,,,12.900,0.000,12.900,87.770,87.270,74.870,12.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/6/1986,00:00,,,5.900,0.000,5.900,87.770,87.270,81.870,5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/8/1986,00:00,,,12.300,0.000,12.300,87.770,87.270,75.470,11.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/24/1987,00:00,,,12.100,0.000,12.100,87.770,87.270,75.670,11.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,11/9/1987,00:00,,,12.700,0.000,12.700,87.770,87.270,75.070,12.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/18/1988,00:00,,2 - Nearby pump operating,14.800,0.000,14.800,87.770,87.270,72.970,14.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/20/1988,00:00,,,12.700,0.000,12.700,87.770,87.270,75.070,12.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/9/1989,00:00,,,11.900,0.000,11.900,87.770,87.270,75.870,11.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/11/1989,00:00,,,12.100,0.000,12.100,87.770,87.270,75.670,11.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/7/1990,00:00,,,11.800,0.000,11.800,87.770,87.270,75.970,11.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/8/1990,00:00,,,13.000,0.000,13.000,87.770,87.270,74.770,12.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/5/1991,00:00,,,12.400,0.000,12.400,87.770,87.270,75.370,11.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,6/12/1991,00:00,,,14.700,0.000,14.700,87.770,87.270,73.070,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,7/11/1991,00:00,,,17.300,0.000,17.300,87.770,87.270,70.470,16.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,8/12/1991,00:00,,,20.700,0.000,20.700,87.770,87.270,67.070,20.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,9/12/1991,00:00,,,14.700,0.000,14.700,87.770,87.270,73.070,14.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/3/1991,00:00,,,14.600,0.000,14.600,87.770,87.270,73.170,14.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,11/18/1991,00:00,,,14.900,0.000,14.900,87.770,87.270,72.870,14.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,12/20/1991,00:00,,,15.200,0.000,15.200,87.770,87.270,72.570,14.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,3/2/1992,00:00,,,12.700,0.000,12.700,87.770,87.270,75.070,12.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,7/28/1992,00:00,,,16.800,0.000,16.800,87.770,87.270,70.970,16.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,8/17/1992,00:00,,,17.400,0.000,17.400,87.770,87.270,70.370,16.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,9/15/1992,00:00,,,14.500,0.000,14.500,87.770,87.270,73.270,14.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,10/6/1992,00:00,,,13.500,0.000,13.500,87.770,87.270,74.270,13.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,11/18/1992,00:00,,,13.400,0.000,13.400,87.770,87.270,74.370,12.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393222N1216472W001,BMO 17N03E16N001M,12/14/1992,00:00,,,13.300,0.000,13.300,87.770,87.270,74.470,12.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/5/1983,00:00,,,4.800,0.000,4.800,77.310,76.310,72.510,3.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/7/1984,00:00,,,5.700,0.000,5.700,77.310,76.310,71.610,4.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/4/1984,00:00,,,5.500,0.000,5.500,77.310,76.310,71.810,4.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/5/1985,00:00,,,6.300,0.000,6.300,77.310,76.310,71.010,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/2/1985,00:00,,,5.100,0.000,5.100,77.310,76.310,72.210,4.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/6/1986,00:00,,,4.000,0.000,4.000,77.310,76.310,73.310,3.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/2/1986,00:00,,,5.400,0.000,5.400,77.310,76.310,71.910,4.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/24/1987,00:00,,,3.400,0.000,3.400,77.310,76.310,73.910,2.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,11/9/1987,00:00,,,5.100,0.000,5.100,77.310,76.310,72.210,4.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/11/1988,00:00,,2 - Nearby pump operating,6.300,0.000,6.300,77.310,76.310,71.010,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/20/1988,00:00,,,5.600,0.000,5.600,77.310,76.310,71.710,4.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/8/1989,00:00,,,4.200,0.000,4.200,77.310,76.310,73.110,3.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/11/1989,00:00,,,4.900,0.000,4.900,77.310,76.310,72.410,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/7/1990,00:00,,,3.400,0.000,3.400,77.310,76.310,73.910,2.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/10/1990,00:00,,,4.300,0.000,4.300,77.310,76.310,73.010,3.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/5/1991,00:00,,,2.600,0.000,2.600,77.310,76.310,74.710,1.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,6/29/1991,00:00,,,4.200,0.000,4.200,77.310,76.310,73.110,3.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,7/11/1991,00:00,,,4.700,0.000,4.700,77.310,76.310,72.610,3.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,8/12/1991,00:00,,,4.900,0.000,4.900,77.310,76.310,72.410,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,9/12/1991,00:00,,,6.200,0.000,6.200,77.310,76.310,71.110,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/3/1991,00:00,,,7.000,0.000,7.000,77.310,76.310,70.310,6.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,11/18/1991,00:00,,,6.600,0.000,6.600,77.310,76.310,70.710,5.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,12/20/1991,00:00,,,5.800,0.000,5.800,77.310,76.310,71.510,4.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,3/2/1992,00:00,,,3.600,0.000,3.600,77.310,76.310,73.710,2.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,7/28/1992,00:00,,,2.300,0.000,2.300,77.310,76.310,75.010,1.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,8/14/1992,00:00,,,3.000,0.000,3.000,77.310,76.310,74.310,2.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,9/15/1992,00:00,,,3.000,0.000,3.000,77.310,76.310,74.310,2.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,10/6/1992,00:00,,,5.200,0.000,5.200,77.310,76.310,72.110,4.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,11/18/1992,00:00,,,13.000,0.000,13.000,77.310,76.310,64.310,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393329N1217565W001,,12/15/1992,00:00,,2 - Nearby pump operating,11.600,0.000,11.600,77.310,76.310,65.710,10.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/5/1983,00:00,,,9.800,0.000,9.800,92.580,92.280,82.780,9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/7/1984,00:00,,,7.600,0.000,7.600,92.580,92.280,84.980,7.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/3/1984,00:00,,4 - Pumped recently,11.000,0.000,11.000,92.580,92.280,81.580,10.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/5/1985,00:00,,,9.800,0.000,9.800,92.580,92.280,82.780,9.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/2/1985,00:00,,,11.000,0.000,11.000,92.580,92.280,81.580,10.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/6/1986,00:00,,,5.600,0.000,5.600,92.580,92.280,86.980,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/8/1986,00:00,,,11.400,0.000,11.400,92.580,92.280,81.180,11.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/24/1987,00:00,,,10.300,0.000,10.300,92.580,92.280,82.280,10.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,11/9/1987,00:00,,4 - Pumped recently,11.700,0.000,11.700,92.580,92.280,80.880,11.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/18/1988,00:00,1 - Pumping,,,,,92.580,92.280,,,,,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/20/1988,00:00,,,11.700,0.000,11.700,92.580,92.280,80.880,11.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/9/1989,00:00,,4 - Pumped recently,10.100,0.000,10.100,92.580,92.280,82.480,9.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/11/1989,00:00,,4 - Pumped recently,11.000,0.000,11.000,92.580,92.280,81.580,10.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/7/1990,00:00,,,10.000,0.000,10.000,92.580,92.280,82.580,9.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/8/1990,00:00,,1 - Pumping,14.100,0.000,14.100,92.580,92.280,78.480,13.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/5/1991,00:00,,,11.000,0.000,11.000,92.580,92.280,81.580,10.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,6/12/1991,00:00,,,11.400,0.000,11.400,92.580,92.280,81.180,11.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,7/1/1991,00:00,,,12.900,0.000,12.900,92.580,92.280,79.680,12.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,8/12/1991,00:00,,,12.600,0.000,12.600,92.580,92.280,79.980,12.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,9/12/1991,00:00,,,13.700,0.000,13.700,92.580,92.280,78.880,13.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,10/3/1991,00:00,,,13.800,0.000,13.800,92.580,92.280,78.780,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,11/18/1991,00:00,,,13.800,0.000,13.800,92.580,92.280,78.780,13.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,12/20/1991,00:00,,,14.000,0.000,14.000,92.580,92.280,78.580,13.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
393385N1216594W001,,3/2/1992,00:00,,,9.900,0.000,9.900,92.580,92.280,82.680,9.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Butte_06.21.1983-12.31.1992
