CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanJoaquin_06.21.1983-12.31.1988
376002N1213333W002,,10/27/1983,00:00,0 - Measurement Discontinued,,,,,248.410,247.410,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,10/24/1983,00:00,,,27.900,0.000,27.900,108.430,107.930,80.530,27.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,3/28/1984,00:00,,,30.100,0.000,30.100,108.430,107.930,78.330,29.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,10/10/1984,00:00,,,31.700,0.000,31.700,108.430,107.930,76.730,31.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,5/1/1985,00:00,2 - Pump house locked,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,12/10/1985,00:00,2 - Pump house locked,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,4/23/1986,00:00,2 - Pump house locked,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,10/29/1986,00:00,2 - Pump house locked,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,3/27/1987,00:00,,,31.700,0.000,31.700,108.430,107.930,76.730,31.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,10/21/1987,00:00,9 - Temporarily inaccessible,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,3/23/1988,00:00,9 - Temporarily inaccessible,,,,,108.430,107.930,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376096N1212753W001,,9/29/1988,00:00,,,31.100,0.000,31.100,108.430,107.930,77.330,30.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,10/27/1983,00:00,,,144.200,0.000,144.200,196.470,195.470,52.270,143.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,4/4/1984,00:00,,,138.900,0.000,138.900,196.470,195.470,57.570,137.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,10/10/1984,00:00,,,136.900,0.000,136.900,196.470,195.470,59.570,135.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,4/30/1985,00:00,,,146.700,0.000,146.700,196.470,195.470,49.770,145.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,11/11/1985,00:00,,,136.500,0.000,136.500,196.470,195.470,59.970,135.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,4/23/1986,00:00,,,136.700,0.000,136.700,196.470,195.470,59.770,135.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,10/30/1986,00:00,,,148.500,0.000,148.500,196.470,195.470,47.970,147.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,3/25/1987,00:00,,,138.300,0.000,138.300,196.470,195.470,58.170,137.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,10/27/1987,00:00,,,147.900,0.000,147.900,196.470,195.470,48.570,146.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,3/22/1988,00:00,,,151.100,0.000,151.100,196.470,195.470,45.370,150.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376127N1213219W001,,9/30/1988,00:00,,,153.500,0.000,153.500,196.470,195.470,42.970,152.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,10/27/1983,00:00,,,157.700,0.000,157.700,216.980,216.480,59.280,157.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,4/4/1984,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,10/5/1984,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,4/30/1985,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,11/1/1985,00:00,,8 - Oil or foreign substance in casing,171.500,0.000,171.500,216.980,216.480,45.480,171.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,4/23/1986,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,10/30/1986,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,3/25/1987,00:00,,,154.300,0.000,154.300,216.980,216.480,62.680,153.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,10/27/1987,00:00,,,156.000,0.000,156.000,216.980,216.480,60.980,155.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,3/22/1988,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376166N1213330W001,,9/30/1988,00:00,1 - Pumping,,,,,216.980,216.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,10/27/1983,00:00,,,144.700,0.000,144.700,236.680,235.280,91.980,143.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,4/4/1984,00:00,,,151.800,0.000,151.800,236.680,235.280,84.880,150.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,10/5/1984,00:00,,,152.600,0.000,152.600,236.680,235.280,84.080,151.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,4/30/1985,00:00,,,149.500,0.000,149.500,236.680,235.280,87.180,148.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,11/1/1985,00:00,,,144.600,0.000,144.600,236.680,235.280,92.080,143.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,4/23/1986,00:00,,,144.800,0.000,144.800,236.680,235.280,91.880,143.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,10/30/1986,00:00,,,138.500,0.000,138.500,236.680,235.280,98.180,137.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,3/25/1987,00:00,,,146.700,0.000,146.700,236.680,235.280,89.980,145.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,10/27/1987,00:00,,,144.100,0.000,144.100,236.680,235.280,92.580,142.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,3/23/1988,00:00,,,147.100,0.000,147.100,236.680,235.280,89.580,145.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376230N1213433W001,,9/30/1988,00:00,,,147.300,0.000,147.300,236.680,235.280,89.380,145.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,10/27/1983,00:00,,,89.700,0.000,89.700,183.060,181.260,93.360,87.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,4/4/1984,00:00,,,92.300,0.000,92.300,183.060,181.260,90.760,90.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,10/5/1984,00:00,,,86.400,0.000,86.400,183.060,181.260,96.660,84.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,4/30/1985,00:00,,,95.000,0.000,95.000,183.060,181.260,88.060,93.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,11/1/1985,00:00,,,88.800,0.000,88.800,183.060,181.260,94.260,87.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,4/23/1986,00:00,,,91.200,0.000,91.200,183.060,181.260,91.860,89.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,10/30/1986,00:00,,,89.200,0.000,89.200,183.060,181.260,93.860,87.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,3/25/1987,00:00,,,92.800,0.000,92.800,183.060,181.260,90.260,91.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,10/27/1987,00:00,,,87.100,0.000,87.100,183.060,181.260,95.960,85.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,3/22/1988,00:00,,,93.500,0.000,93.500,183.060,181.260,89.560,91.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376233N1213247W001,,9/30/1988,00:00,9 - Temporarily inaccessible,,,,,183.060,181.260,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,10/27/1983,00:00,,,115.200,0.000,115.200,203.460,202.460,88.260,114.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,4/4/1984,00:00,,,117.400,0.000,117.400,203.460,202.460,86.060,116.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,10/5/1984,00:00,,,114.600,0.000,114.600,203.460,202.460,88.860,113.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,5/1/1985,00:00,,,94.800,0.000,94.800,203.460,202.460,108.660,93.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,11/1/1985,00:00,,,147.000,0.000,147.000,203.460,202.460,56.460,146.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,4/24/1986,00:00,,,142.300,0.000,142.300,203.460,202.460,61.160,141.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,10/31/1986,00:00,,,146.000,0.000,146.000,203.460,202.460,57.460,145.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,3/25/1987,00:00,,,122.000,0.000,122.000,203.460,202.460,81.460,121.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,10/27/1987,00:00,,,144.300,0.000,144.300,203.460,202.460,59.160,143.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,3/22/1988,00:00,,,149.200,0.000,149.200,203.460,202.460,54.260,148.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376322N1213413W001,,9/26/1988,00:00,,,138.800,0.000,138.800,203.460,202.460,64.660,137.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,10/27/1983,00:00,,,92.000,0.000,92.000,180.950,179.450,88.950,90.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,4/4/1984,00:00,,,94.600,0.000,94.600,180.950,179.450,86.350,93.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,10/5/1984,00:00,,,98.100,0.000,98.100,180.950,179.450,82.850,96.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,5/1/1985,00:00,,,134.800,0.000,134.800,180.950,179.450,46.150,133.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,11/1/1985,00:00,,,92.300,0.000,92.300,180.950,179.450,88.650,90.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,4/24/1986,00:00,,,95.200,0.000,95.200,180.950,179.450,85.750,93.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,10/31/1986,00:00,,,92.800,0.000,92.800,180.950,179.450,88.150,91.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,3/25/1987,00:00,,,95.200,0.000,95.200,180.950,179.450,85.750,93.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,10/27/1987,00:00,,,92.100,0.000,92.100,180.950,179.450,88.850,90.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,3/22/1988,00:00,,,97.700,0.000,97.700,180.950,179.450,83.250,96.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376343N1213333W001,,9/26/1988,00:00,,,92.200,0.000,92.200,180.950,179.450,88.750,90.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,10/27/1983,00:00,,,113.800,0.000,113.800,210.470,209.470,96.670,112.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,4/4/1984,00:00,,,115.800,0.000,115.800,210.470,209.470,94.670,114.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,10/5/1984,00:00,,,112.600,0.000,112.600,210.470,209.470,97.870,111.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,4/30/1985,00:00,,6 - Other,115.500,0.000,115.500,210.470,209.470,94.970,114.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,10/25/1985,00:00,,,112.900,0.000,112.900,210.470,209.470,97.570,111.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,4/25/1986,00:00,,,145.200,0.000,145.200,210.470,209.470,65.270,144.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,10/31/1986,00:00,,,148.300,0.000,148.300,210.470,209.470,62.170,147.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,3/27/1987,00:00,7 - Special/Other,,,,,210.470,209.470,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,10/27/1987,00:00,,,146.200,0.000,146.200,210.470,209.470,64.270,145.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,3/22/1988,00:00,,,154.700,0.000,154.700,210.470,209.470,55.770,153.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376391N1213663W001,,9/23/1988,00:00,,,157.500,0.000,157.500,210.470,209.470,52.970,156.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,10/28/1983,00:00,,,119.300,0.000,119.300,215.180,214.580,95.880,118.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,3/27/1984,00:00,,,122.000,0.000,122.000,215.180,214.580,93.180,121.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,10/5/1984,00:00,,,120.800,0.000,120.800,215.180,214.580,94.380,120.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,3/27/1985,00:00,,,117.400,0.000,117.400,215.180,214.580,97.780,116.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,10/25/1985,00:00,8 - Casing leaking or wet,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,4/24/1986,00:00,8 - Casing leaking or wet,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,10/28/1986,00:00,8 - Casing leaking or wet,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,3/25/1987,00:00,8 - Casing leaking or wet,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,10/26/1987,00:00,8 - Casing leaking or wet,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,3/22/1988,00:00,7 - Special/Other,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376452N1213883W001,,9/23/1988,00:00,7 - Special/Other,,,,,215.180,214.580,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,10/24/1983,00:00,,,38.300,0.000,38.300,75.810,74.810,37.510,37.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,3/29/1984,00:00,,,49.800,0.000,49.800,75.810,74.810,26.010,48.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,10/4/1984,00:00,,,56.600,0.000,56.600,75.810,74.810,19.210,55.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,4/30/1985,00:00,,,81.600,0.000,81.600,75.810,74.810,-5.790,80.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,10/31/1985,00:00,,,39.300,0.000,39.300,75.810,74.810,36.510,38.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,4/24/1986,00:00,1 - Pumping,,,,,75.810,74.810,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,10/29/1986,00:00,3 - Tape hung up,,,,,75.810,74.810,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,3/16/1987,00:00,,,27.600,0.000,27.600,75.810,74.810,48.210,26.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,10/21/1987,00:00,,,34.900,0.000,34.900,75.810,74.810,40.910,33.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,3/23/1988,00:00,,,39.000,0.000,39.000,75.810,74.810,36.810,38.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376499N1212830W001,,9/26/1988,00:00,5 - Unable to locate well,,,,,75.810,74.810,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376593N1214158W001,,10/28/1983,00:00,6 - Well has been destroyed,,,,,184.480,184.480,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,10/24/1983,00:00,,,38.300,0.000,38.300,59.390,58.390,21.090,37.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,3/29/1984,00:00,,,49.800,0.000,49.800,59.390,58.390,9.590,48.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,10/4/1984,00:00,5 - Unable to locate well,,,,,59.390,58.390,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,4/30/1985,00:00,5 - Unable to locate well,,,,,59.390,58.390,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,10/31/1985,00:00,5 - Unable to locate well,,,,,59.390,58.390,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,4/24/1986,00:00,5 - Unable to locate well,,,,,59.390,58.390,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,10/29/1986,00:00,,,39.700,0.000,39.700,59.390,58.390,19.690,38.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,3/16/1987,00:00,,,28.200,0.000,28.200,59.390,58.390,31.190,27.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,10/18/1987,00:00,,,39.700,0.000,39.700,59.390,58.390,19.690,38.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,3/23/1988,00:00,,,39.700,0.000,39.700,59.390,58.390,19.690,38.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376599N1212730W001,,9/26/1988,00:00,5 - Unable to locate well,,,,,59.390,58.390,,,,,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/12/1983,00:00,,,60.000,0.000,60.000,68.200,67.400,8.200,59.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,3/21/1984,00:00,3 - Tape hung up,,,,,68.200,67.400,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/11/1984,00:00,,,55.000,0.000,55.000,68.200,67.400,13.200,54.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,3/12/1985,00:00,,,34.000,0.000,34.000,68.200,67.400,34.200,33.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/18/1985,00:00,,,45.000,0.000,45.000,68.200,67.400,23.200,44.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,4/1/1986,00:00,,,26.000,0.000,26.000,68.200,67.400,42.200,25.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/17/1986,00:00,,,46.000,0.000,46.000,68.200,67.400,22.200,45.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,4/6/1987,00:00,,,61.000,0.000,61.000,68.200,67.400,7.200,60.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/21/1987,00:00,,,40.500,0.000,40.500,68.200,67.400,27.700,39.700,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,3/7/1988,00:00,,,28.000,0.000,28.000,68.200,67.400,40.200,27.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376619N1212848W001,03S06E23C001,10/4/1988,00:00,,,51.000,0.000,51.000,68.200,67.400,17.200,50.200,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
376622N1212916W001,,10/24/1983,00:00,,,7.600,0.000,7.600,69.900,69.400,62.300,7.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
