CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanJoaquin_06.21.1983-12.31.1988
379496N1211036W001,,10/9/1987,00:00,,,113.900,0.000,113.900,73.940,73.240,-39.960,113.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379496N1211036W001,,3/3/1988,00:00,,,105.400,0.000,105.400,73.940,73.240,-31.460,104.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379496N1211036W001,,10/12/1988,00:00,,,120.300,0.000,120.300,73.940,73.240,-46.360,119.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,12/7/1983,00:00,4 - Can't get tape in casing,,,,,41.590,41.090,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,4/11/1984,00:00,4 - Can't get tape in casing,,,,,41.590,41.090,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,12/3/1984,00:00,4 - Can't get tape in casing,,,,,41.590,41.090,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,4/4/1985,00:00,,,63.000,0.000,63.000,41.590,41.090,-21.410,62.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,10/21/1985,00:00,,,85.000,0.000,85.000,41.590,41.090,-43.410,84.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,4/15/1986,00:00,,,62.000,0.000,62.000,41.590,41.090,-20.410,61.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,10/24/1986,00:00,,,68.500,0.000,68.500,41.590,41.090,-26.910,68.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,4/8/1987,00:00,,,61.000,0.000,61.000,41.590,41.090,-19.410,60.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,10/29/1987,00:00,,,69.500,0.000,69.500,41.590,41.090,-27.910,69.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,3/14/1988,00:00,,,68.000,0.000,68.000,41.590,41.090,-26.410,67.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379503N1212036W001,01N07E09H001,10/10/1988,00:00,,,75.000,0.000,75.000,41.590,41.090,-33.410,74.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,10/17/1983,00:00,,,21.000,0.000,21.000,4.970,15.970,-16.030,32.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,3/14/1984,00:00,,,17.500,0.000,17.500,4.970,15.970,-12.530,28.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,3/14/1985,00:00,,,18.000,0.000,18.000,4.970,15.970,-13.030,29.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,10/15/1985,00:00,,,20.500,0.000,20.500,4.970,15.970,-15.530,31.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,3/14/1986,00:00,,,14.500,0.000,14.500,4.970,15.970,-9.530,25.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,10/22/1986,00:00,,,18.000,0.000,18.000,4.970,15.970,-13.030,29.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,4/7/1987,00:00,,,14.500,0.000,14.500,4.970,15.970,-9.530,25.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,10/26/1987,00:00,,,17.000,0.000,17.000,4.970,15.970,-12.030,28.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,3/9/1988,00:00,,,17.500,0.000,17.500,4.970,15.970,-12.530,28.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379511N1212905W001,,10/4/1988,00:00,,,21.000,0.000,21.000,4.970,15.970,-16.030,32.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/11/1983,00:00,,,49.600,0.000,49.600,24.180,23.180,-25.420,48.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,3/8/1984,00:00,,,41.100,0.000,41.100,24.180,23.180,-16.920,40.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/15/1984,00:00,,,45.600,0.000,45.600,24.180,23.180,-21.420,44.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,3/12/1985,00:00,,,40.500,0.000,40.500,24.180,23.180,-16.320,39.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/1/1985,00:00,,,50.800,0.000,50.800,24.180,23.180,-26.620,49.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,3/14/1986,00:00,,,41.000,0.000,41.000,24.180,23.180,-16.820,40.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/9/1986,00:00,,,40.800,0.000,40.800,24.180,23.180,-16.620,39.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,3/9/1987,00:00,,,38.900,0.000,38.900,24.180,23.180,-14.720,37.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/5/1987,00:00,,,50.800,0.000,50.800,24.180,23.180,-26.620,49.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,3/2/1988,00:00,,,48.800,0.000,48.800,24.180,23.180,-24.620,47.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379516N1212646W001,,10/4/1988,00:00,,,57.300,0.000,57.300,24.180,23.180,-33.120,56.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/13/1983,00:00,,,165.600,0.000,165.600,159.630,158.330,-5.970,164.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,3/7/1984,00:00,,,163.300,0.000,163.300,159.630,158.330,-3.670,162.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/16/1984,00:00,,,165.100,0.000,165.100,159.630,158.330,-5.470,163.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/3/1985,00:00,,,165.000,0.000,165.000,159.630,158.330,-5.370,163.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,3/24/1986,00:00,,,163.200,0.000,163.200,159.630,158.330,-3.570,161.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/15/1986,00:00,,,165.100,0.000,165.100,159.630,158.330,-5.470,163.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,3/3/1987,00:00,,,163.400,0.000,163.400,159.630,158.330,-3.770,162.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/9/1987,00:00,,,165.200,0.000,165.200,159.630,158.330,-5.570,163.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,3/3/1988,00:00,,,164.200,0.000,164.200,159.630,158.330,-4.570,162.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379522N1209864W001,,10/12/1988,00:00,,,166.900,0.000,166.900,159.630,158.330,-7.270,165.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,12/7/1983,00:00,,,58.000,0.000,58.000,32.030,32.030,-25.970,58.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,4/11/1984,00:00,,,53.500,0.000,53.500,32.030,32.030,-21.470,53.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,12/3/1984,00:00,,,56.000,0.000,56.000,32.030,32.030,-23.970,56.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,4/4/1985,00:00,,,53.000,0.000,53.000,32.030,32.030,-20.970,53.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,10/21/1985,00:00,,,62.000,0.000,62.000,32.030,32.030,-29.970,62.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,4/15/1986,00:00,,,52.000,0.000,52.000,32.030,32.030,-19.970,52.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,10/24/1986,00:00,,,55.500,0.000,55.500,32.030,32.030,-23.470,55.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,4/8/1987,00:00,,,52.000,0.000,52.000,32.030,32.030,-19.970,52.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,10/29/1987,00:00,,,57.000,0.000,57.000,32.030,32.030,-24.970,57.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,3/15/1988,00:00,,,58.000,0.000,58.000,32.030,32.030,-25.970,58.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379544N1212302W001,01N07E08B001,10/10/1988,00:00,,,64.000,0.000,64.000,32.030,32.030,-31.970,64.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,10/17/1983,00:00,,,90.000,0.000,90.000,38.070,37.470,-51.930,89.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,3/14/1984,00:00,,,57.000,0.000,57.000,38.070,37.470,-18.930,56.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,3/14/1985,00:00,,,63.000,0.000,63.000,38.070,37.470,-24.930,62.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,10/15/1985,00:00,,4 - Pumped recently,68.000,0.000,68.000,38.070,37.470,-29.930,67.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,4/10/1986,00:00,,,56.500,0.000,56.500,38.070,37.470,-18.430,55.900,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,10/22/1986,00:00,,,61.000,0.000,61.000,38.070,37.470,-22.930,60.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,4/7/1987,00:00,,,56.500,0.000,56.500,38.070,37.470,-18.430,55.900,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,10/26/1987,00:00,,,63.500,0.000,63.500,38.070,37.470,-25.430,62.900,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,3/9/1988,00:00,,,62.000,0.000,62.000,38.070,37.470,-23.930,61.400,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379571N1212155W001,,10/4/1988,00:00,4 - Can't get tape in casing,,,,,38.070,37.470,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,10/19/1983,00:00,8 - Casing leaking or wet,,,,,121.290,120.790,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,3/29/1984,00:00,7 - Special/Other,,,,,121.290,120.790,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,4/3/1985,00:00,,6 - Other,146.000,0.000,146.000,121.290,120.790,-24.710,145.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,10/8/1985,00:00,,6 - Other,151.000,0.000,151.000,121.290,120.790,-29.710,150.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,4/8/1986,00:00,3 - Tape hung up,,,,,121.290,120.790,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,10/14/1986,00:00,3 - Tape hung up,,,,,121.290,120.790,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,3/26/1987,00:00,3 - Tape hung up,,,,,121.290,120.790,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,10/19/1987,00:00,,,160.000,0.000,160.000,121.290,120.790,-38.710,159.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,3/8/1988,00:00,,,131.500,0.000,131.500,121.290,120.790,-10.210,131.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379591N1210386W001,01N09E06N001,10/6/1988,00:00,,,164.000,0.000,164.000,121.290,120.790,-42.710,163.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,12/7/1983,00:00,,,58.500,0.000,58.500,43.090,41.090,-15.410,56.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,4/11/1984,00:00,,,61.500,0.000,61.500,43.090,41.090,-18.410,59.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,12/3/1984,00:00,,,59.000,0.000,59.000,43.090,41.090,-15.910,57.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,4/4/1985,00:00,,,59.000,0.000,59.000,43.090,41.090,-15.910,57.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,10/21/1985,00:00,,,67.000,0.000,67.000,43.090,41.090,-23.910,65.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,4/16/1986,00:00,,,57.500,0.000,57.500,43.090,41.090,-14.410,55.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,10/22/1986,00:00,,,64.500,0.000,64.500,43.090,41.090,-21.410,62.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,4/8/1987,00:00,,,58.000,0.000,58.000,43.090,41.090,-14.910,56.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,10/29/1987,00:00,,,68.500,0.000,68.500,43.090,41.090,-25.410,66.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,3/14/1988,00:00,,,78.500,0.000,78.500,43.090,41.090,-35.410,76.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379597N1212071W001,01N07E04R001,10/10/1988,00:00,,,96.000,0.000,96.000,43.090,41.090,-52.910,94.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,OIL,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/11/1983,00:00,,,21.400,0.000,21.400,11.990,9.990,-9.410,19.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,3/8/1984,00:00,,,18.400,0.000,18.400,11.990,9.990,-6.410,16.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/15/1984,00:00,,,21.000,0.000,21.000,11.990,9.990,-9.010,19.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,3/12/1985,00:00,,,18.400,0.000,18.400,11.990,9.990,-6.410,16.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/1/1985,00:00,,,23.400,0.000,23.400,11.990,9.990,-11.410,21.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,3/14/1986,00:00,,,17.000,0.000,17.000,11.990,9.990,-5.010,15.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/9/1986,00:00,,,22.400,0.000,22.400,11.990,9.990,-10.410,20.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,3/6/1987,00:00,,,17.600,0.000,17.600,11.990,9.990,-5.610,15.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/5/1987,00:00,,,24.200,0.000,24.200,11.990,9.990,-12.210,22.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,3/2/1988,00:00,,,21.400,0.000,21.400,11.990,9.990,-9.410,19.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379608N1213148W001,,10/4/1988,00:00,,,27.700,0.000,27.700,11.990,9.990,-15.710,25.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,10/17/1983,00:00,,,98.000,0.000,98.000,53.170,52.170,-44.830,97.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,3/14/1984,00:00,,,66.000,0.000,66.000,53.170,52.170,-12.830,65.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,3/15/1985,00:00,,,70.000,0.000,70.000,53.170,52.170,-16.830,69.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,10/16/1985,00:00,,,95.000,0.000,95.000,53.170,52.170,-41.830,94.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,4/10/1986,00:00,9 - Temporarily inaccessible,,,,,53.170,52.170,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,10/22/1986,00:00,9 - Temporarily inaccessible,,,,,53.170,52.170,,,,,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,4/7/1987,00:00,,,74.000,0.000,74.000,53.170,52.170,-20.830,73.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,10/26/1987,00:00,,,83.000,0.000,83.000,53.170,52.170,-29.830,82.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,3/9/1988,00:00,,,81.000,0.000,81.000,53.170,52.170,-27.830,80.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1211636W001,01N07E01M002,10/4/1988,00:00,,,92.000,0.000,92.000,53.170,52.170,-38.830,91.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,10/17/1983,00:00,,,9.000,0.000,9.000,3.530,2.030,-5.470,7.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,3/14/1984,00:00,,,7.000,0.000,7.000,3.530,2.030,-3.470,5.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,3/14/1985,00:00,,,7.500,0.000,7.500,3.530,2.030,-3.970,6.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,10/15/1985,00:00,,,10.500,0.000,10.500,3.530,2.030,-6.970,9.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,4/14/1986,00:00,,,6.000,0.000,6.000,3.530,2.030,-2.470,4.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,10/22/1986,00:00,,,9.500,0.000,9.500,3.530,2.030,-5.970,8.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,4/7/1987,00:00,,,7.000,0.000,7.000,3.530,2.030,-3.470,5.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,10/26/1987,00:00,,,10.000,0.000,10.000,3.530,2.030,-6.470,8.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,3/9/1988,00:00,,,9.000,0.000,9.000,3.530,2.030,-5.470,7.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379625N1213469W001,01N06E05M004,10/4/1988,00:00,,,12.500,0.000,12.500,3.530,2.030,-8.970,11.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379626N1211990W001,01N07E03M001,12/7/1983,00:00,,,75.000,0.000,75.000,44.110,43.110,-30.890,74.000,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
379626N1211990W001,01N07E03M001,4/11/1984,00:00,,,53.500,0.000,53.500,44.110,43.110,-9.390,52.500,UNK - Unknown,Unknown,San Joaquin County Flood Control and Water Conservation District,Voluntary,,SanJoaquin_06.21.1983-12.31.1988
