CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/16/1990,00:00,,,2.500,0.000,2.500,3.940,2.540,1.440,1.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/10/1990,00:00,,,2.900,0.000,2.900,3.940,2.540,1.040,1.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,2/27/1991,00:00,,,2.300,0.000,2.300,3.940,2.540,1.640,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/18/1991,00:00,,,2.800,0.000,2.800,3.940,2.540,1.140,1.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/11/1992,00:00,,,2.000,0.000,2.000,3.940,2.540,1.940,0.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/8/1992,00:00,,,2.800,0.000,2.800,3.940,2.540,1.140,1.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/5/1983,00:00,,,2.000,0.000,2.000,3.940,2.540,1.940,0.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/12/1984,00:00,,,2.100,0.000,2.100,3.940,2.540,1.840,0.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/2/1984,00:00,,,6.000,0.000,6.000,3.940,2.540,-2.060,4.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/8/1985,00:00,,,2.400,0.000,2.400,3.940,2.540,1.540,1.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/8/1985,00:00,,,3.000,0.000,3.000,3.940,2.540,0.940,1.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/17/1986,00:00,,,1.800,0.000,1.800,3.940,2.540,2.140,0.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/2/1986,00:00,,,5.300,0.000,5.300,3.940,2.540,-1.360,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,3/4/1987,00:00,5 - Unable to locate well,,,,,3.940,2.540,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,5/9/1988,00:00,,,5.300,0.000,5.300,3.940,2.540,-1.360,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,10/4/1988,00:00,,,5.000,0.000,5.000,3.940,2.540,-1.060,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,2/28/1989,00:00,,,2.700,0.000,2.700,3.940,2.540,1.240,1.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381511N1219946W001,,12/5/1989,00:00,,,2.300,0.000,2.300,3.940,2.540,1.640,0.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,4/25/1990,00:00,,,41.900,0.000,41.900,72.870,72.470,30.970,41.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/17/1990,00:00,,,43.000,0.000,43.000,72.870,72.470,29.870,42.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,2/27/1991,00:00,,,41.000,0.000,41.000,72.870,72.470,31.870,40.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/18/1991,00:00,,,41.500,0.000,41.500,72.870,72.470,31.370,41.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/11/1992,00:00,,,41.000,0.000,41.000,72.870,72.470,31.870,40.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/5/1992,00:00,,,43.200,0.000,43.200,72.870,72.470,29.670,42.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/7/1983,00:00,,,38.400,0.000,38.400,72.870,72.470,34.470,38.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/20/1984,00:00,,,37.700,0.000,37.700,72.870,72.470,35.170,37.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/3/1984,00:00,,,39.100,0.000,39.100,72.870,72.470,33.770,38.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/11/1985,00:00,,,39.100,0.000,39.100,72.870,72.470,33.770,38.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/9/1985,00:00,,,41.300,0.000,41.300,72.870,72.470,31.570,40.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/18/1986,00:00,,,39.600,0.000,39.600,72.870,72.470,33.270,39.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/3/1986,00:00,,,41.000,0.000,41.000,72.870,72.470,31.870,40.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/3/1987,00:00,,,40.700,0.000,40.700,72.870,72.470,32.170,40.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/13/1987,00:00,,,41.800,0.000,41.800,72.870,72.470,31.070,41.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,3/8/1988,00:00,,,40.000,0.000,40.000,72.870,72.470,32.870,39.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/3/1988,00:00,,,40.900,0.000,40.900,72.870,72.470,31.970,40.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,2/28/1989,00:00,,,40.600,0.000,40.600,72.870,72.470,32.270,40.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381724N1217450W001,,10/12/1989,00:00,1 - Pumping,,,,,72.870,72.470,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/16/1990,00:00,,,23.800,0.000,23.800,46.830,45.530,23.030,22.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/17/1990,00:00,,,27.500,0.000,27.500,46.830,45.530,19.330,26.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,2/27/1991,00:00,,,25.100,0.000,25.100,46.830,45.530,21.730,23.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/18/1991,00:00,,,26.000,0.000,26.000,46.830,45.530,20.830,24.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/11/1992,00:00,,,24.800,0.000,24.800,46.830,45.530,22.030,23.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/8/1992,00:00,,,27.700,0.000,27.700,46.830,45.530,19.130,26.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/5/1983,00:00,,,17.000,0.000,17.000,46.830,45.530,29.830,15.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/12/1984,00:00,,,14.500,0.000,14.500,46.830,45.530,32.330,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/3/1984,00:00,,,19.400,0.000,19.400,46.830,45.530,27.430,18.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/8/1985,00:00,,,19.200,0.000,19.200,46.830,45.530,27.630,17.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/8/1985,00:00,,,23.300,0.000,23.300,46.830,45.530,23.530,22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/17/1986,00:00,,,15.000,0.000,15.000,46.830,45.530,31.830,13.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/2/1986,00:00,,,20.000,0.000,20.000,46.830,45.530,26.830,18.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/4/1987,00:00,,,19.400,0.000,19.400,46.830,45.530,27.430,18.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/13/1987,00:00,,4 - Pumped recently,36.800,0.000,36.800,46.830,45.530,10.030,35.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,3/8/1988,00:00,,,21.200,0.000,21.200,46.830,45.530,25.630,19.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,10/4/1988,00:00,,,23.600,0.000,23.600,46.830,45.530,23.230,22.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,2/28/1989,00:00,,,23.800,0.000,23.800,46.830,45.530,23.030,22.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381768N1218899W001,,12/22/1989,00:00,,,24.000,0.000,24.000,46.830,45.530,22.830,22.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/16/1990,00:00,,,16.700,0.000,16.700,41.530,40.530,24.830,15.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/17/1990,00:00,,1 - Pumping,21.500,0.000,21.500,41.530,40.530,20.030,20.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,2/27/1991,00:00,,3 - Casing leaking or wet,32.000,0.000,32.000,41.530,40.530,9.530,31.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/18/1991,00:00,,,20.900,0.000,20.900,41.530,40.530,20.630,19.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/11/1992,00:00,,,17.000,0.000,17.000,41.530,40.530,24.530,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/8/1992,00:00,,,21.000,0.000,21.000,41.530,40.530,20.530,20.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/5/1983,00:00,1 - Pumping,,,,,41.530,40.530,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/7/1983,00:00,,,15.600,0.000,15.600,41.530,40.530,25.930,14.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/12/1984,00:00,,,12.200,0.000,12.200,41.530,40.530,29.330,11.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/3/1984,00:00,,,16.400,0.000,16.400,41.530,40.530,25.130,15.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/8/1985,00:00,,,14.200,0.000,14.200,41.530,40.530,27.330,13.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/8/1985,00:00,,,17.700,0.000,17.700,41.530,40.530,23.830,16.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/18/1986,00:00,,,11.000,0.000,11.000,41.530,40.530,30.530,10.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/2/1986,00:00,,,17.000,0.000,17.000,41.530,40.530,24.530,16.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/4/1987,00:00,,,17.200,0.000,17.200,41.530,40.530,24.330,16.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/13/1987,00:00,,,18.400,0.000,18.400,41.530,40.530,23.130,17.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,3/8/1988,00:00,,,16.500,0.000,16.500,41.530,40.530,25.030,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,10/4/1988,00:00,,,19.600,0.000,19.600,41.530,40.530,21.930,18.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,2/28/1989,00:00,,,18.300,0.000,18.300,41.530,40.530,23.230,17.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381842N1218887W001,,12/22/1989,00:00,,,18.000,0.000,18.000,41.530,40.530,23.530,17.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,10/5/1983,00:00,,,4.300,0.000,4.300,11.250,10.550,6.950,3.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,3/12/1984,00:00,,,3.400,0.000,3.400,11.250,10.550,7.850,2.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,10/2/1984,00:00,,,6.000,0.000,6.000,11.250,10.550,5.250,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,3/8/1985,00:00,,,2.600,0.000,2.600,11.250,10.550,8.650,1.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,10/8/1985,00:00,,,5.400,0.000,5.400,11.250,10.550,5.850,4.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,3/17/1986,00:00,,,18.000,0.000,18.000,11.250,10.550,-6.750,17.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,10/2/1986,00:00,,,4.400,0.000,4.400,11.250,10.550,6.850,3.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
381875N1219710W001,,3/4/1987,00:00,0 - Measurement Discontinued,,,,,11.250,10.550,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/16/1990,00:00,,,62.600,0.000,62.600,98.530,97.530,35.930,61.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/17/1990,00:00,,,64.000,0.000,64.000,98.530,97.530,34.530,63.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,2/27/1991,00:00,9 - Temporarily inaccessible,,,,,98.530,97.530,,,,,Department of Water Resources,Voluntary,RR CARS BLOCKING ACCESS ROAD,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/18/1991,00:00,,,63.700,0.000,63.700,98.530,97.530,34.830,62.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/11/1992,00:00,9 - Temporarily inaccessible,,,,,98.530,97.530,,,,,Department of Water Resources,Voluntary,RR CARS BLOCKING ACCESS RD,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/8/1992,00:00,,,64.000,0.000,64.000,98.530,97.530,34.530,63.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,RR CARS BLOCKING ACCESS ROAD,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/5/1983,00:00,,,62.000,0.000,62.000,98.530,97.530,36.530,61.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/12/1984,00:00,,,61.600,0.000,61.600,98.530,97.530,36.930,60.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/2/1984,00:00,,,61.700,0.000,61.700,98.530,97.530,36.830,60.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/8/1985,00:00,,,61.300,0.000,61.300,98.530,97.530,37.230,60.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/8/1985,00:00,,,61.100,0.000,61.100,98.530,97.530,37.430,60.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/17/1986,00:00,,,61.000,0.000,61.000,98.530,97.530,37.530,60.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/2/1986,00:00,,,60.900,0.000,60.900,98.530,97.530,37.630,59.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/4/1987,00:00,,,60.900,0.000,60.900,98.530,97.530,37.630,59.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/3/1987,00:00,,,61.300,0.000,61.300,98.530,97.530,37.230,60.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,3/8/1988,00:00,,,61.100,0.000,61.100,98.530,97.530,37.430,60.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,10/3/1988,00:00,,,68.500,0.000,68.500,98.530,97.530,30.030,67.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,2/28/1989,00:00,,,63.500,0.000,63.500,98.530,97.530,35.030,62.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382050N1218791W001,,12/22/1989,00:00,,,62.500,0.000,62.500,98.530,97.530,36.030,61.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/16/1990,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,OVERFLOWING,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/10/1990,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/18/1991,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/13/1992,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/8/1992,00:00,7 - Special/Other,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,WORKING ON WELL,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/4/1983,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/12/1984,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/2/1984,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/8/1985,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/7/1985,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/6/1986,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/2/1986,00:00,,,0.200,0.000,0.200,7.190,6.590,6.990,-0.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/4/1987,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/14/1987,00:00,4 - Can't get tape in casing,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,CAN'T REMOVE PLUG,Solano_06.21.1983-12.31.1992
382080N1220832W001,,10/11/1988,00:00,,,2.200,0.000,2.200,7.190,6.590,4.990,1.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,2/27/1989,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,12/5/1989,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382080N1220832W001,,3/7/1991,00:00,F - Flowing artesian well,,,,,7.190,6.590,,,,,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/16/1990,00:00,,,19.200,0.000,19.200,46.390,45.590,27.190,18.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/10/1990,00:00,,,21.000,0.000,21.000,46.390,45.590,25.390,20.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/7/1991,00:00,,,21.100,0.000,21.100,46.390,45.590,25.290,20.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/18/1991,00:00,,,21.500,0.000,21.500,46.390,45.590,24.890,20.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/13/1992,00:00,,,21.000,0.000,21.000,46.390,45.590,25.390,20.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/8/1992,00:00,,,20.900,0.000,20.900,46.390,45.590,25.490,20.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/5/1983,00:00,,,17.500,0.000,17.500,46.390,45.590,28.890,16.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/12/1984,00:00,,,15.600,0.000,15.600,46.390,45.590,30.790,14.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/2/1984,00:00,,,18.100,0.000,18.100,46.390,45.590,28.290,17.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/8/1985,00:00,,,16.700,0.000,16.700,46.390,45.590,29.690,15.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/7/1985,00:00,,,18.500,0.000,18.500,46.390,45.590,27.890,17.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/14/1986,00:00,,,16.100,0.000,16.100,46.390,45.590,30.290,15.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/2/1986,00:00,,,18.000,0.000,18.000,46.390,45.590,28.390,17.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/4/1987,00:00,,,17.900,0.000,17.900,46.390,45.590,28.490,17.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/14/1987,00:00,,,19.300,0.000,19.300,46.390,45.590,27.090,18.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,3/15/1988,00:00,,,18.200,0.000,18.200,46.390,45.590,28.190,17.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,10/11/1988,00:00,,,20.000,0.000,20.000,46.390,45.590,26.390,19.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,2/27/1989,00:00,,,19.100,0.000,19.100,46.390,45.590,27.290,18.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382103N1221444W001,,12/5/1989,00:00,,,20.900,0.000,20.900,46.390,45.590,25.490,20.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382190N1219520W001,,4/25/1990,00:00,,,12.000,0.000,12.000,22.560,22.560,10.560,12.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382190N1219520W001,,11/6/1990,00:00,,,13.300,0.000,13.300,22.560,22.560,9.260,13.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
