CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Solano_06.21.1983-12.31.1992
384381N1218598W001,07N01E21H003M,4/1/1992,00:00,,,28.400,0.000,28.400,73.580,73.080,45.180,27.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384381N1218598W001,07N01E21H003M,10/20/1992,00:00,,,56.600,0.000,56.600,73.580,73.080,16.980,56.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/15/1990,00:00,7 - Special/Other,,,,,48.640,47.540,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/11/1990,00:00,,,45.600,0.000,45.600,48.640,47.540,3.040,44.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/19/1983,00:00,,,43.300,0.000,43.300,48.640,47.540,5.340,42.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/20/1984,00:00,,,24.100,0.000,24.100,48.640,47.540,24.540,23.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/17/1984,00:00,,,44.800,0.000,44.800,48.640,47.540,3.840,43.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/18/1985,00:00,,,39.600,0.000,39.600,48.640,47.540,9.040,38.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/2/1985,00:00,,,47.500,0.000,47.500,48.640,47.540,1.140,46.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/17/1986,00:00,,,8.900,0.000,8.900,48.640,47.540,39.740,7.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/15/1986,00:00,,,33.800,0.000,33.800,48.640,47.540,14.840,32.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/19/1987,00:00,,,23.500,0.000,23.500,48.640,47.540,25.140,22.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/26/1987,00:00,,,37.700,0.000,37.700,48.640,47.540,10.940,36.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/10/1988,00:00,,,26.100,0.000,26.100,48.640,47.540,22.540,25.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/24/1988,00:00,,,37.100,0.000,37.100,48.640,47.540,11.540,36.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/27/1989,00:00,,,29.100,0.000,29.100,48.640,47.540,19.540,28.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/13/1989,00:00,,,41.800,0.000,41.800,48.640,47.540,6.840,40.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/11/1991,00:00,9 - Temporarily inaccessible,,,,,48.640,47.540,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/15/1991,00:00,,,52.100,0.000,52.100,48.640,47.540,-3.460,51.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,3/31/1992,00:00,,,33.600,0.000,33.600,48.640,47.540,15.040,32.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384386N1217610W001,,10/21/1992,00:00,,,43.100,0.000,43.100,48.640,47.540,5.540,42.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/15/1990,00:00,7 - Special/Other,,,,,53.260,52.860,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/11/1990,00:00,,8 - Oil or foreign substance in casing,39.100,0.000,39.100,53.260,52.860,14.160,38.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/19/1983,00:00,,,30.300,0.000,30.300,53.260,52.860,22.960,29.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/19/1984,00:00,,,19.600,0.000,19.600,53.260,52.860,33.660,19.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/17/1984,00:00,,,32.600,0.000,32.600,53.260,52.860,20.660,32.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/18/1985,00:00,,,25.900,0.000,25.900,53.260,52.860,27.360,25.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/3/1985,00:00,,,34.200,0.000,34.200,53.260,52.860,19.060,33.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/18/1986,00:00,,,9.800,0.000,9.800,53.260,52.860,43.460,9.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/15/1986,00:00,,,26.500,0.000,26.500,53.260,52.860,26.760,26.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/27/1987,00:00,,,21.000,0.000,21.000,53.260,52.860,32.260,20.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/26/1987,00:00,,8 - Oil or foreign substance in casing,28.400,0.000,28.400,53.260,52.860,24.860,28.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/10/1988,00:00,,8 - Oil or foreign substance in casing,24.000,0.000,24.000,53.260,52.860,29.260,23.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/24/1988,00:00,,8 - Oil or foreign substance in casing,33.000,0.000,33.000,53.260,52.860,20.260,32.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/27/1989,00:00,,,27.900,0.000,27.900,53.260,52.860,25.360,27.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/19/1989,00:00,,8 - Oil or foreign substance in casing,35.200,0.000,35.200,53.260,52.860,18.060,34.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/11/1991,00:00,,8 - Oil or foreign substance in casing,34.200,0.000,34.200,53.260,52.860,19.060,33.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/15/1991,00:00,1 - Pumping,,,,,53.260,52.860,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,3/31/1992,00:00,,,33.800,0.000,33.800,53.260,52.860,19.460,33.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384396N1218039W001,07N02E19E001M,10/21/1992,00:00,,8 - Oil or foreign substance in casing,38.500,0.000,38.500,53.260,52.860,14.760,38.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/15/1990,00:00,7 - Special/Other,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/12/1990,00:00,,4 - Pumped recently,124.900,0.000,124.900,228.140,227.640,103.240,124.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/21/1983,00:00,,,82.100,0.000,82.100,228.140,227.640,146.040,81.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/22/1984,00:00,,,75.000,0.000,75.000,228.140,227.640,153.140,74.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/16/1984,00:00,9 - Temporarily inaccessible,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/15/1985,00:00,,,84.000,0.000,84.000,228.140,227.640,144.140,83.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/16/1985,00:00,,,94.300,0.000,94.300,228.140,227.640,133.840,93.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/18/1986,00:00,,,100.500,0.000,100.500,228.140,227.640,127.640,100.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/16/1986,00:00,,,98.300,0.000,98.300,228.140,227.640,129.840,97.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/20/1987,00:00,,,95.700,0.000,95.700,228.140,227.640,132.440,95.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/30/1987,00:00,,,100.200,0.000,100.200,228.140,227.640,127.940,99.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/11/1988,00:00,7 - Special/Other,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/18/1988,00:00,,,118.600,0.000,118.600,228.140,227.640,109.540,118.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/28/1989,00:00,7 - Special/Other,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/26/1989,00:00,7 - Special/Other,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/8/1991,00:00,,,124.400,0.000,124.400,228.140,227.640,103.740,123.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/9/1991,00:00,7 - Special/Other,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,3/30/1992,00:00,,,136.100,0.000,136.100,228.140,227.640,92.040,135.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384463N1219951W001,,10/16/1992,00:00,9 - Temporarily inaccessible,,,,,228.140,227.640,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/15/1990,00:00,7 - Special/Other,,,,,133.120,132.620,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/12/1990,00:00,,,23.100,0.000,23.100,133.120,132.620,110.020,22.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/22/1984,00:00,,,19.700,0.000,19.700,133.120,132.620,113.420,19.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/16/1984,00:00,,,20.300,0.000,20.300,133.120,132.620,112.820,19.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/15/1985,00:00,,,19.100,0.000,19.100,133.120,132.620,114.020,18.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/16/1985,00:00,,,20.200,0.000,20.200,133.120,132.620,112.920,19.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/18/1986,00:00,,,18.600,0.000,18.600,133.120,132.620,114.520,18.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/16/1986,00:00,,,19.100,0.000,19.100,133.120,132.620,114.020,18.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/20/1987,00:00,,,18.500,0.000,18.500,133.120,132.620,114.620,18.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/30/1987,00:00,,,20.200,0.000,20.200,133.120,132.620,112.920,19.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/11/1988,00:00,,,19.100,0.000,19.100,133.120,132.620,114.020,18.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/18/1988,00:00,,,17.000,0.000,17.000,133.120,132.620,116.120,16.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/28/1989,00:00,,,21.400,0.000,21.400,133.120,132.620,111.720,20.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/26/1989,00:00,,,21.300,0.000,21.300,133.120,132.620,111.820,20.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,3/8/1991,00:00,,,22.900,0.000,22.900,133.120,132.620,110.220,22.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/9/1991,00:00,,,23.400,0.000,23.400,133.120,132.620,109.720,22.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,4/2/1992,00:00,9 - Temporarily inaccessible,,,,,133.120,132.620,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384520N1219592W001,07N01W15L001M,10/16/1992,00:00,,,21.900,0.000,21.900,133.120,132.620,111.220,21.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/15/1990,00:00,7 - Special/Other,,,,,34.030,33.530,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/11/1990,00:00,,,27.500,0.000,27.500,34.030,33.530,6.530,27.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/18/1983,00:00,,,29.900,0.000,29.900,34.030,33.530,4.130,29.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/20/1984,00:00,,,20.000,0.000,20.000,34.030,33.530,14.030,19.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/17/1984,00:00,,,26.800,0.000,26.800,34.030,33.530,7.230,26.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/12/1985,00:00,,,22.600,0.000,22.600,34.030,33.530,11.430,22.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/2/1985,00:00,,,23.600,0.000,23.600,34.030,33.530,10.430,23.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/17/1986,00:00,,,14.500,0.000,14.500,34.030,33.530,19.530,14.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/15/1986,00:00,,,17.400,0.000,17.400,34.030,33.530,16.630,16.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/19/1987,00:00,,,17.700,0.000,17.700,34.030,33.530,16.330,17.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/15/1987,00:00,,,24.800,0.000,24.800,34.030,33.530,9.230,24.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/10/1988,00:00,1 - Pumping,,,,,34.030,33.530,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/26/1988,00:00,,,22.800,0.000,22.800,34.030,33.530,11.230,22.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/27/1989,00:00,,,22.300,0.000,22.300,34.030,33.530,11.730,21.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/12/1989,00:00,,,25.400,0.000,25.400,34.030,33.530,8.630,24.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/13/1991,00:00,,,27.800,0.000,27.800,34.030,33.530,6.230,27.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/15/1991,00:00,,,31.400,0.000,31.400,34.030,33.530,2.630,30.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,3/30/1992,00:00,,,28.700,0.000,28.700,34.030,33.530,5.330,28.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384526N1217218W001,,10/21/1992,00:00,,,31.800,0.000,31.800,34.030,33.530,2.230,31.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/15/1990,00:00,7 - Special/Other,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/12/1990,00:00,,,120.300,0.000,120.300,233.430,232.630,113.130,119.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/21/1983,00:00,,,117.300,0.000,117.300,233.430,232.630,116.130,116.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/22/1984,00:00,,,114.800,0.000,114.800,233.430,232.630,118.630,114.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/16/1984,00:00,9 - Temporarily inaccessible,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/15/1985,00:00,,,113.700,0.000,113.700,233.430,232.630,119.730,112.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/16/1985,00:00,1 - Pumping,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/18/1986,00:00,,,116.600,0.000,116.600,233.430,232.630,116.830,115.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/16/1986,00:00,,,114.300,0.000,114.300,233.430,232.630,119.130,113.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/20/1987,00:00,,,120.100,0.000,120.100,233.430,232.630,113.330,119.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/30/1987,00:00,,,114.100,0.000,114.100,233.430,232.630,119.330,113.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/11/1988,00:00,7 - Special/Other,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/18/1988,00:00,7 - Special/Other,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/28/1989,00:00,7 - Special/Other,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/26/1989,00:00,9 - Temporarily inaccessible,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/8/1991,00:00,,,139.700,0.000,139.700,233.430,232.630,93.730,138.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/9/1991,00:00,9 - Temporarily inaccessible,,,,,233.430,232.630,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,3/30/1992,00:00,,,139.100,0.000,139.100,233.430,232.630,94.330,138.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384528N1219764W001,,10/16/1992,00:00,,4 - Pumped recently,147.000,0.000,147.000,233.430,232.630,86.430,146.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384533N1219580W001,,10/18/1983,00:00,,,21.500,0.000,21.500,132.110,130.610,110.610,20.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384533N1219580W001,,3/22/1984,00:00,0 - Measurement Discontinued,,,,,132.110,130.610,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/15/1990,00:00,7 - Special/Other,,,,,108.600,107.600,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/12/1990,00:00,,,16.100,0.000,16.100,108.600,107.600,92.500,15.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/18/1983,00:00,,,7.400,0.000,7.400,108.600,107.600,101.200,6.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/22/1984,00:00,,,10.600,0.000,10.600,108.600,107.600,98.000,9.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/16/1984,00:00,,,11.900,0.000,11.900,108.600,107.600,96.700,10.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/15/1985,00:00,,,11.200,0.000,11.200,108.600,107.600,97.400,10.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/16/1985,00:00,,,14.300,0.000,14.300,108.600,107.600,94.300,13.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/18/1986,00:00,1 - Pumping,,,,,108.600,107.600,,,,,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/17/1986,00:00,,,13.300,0.000,13.300,108.600,107.600,95.300,12.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/30/1987,00:00,,,12.500,0.000,12.500,108.600,107.600,96.100,11.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,11/2/1987,00:00,,,13.900,0.000,13.900,108.600,107.600,94.700,12.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/11/1988,00:00,,,12.900,0.000,12.900,108.600,107.600,95.700,11.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/18/1988,00:00,,,13.300,0.000,13.300,108.600,107.600,95.300,12.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/28/1989,00:00,,,13.900,0.000,13.900,108.600,107.600,94.700,12.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/26/1989,00:00,,,15.000,0.000,15.000,108.600,107.600,93.600,14.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/8/1991,00:00,,,15.800,0.000,15.800,108.600,107.600,92.800,14.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,10/9/1991,00:00,,,16.600,0.000,16.600,108.600,107.600,92.000,15.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
384565N1219185W001,07N01W13H001M,3/30/1992,00:00,,,13.000,0.000,13.000,108.600,107.600,95.600,12.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Solano_06.21.1983-12.31.1992
