CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Monterey_06.21.1983-06.21.2013
366295N1218394W001,CDM MW-2 Ord Village,3/21/2013,13:26,,,60.680,0.000,60.680,63.510,63.820,2.830,60.990,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W001,MPWMD #FO-08-Shallow,9/29/2011,00:00,,,373.310,0.000,373.310,378.040,379.130,4.730,374.400,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W001,MPWMD #FO-08-Shallow,4/5/2012,14:55,,,372.580,0.000,372.580,378.040,379.130,5.460,373.670,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W001,MPWMD #FO-08-Shallow,10/1/2012,14:27,,,373.630,0.000,373.630,378.040,379.130,4.410,374.720,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W001,MPWMD #FO-08-Shallow,3/21/2013,14:35,,,372.770,0.000,372.770,378.040,379.130,5.270,373.860,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W002,MPWMD #FO-08-Deep,9/29/2011,00:00,,,400.360,0.000,400.360,378.100,379.130,-22.260,401.390,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W002,MPWMD #FO-08-Deep,4/5/2012,14:55,,,394.620,0.000,394.620,378.100,379.130,-16.520,395.650,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W002,MPWMD #FO-08-Deep,10/1/2012,14:27,,,403.280,0.000,403.280,378.100,379.130,-25.180,404.310,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366363N1218018W002,MPWMD #FO-08-Deep,3/21/2013,14:35,,,396.020,0.000,396.020,378.100,379.130,-17.920,397.050,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W001,MPWMD #FO-09-Shallow,9/28/2011,00:00,,,111.720,0.000,111.720,118.890,118.610,7.170,111.440,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W001,MPWMD #FO-09-Shallow,5/1/2012,11:55,,,110.720,0.000,110.720,118.890,118.610,8.170,110.440,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W001,MPWMD #FO-09-Shallow,9/26/2012,10:55,,,111.890,0.000,111.890,118.890,118.610,7.000,111.610,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W001,MPWMD #FO-09-Shallow,3/22/2013,13:25,,,110.820,0.000,110.820,118.890,118.610,8.070,110.540,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W002,MPWMD #FO-09-Deep,9/28/2011,00:00,,,142.510,0.000,142.510,118.850,118.610,-23.660,142.270,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W002,MPWMD #FO-09-Deep,5/1/2012,11:55,,,134.120,0.000,134.120,118.850,118.610,-15.270,133.880,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W002,MPWMD #FO-09-Deep,9/26/2012,10:55,,,144.870,0.000,144.870,118.850,118.610,-26.020,144.630,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366380N1218276W002,MPWMD #FO-09-Deep,3/22/2013,13:25,,,136.580,0.000,136.580,118.850,118.610,-17.730,136.340,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W001,MPWMD #FO-10-Shallow,9/29/2011,00:00,,,204.660,0.000,204.660,200.850,200.450,-3.810,204.260,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W001,MPWMD #FO-10-Shallow,4/6/2012,11:30,,,203.810,0.000,203.810,200.850,200.450,-2.960,203.410,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W001,MPWMD #FO-10-Shallow,10/3/2012,12:45,,,206.530,0.000,206.530,200.850,200.450,-5.680,206.130,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W001,MPWMD #FO-10-Shallow,2/28/2013,11:20,,,204.150,0.000,204.150,200.850,200.450,-3.300,203.750,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W002,MPWMD #FO-10-Deep,9/29/2011,00:00,,,204.740,0.000,204.740,201.030,200.450,-3.710,204.160,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W002,MPWMD #FO-10-Deep,4/6/2012,11:30,,,203.140,0.000,203.140,201.030,200.450,-2.110,202.560,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,Voluntary,,Monterey_06.21.1983-06.21.2013
366466N1218079W002,MPWMD #FO-10-Deep,10/3/2012,12:45,,,206.640,0.000,206.640,201.030,200.450,-5.610,206.060,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366466N1218079W002,MPWMD #FO-10-Deep,2/28/2013,11:20,,,203.890,0.000,203.890,201.030,200.450,-2.860,203.310,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366521N1218236W001,CDM MW-1 Beach,9/29/2011,00:00,,,89.900,0.000,89.900,93.150,93.810,3.250,90.560,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366521N1218236W001,CDM MW-1 Beach,4/6/2012,15:00,,,89.200,0.000,89.200,93.150,93.810,3.950,89.860,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366521N1218236W001,CDM MW-1 Beach,10/2/2012,13:05,,,89.510,0.000,89.510,93.150,93.810,3.640,90.170,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
366521N1218236W001,CDM MW-1 Beach,3/21/2013,13:10,,,89.980,0.000,89.980,93.150,93.810,3.170,90.640,ES - Electric sounder measurement,0.01 Ft,Monterey Peninsula Water Management District,CASGEM,,Monterey_06.21.1983-06.21.2013
368456N1217953W001,PV4S,10/14/2011,15:45,,,20.330,0.000,20.330,23.400,24.600,3.070,21.530,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,Voluntary,,Monterey_06.21.1983-06.21.2013
368456N1217953W001,PV4S,4/30/2012,13:00,,,19.090,0.000,19.090,23.400,24.600,4.310,20.290,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
368456N1217953W001,PV4S,10/16/2012,12:08,,,21.070,0.000,21.070,23.400,24.600,2.330,22.270,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
368456N1217953W002,PV4MD,10/14/2011,15:45,,,20.590,0.000,20.590,23.360,24.600,2.770,21.830,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,Voluntary,,Monterey_06.21.1983-06.21.2013
368456N1217953W002,PV4MD,4/30/2012,13:00,,,19.150,0.000,19.150,23.360,24.600,4.210,20.390,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
368456N1217953W002,PV4MD,10/16/2012,12:03,,,21.470,0.000,21.470,23.360,24.600,1.890,22.710,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
368695N1216599W001,Aimee Meadows Well,10/14/2011,14:15,,,201.880,0.000,201.880,215.000,213.700,13.120,200.580,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,Voluntary,,Monterey_06.21.1983-06.21.2013
368695N1216599W001,Aimee Meadows Well,5/1/2012,15:15,,,199.390,0.000,199.390,215.000,213.700,15.610,198.090,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
368695N1216599W001,Aimee Meadows Well,10/22/2012,11:40,,,203.110,0.000,203.110,215.000,213.700,11.890,201.810,ES - Electric sounder measurement,0.01 Ft,Pajaro Valley Water Management Agency,CASGEM,,Monterey_06.21.1983-06.21.2013
