CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanBenito_06.21.1983-06.21.2013
368820N1215547W001,1613,4/2/2013,08:26,9 - Temporarily inaccessible,,,,,155.000,153.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368820N1215547W001,1613,4/2/2013,08:26,9 - Temporarily inaccessible,,,,,155.000,153.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,10/6/2011,08:15,,,52.390,0.000,52.390,234.000,233.330,181.610,51.720,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,1/19/2012,10:35,,6 - Other,39.010,0.000,39.010,236.000,235.330,196.990,38.340,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,4/10/2012,10:00,,6 - Other,38.560,0.000,38.560,236.000,235.330,197.440,37.890,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,8/1/2012,00:00,,2 - Nearby pump operating,39.420,0.000,39.420,236.000,235.330,196.580,38.750,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,10/9/2012,11:36,,4 - Pumped recently,41.360,0.000,41.360,236.000,235.330,194.640,40.690,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,1/4/2013,14:37,,,37.540,0.000,37.540,236.000,235.330,198.460,36.870,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368822N1214124W001,1346,5/13/2013,08:34,,,40.360,0.000,40.360,236.000,235.330,195.640,39.690,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,10/6/2011,11:46,,,47.360,0.000,47.360,244.000,242.000,196.640,45.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,1/18/2012,13:45,,,46.360,0.000,46.360,239.000,237.000,192.640,44.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,4/9/2012,09:46,,,47.120,0.000,47.120,239.000,237.000,191.880,45.120,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,8/2/2012,13:58,,,49.550,0.000,49.550,239.000,237.000,189.450,47.550,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,10/5/2012,14:25,,,54.360,0.000,54.360,239.000,237.000,184.640,52.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,1/4/2013,09:21,,,48.360,0.000,48.360,239.000,237.000,190.640,46.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368859N1213841W001,1216,4/25/2013,13:12,,,46.320,0.000,46.320,239.000,237.000,192.680,44.320,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,10/6/2011,08:00,,,37.840,0.000,37.840,218.000,218.000,180.160,37.840,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,1/19/2012,11:16,,,34.650,0.000,34.650,229.000,229.000,194.350,34.650,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,4/10/2012,10:37,,,33.890,0.000,33.890,229.000,229.000,195.110,33.890,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,8/1/2012,00:00,,,35.540,0.000,35.540,229.000,229.000,193.460,35.540,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,10/9/2012,11:12,,,37.280,0.000,37.280,229.000,229.000,191.720,37.280,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,1/4/2013,14:28,,,33.320,0.000,33.320,229.000,229.000,195.680,33.320,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368881N1213988W001,3605,5/13/2013,09:02,,,39.410,0.000,39.410,229.000,229.000,189.590,39.410,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,10/12/2011,08:15,,,27.420,0.000,27.420,140.000,137.000,112.580,24.420,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,1/9/2012,10:05,,,14.520,0.000,14.520,140.000,137.000,125.480,11.520,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,4/11/2012,09:15,,,13.220,0.000,13.220,140.000,137.000,126.780,10.220,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,7/6/2012,11:07,,,14.380,0.000,14.380,140.000,137.000,125.620,11.380,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,10/2/2012,09:10,,,16.650,0.000,16.650,140.000,137.000,123.350,13.650,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,1/29/2013,08:24,,,13.320,0.000,13.320,140.000,137.000,126.680,10.320,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368882N1215559W001,1598,4/2/2013,07:56,,6 - Other,20.120,0.000,20.120,140.000,137.000,119.880,17.120,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,Pump pulled for servicing.,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,10/12/2011,08:41,,,23.290,0.000,23.290,149.000,149.000,125.710,23.290,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,1/9/2012,10:41,,,21.360,0.000,21.360,150.000,150.000,128.640,21.360,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,4/11/2012,00:00,,,20.540,0.000,20.540,150.000,150.000,129.460,20.540,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,7/6/2012,11:16,,,21.470,0.000,21.470,150.000,150.000,128.530,21.470,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,10/2/2012,08:26,,,23.460,0.000,23.460,150.000,150.000,126.540,23.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,1/29/2013,09:15,,,20.510,0.000,20.510,150.000,150.000,129.490,20.510,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368889N1215649W001,3253,4/2/2013,08:39,,,21.320,0.000,21.320,150.000,150.000,128.680,21.320,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,10/6/2011,13:04,,,31.420,0.000,31.420,298.000,297.000,266.580,30.420,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,1/18/2012,13:15,,,34.690,0.000,34.690,303.000,302.000,268.310,33.690,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,4/9/2012,10:53,,,33.180,0.000,33.180,303.000,302.000,269.820,32.180,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,8/2/2012,11:35,,,36.850,0.000,36.850,303.000,302.000,266.150,35.850,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,10/1/2012,08:00,,,41.210,0.000,41.210,303.000,302.000,261.790,40.210,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,1/4/2013,10:19,,,31.180,0.000,31.180,303.000,302.000,271.820,30.180,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1213510W001,3459,4/25/2013,14:15,,,31.580,0.000,31.580,303.000,302.000,271.420,30.580,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,10/1/1983,00:00,9 - Temporarily inaccessible,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,3/1/1985,00:00,7 - Special/Other,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,3/1/1987,00:00,7 - Special/Other,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,10/1/1987,00:00,7 - Special/Other,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,3/1/1988,00:00,7 - Special/Other,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368922N1214268W001,,10/1/1988,00:00,7 - Special/Other,,,,,232.820,231.820,,,,,San Benito County Water District,Voluntary,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,10/6/2011,07:45,,,24.390,0.000,24.390,252.000,252.000,227.610,24.390,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,1/18/2012,14:05,,,17.550,0.000,17.550,252.000,252.000,234.450,17.550,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,4/10/2012,10:59,,,16.540,0.000,16.540,250.000,250.000,233.460,16.540,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,8/1/2012,00:00,,,17.940,0.000,17.940,250.000,250.000,232.060,17.940,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,10/9/2012,09:25,,,18.390,0.000,18.390,250.000,250.000,231.610,18.390,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,1/4/2013,15:01,,,16.880,0.000,16.880,250.000,250.000,233.120,16.880,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368938N1213641W001,3090,4/24/2013,10:10,,,21.130,0.000,21.130,250.000,250.000,228.870,21.130,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,10/5/2011,09:36,,,151.260,0.000,151.260,210.000,209.000,58.740,150.260,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,1/4/2012,14:28,,,156.390,0.000,156.390,217.000,216.000,60.610,155.390,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,4/17/2012,13:18,,,157.480,0.000,157.480,217.000,216.000,59.520,156.480,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,7/18/2012,11:48,,,154.360,0.000,154.360,217.000,216.000,62.640,153.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,10/5/2012,08:58,,,157.480,0.000,157.480,217.000,216.000,59.520,156.480,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,1/8/2013,14:58,,,143.240,0.000,143.240,217.000,216.000,73.760,142.240,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368953N1214524W001,12-5-17D1,5/1/2013,12:56,,,148.890,0.000,148.890,217.000,216.000,68.110,147.890,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,10/5/2011,10:25,,,147.210,0.000,147.210,204.000,203.000,56.790,146.210,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,1/4/2012,14:40,2 - Pump house locked,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,4/17/2012,13:27,7 - Special/Other,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,7/18/2012,12:58,9 - Temporarily inaccessible,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,10/5/2012,09:13,9 - Temporarily inaccessible,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,1/8/2013,10:23,9 - Temporarily inaccessible,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368981N1214635W001,12-5-7P1,5/1/2013,13:23,9 - Temporarily inaccessible,,,,,204.000,203.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,10/6/2011,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,1/18/2012,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,4/9/2012,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,7/27/2012,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,10/12/2012,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,1/14/2013,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368989N1213638W001,1135,4/1/2013,00:00,0 - Measurement Discontinued,,,,,237.000,237.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,10/6/2011,12:08,,,17.580,0.000,17.580,260.000,258.000,242.420,15.580,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,1/18/2012,13:00,,,21.590,0.000,21.590,266.000,264.000,244.410,19.590,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,4/9/2012,10:12,,,22.470,0.000,22.470,266.000,264.000,243.530,20.470,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,8/2/2012,09:12,,,24.390,0.000,24.390,266.000,264.000,241.610,22.390,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,10/5/2012,14:50,,,23.680,0.000,23.680,266.000,264.000,242.320,21.680,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,1/4/2013,10:08,,,19.540,0.000,19.540,266.000,264.000,246.460,17.540,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368996N1213550W001,1151,4/25/2013,14:02,,,18.740,0.000,18.740,266.000,264.000,247.260,16.740,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,10/19/2011,08:45,,,10.510,0.000,10.510,200.000,199.000,189.490,9.510,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,1/24/2012,13:05,9 - Temporarily inaccessible,,,,,200.000,199.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,4/24/2012,14:05,,,12.880,0.000,12.880,200.000,199.000,187.120,11.880,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,7/11/2012,08:07,,,12.460,0.000,12.460,200.000,199.000,187.540,11.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,10/9/2012,15:36,,,13.470,0.000,13.470,200.000,199.000,186.530,12.470,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,1/3/2013,15:34,,,11.270,0.000,11.270,200.000,199.000,188.730,10.270,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369022N1214229W001,1203,5/3/2013,14:15,,,12.240,0.000,12.240,200.000,199.000,187.760,11.240,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,10/5/2011,11:15,,,71.230,0.000,71.230,208.000,207.000,136.770,70.230,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,1/4/2012,15:15,,,65.230,0.000,65.230,207.000,206.000,141.770,64.230,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,4/17/2012,14:54,,,63.940,0.000,63.940,207.000,206.000,143.060,62.940,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,7/18/2012,14:35,,,63.450,0.000,63.450,207.000,206.000,143.550,62.450,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,10/5/2012,10:38,,,64.350,0.000,64.350,207.000,206.000,142.650,63.350,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,1/8/2013,15:15,,,66.490,0.000,66.490,207.000,206.000,140.510,65.490,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369075N1214377W001,1187,5/2/2013,10:10,,,66.320,0.000,66.320,207.000,206.000,140.680,65.320,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,10/6/2011,10:53,,,28.570,0.000,28.570,239.000,237.500,210.430,27.070,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,1/18/2012,10:30,,,25.580,0.000,25.580,248.000,246.500,222.420,24.080,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,4/9/2012,08:44,,,24.940,0.000,24.940,248.000,246.500,223.060,23.440,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,8/2/2012,10:50,,,27.090,0.000,27.090,248.000,246.500,220.910,25.590,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,10/5/2012,13:51,,,28.290,0.000,28.290,248.000,246.500,219.710,26.790,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,1/4/2013,08:37,,,24.360,0.000,24.360,248.000,246.500,223.640,22.860,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369158N1213549W001,1120,4/25/2013,10:24,,,26.240,0.000,26.240,248.000,246.500,221.760,24.740,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,10/19/2011,09:20,,,6.120,0.000,6.120,200.000,199.000,193.880,5.120,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,1/24/2012,08:43,,,8.480,0.000,8.480,202.000,201.000,193.520,7.480,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,4/24/2012,13:26,,,6.540,0.000,6.540,202.000,201.000,195.460,5.540,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,7/11/2012,09:38,,,7.580,0.000,7.580,202.000,201.000,194.420,6.580,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,10/9/2012,15:12,,,8.070,0.000,8.070,202.000,201.000,193.930,7.070,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,1/3/2013,15:07,,,6.560,0.000,6.560,202.000,201.000,195.440,5.560,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1213913W001,2237,5/3/2013,13:13,,,5.810,0.000,5.810,202.000,201.000,196.190,4.810,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,10/5/2011,09:28,4 - Can't get tape in casing,,,,,174.000,174.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,1/4/2012,14:05,,,62.260,0.000,62.260,177.000,177.000,114.740,62.260,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,4/17/2012,11:57,,,61.240,0.000,61.240,177.000,177.000,115.760,61.240,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,7/18/2012,11:13,,,60.610,0.000,60.610,177.000,177.000,116.390,60.610,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,10/4/2012,15:05,,,61.330,0.000,61.330,177.000,177.000,115.670,61.330,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,1/8/2013,09:48,,,58.460,0.000,58.460,177.000,177.000,118.540,58.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369172N1214654W001,12-5-6L1,5/1/2013,11:27,,,59.320,0.000,59.320,177.000,177.000,117.680,59.320,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,10/6/2011,11:10,F - Flowing artesian well,,,,,254.000,254.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,1/18/2012,11:15,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,4/9/2012,08:47,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,8/2/2012,10:58,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,10/5/2012,14:07,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,1/4/2013,08:49,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369173N1213509W001,1126,4/25/2013,11:29,F - Flowing artesian well,,,,,260.000,260.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369198N1214492W001,12-5-5G1,10/5/2011,09:10,,,61.230,0.000,61.230,171.000,170.500,109.770,60.730,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369198N1214492W001,12-5-5G1,1/4/2012,11:40,,,44.240,0.000,44.240,175.000,174.500,130.760,43.740,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
369198N1214492W001,12-5-5G1,4/17/2012,10:18,,,43.160,0.000,43.160,175.000,174.500,131.840,42.660,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
