CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,3/27/2012,00:00,,,49.400,0.000,49.400,"1,114.090","1,114.090","1,064.690",49.400,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,2/26/1997,00:00,,,64.000,0.000,64.000,"1,114.090","1,114.090","1,050.090",64.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/10/2000,00:00,,,55.800,0.000,55.800,"1,114.090","1,114.090","1,058.290",55.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/23/2003,00:00,,,54.600,0.000,54.600,"1,114.090","1,114.090","1,059.490",54.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/8/2004,00:00,,,55.100,0.000,55.100,"1,114.090","1,114.090","1,058.990",55.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/27/2005,00:00,,,74.000,0.000,74.000,"1,114.090","1,114.090","1,040.090",74.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/27/2006,00:00,,,65.600,0.000,65.600,"1,114.090","1,114.090","1,048.490",65.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/27/2007,00:00,,,76.800,0.000,76.800,"1,114.090","1,114.090","1,037.290",76.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/21/2009,00:00,,,51.800,0.000,51.800,"1,114.090","1,114.090","1,062.290",51.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365878N1207829W001,15S11E32A001M,4/23/2013,00:00,,,54.100,0.000,54.100,"1,114.090","1,114.090","1,059.990",54.100,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,3/27/2012,00:00,,,31.200,0.000,31.200,"1,043.070","1,043.070","1,011.870",31.200,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,2/26/1997,00:00,,,36.200,0.000,36.200,"1,043.070","1,043.070","1,006.870",36.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/10/2000,00:00,,,34.800,0.000,34.800,"1,043.070","1,043.070","1,008.270",34.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/24/2003,00:00,,,34.000,0.000,34.000,"1,043.070","1,043.070","1,009.070",34.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/8/2004,00:00,,,28.900,0.000,28.900,"1,043.070","1,043.070","1,014.170",28.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/27/2005,00:00,,,35.500,0.000,35.500,"1,043.070","1,043.070","1,007.570",35.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/27/2006,00:00,,,33.000,0.000,33.000,"1,043.070","1,043.070","1,010.070",33.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/27/2007,00:00,,,33.100,0.000,33.100,"1,043.070","1,043.070","1,009.970",33.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/21/2009,00:00,,,32.500,0.000,32.500,"1,043.070","1,043.070","1,010.570",32.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365881N1207668W001,15S11E28R001M,4/23/2013,00:00,,,30.900,0.000,30.900,"1,043.070","1,043.070","1,012.170",30.900,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,3/27/2012,00:00,,,35.700,0.000,35.700,"1,163.100","1,163.100","1,127.400",35.700,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,2/26/1997,00:00,,,45.800,0.000,45.800,"1,163.100","1,163.100","1,117.300",45.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/10/2000,00:00,,,35.600,0.000,35.600,"1,163.100","1,163.100","1,127.500",35.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/23/2003,00:00,,,36.200,0.000,36.200,"1,163.100","1,163.100","1,126.900",36.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/8/2004,00:00,,,38.500,0.000,38.500,"1,163.100","1,163.100","1,124.600",38.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/27/2005,00:00,,,37.600,0.000,37.600,"1,163.100","1,163.100","1,125.500",37.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/27/2006,00:00,9 - Temporarily inaccessible,,,,,"1,163.100","1,163.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/27/2007,00:00,,,35.900,0.000,35.900,"1,163.100","1,163.100","1,127.200",35.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/21/2009,00:00,,,38.200,0.000,38.200,"1,163.100","1,163.100","1,124.900",38.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365906N1207988W001,15S11E30R001M,4/23/2013,00:00,,,34.200,0.000,34.200,"1,163.100","1,163.100","1,128.900",34.200,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,3/27/2012,00:00,,,52.600,0.000,52.600,"1,174.120","1,173.120","1,121.520",51.600,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,2/26/1997,00:00,,,72.700,0.000,72.700,"1,174.120","1,173.120","1,101.420",71.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/10/2000,00:00,,9 - Acoustical sounder,64.000,0.000,64.000,"1,174.120","1,173.120","1,110.120",63.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/24/2003,00:00,,,61.000,0.000,61.000,"1,174.120","1,173.120","1,113.120",60.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/8/2004,00:00,,,62.400,0.000,62.400,"1,174.120","1,173.120","1,111.720",61.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/27/2005,00:00,9 - Temporarily inaccessible,,,,,"1,174.120","1,173.120",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/27/2006,00:00,9 - Temporarily inaccessible,,,,,"1,174.120","1,173.120",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/27/2007,00:00,9 - Temporarily inaccessible,,,,,"1,174.120","1,173.120",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/21/2009,00:00,D - Dry well,,,,,"1,174.120","1,173.120",,,,,Department of Water Resources,Voluntary,DRY @ 52.5,SanBenito_06.21.1983-06.21.2013
365925N1208335W001,15S10E25J001M,4/23/2013,00:00,,,52.900,0.000,52.900,"1,174.120","1,173.120","1,121.220",51.900,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,3/27/2012,00:00,,,58.700,0.000,58.700,"1,180.100","1,180.100","1,121.400",58.700,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,2/26/1997,00:00,,,77.600,0.000,77.600,"1,180.100","1,180.100","1,102.500",77.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/10/2000,00:00,,9 - Acoustical sounder,69.000,0.000,69.000,"1,180.100","1,180.100","1,111.100",69.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/23/2003,00:00,,9 - Acoustical sounder,63.000,0.000,63.000,"1,180.100","1,180.100","1,117.100",63.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/8/2004,00:00,,,61.700,0.000,61.700,"1,180.100","1,180.100","1,118.400",61.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/27/2005,00:00,,,58.700,0.000,58.700,"1,180.100","1,180.100","1,121.400",58.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/27/2006,00:00,9 - Temporarily inaccessible,,,,,"1,180.100","1,180.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/27/2007,00:00,,,68.900,0.000,68.900,"1,180.100","1,180.100","1,111.200",68.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/21/2009,00:00,,,57.700,0.000,57.700,"1,180.100","1,180.100","1,122.400",57.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208057W001,15S11E30K001M,4/23/2013,00:00,,,65.700,0.000,65.700,"1,180.100","1,180.100","1,114.400",65.700,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,3/27/2012,00:00,,,58.300,0.000,58.300,"1,204.120","1,203.120","1,145.820",57.300,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,2/26/1997,00:00,,,71.600,0.000,71.600,"1,204.120","1,203.120","1,132.520",70.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/10/2000,00:00,,9 - Acoustical sounder,51.000,0.000,51.000,"1,204.120","1,203.120","1,153.120",50.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/23/2003,00:00,,,51.700,0.000,51.700,"1,204.120","1,203.120","1,152.420",50.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/8/2004,00:00,,,59.800,0.000,59.800,"1,204.120","1,203.120","1,144.320",58.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/27/2005,00:00,,,58.600,0.000,58.600,"1,204.120","1,203.120","1,145.520",57.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/27/2006,00:00,,,57.700,0.000,57.700,"1,204.120","1,203.120","1,146.420",56.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/27/2007,00:00,,,57.900,0.000,57.900,"1,204.120","1,203.120","1,146.220",56.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/21/2009,00:00,,,59.000,0.000,59.000,"1,204.120","1,203.120","1,145.120",58.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365931N1208338W001,15S10E25J002M,4/23/2013,00:00,,,59.000,0.000,59.000,"1,204.110","1,203.110","1,145.110",58.000,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,3/27/2012,00:00,2 - Pump house locked,,,,,"1,143.080","1,143.080",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,2/26/1997,00:00,,,98.200,0.000,98.200,"1,143.080","1,143.080","1,044.880",98.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/10/2000,00:00,,9 - Acoustical sounder,91.000,0.000,91.000,"1,143.080","1,143.080","1,052.080",91.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/23/2003,00:00,,,85.500,0.000,85.500,"1,143.080","1,143.080","1,057.580",85.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/8/2004,00:00,,,82.600,0.000,82.600,"1,143.080","1,143.080","1,060.480",82.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/27/2005,00:00,,,87.100,0.000,87.100,"1,143.080","1,143.080","1,055.980",87.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/27/2006,00:00,,,63.800,0.000,63.800,"1,143.080","1,143.080","1,079.280",63.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/27/2007,00:00,,,36.000,0.000,36.000,"1,143.080","1,143.080","1,107.080",36.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/21/2009,00:00,,,22.000,0.000,22.000,"1,143.080","1,143.080","1,121.080",22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365947N1207849W001,15S11E29J001M,4/23/2013,00:00,2 - Pump house locked,,,,,"1,143.080","1,143.080",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,3/27/2012,00:00,2 - Pump house locked,,,,,"1,189.100","1,188.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,2/26/1997,00:00,,,60.100,0.000,60.100,"1,189.100","1,188.100","1,129.000",59.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/10/2000,00:00,,9 - Acoustical sounder,51.000,0.000,51.000,"1,189.100","1,188.100","1,138.100",50.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/23/2003,00:00,,,47.300,0.000,47.300,"1,189.100","1,188.100","1,141.800",46.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/8/2004,00:00,,,47.500,0.000,47.500,"1,189.100","1,188.100","1,141.600",46.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/27/2005,00:00,,,51.100,0.000,51.100,"1,189.100","1,188.100","1,138.000",50.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/27/2006,00:00,9 - Temporarily inaccessible,,,,,"1,189.100","1,188.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/27/2007,00:00,,1 - Pumping,53.200,0.000,53.200,"1,189.100","1,188.100","1,135.900",52.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/21/2009,00:00,4 - Can't get tape in casing,,,,,"1,189.100","1,188.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208166W001,15S11E30M002M,4/23/2013,00:00,7 - Special/Other,,,,,"1,189.100","1,188.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,3/27/2012,00:00,,,49.400,0.000,49.400,"1,187.100","1,187.100","1,137.700",49.400,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,2/26/1997,00:00,,,63.500,0.000,63.500,"1,187.100","1,187.100","1,123.600",63.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/10/2000,00:00,,9 - Acoustical sounder,56.000,0.000,56.000,"1,187.100","1,187.100","1,131.100",56.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/23/2003,00:00,,,51.400,0.000,51.400,"1,187.100","1,187.100","1,135.700",51.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/8/2004,00:00,,,50.600,0.000,50.600,"1,187.100","1,187.100","1,136.500",50.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/27/2005,00:00,,,51.400,0.000,51.400,"1,187.100","1,187.100","1,135.700",51.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/27/2006,00:00,,,48.700,0.000,48.700,"1,187.100","1,187.100","1,138.400",48.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/27/2007,00:00,9 - Temporarily inaccessible,,,,,"1,187.100","1,187.100",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/21/2009,00:00,,,51.000,0.000,51.000,"1,187.100","1,187.100","1,136.100",51.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365950N1208199W001,15S11E30M001M,4/23/2013,00:00,7 - Special/Other,,,,,"1,187.100","1,187.100",,,,,Department of Water Resources,Voluntary,5 wire barbwire 6th wire hot wire,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,3/27/2012,00:00,,,58.700,0.000,58.700,"1,183.090","1,183.090","1,124.390",58.700,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,9/15/1983,00:00,,,88.000,0.000,88.000,"1,183.090","1,183.090","1,095.090",88.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,2/22/1988,00:00,,1 - Pumping,88.000,0.000,88.000,"1,183.090","1,183.090","1,095.090",88.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,1/8/1991,00:00,,,88.000,0.000,88.000,"1,183.090","1,183.090","1,095.090",88.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,3/18/1992,00:00,,9 - Acoustical sounder,87.000,0.000,87.000,"1,183.090","1,183.090","1,096.090",87.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/14/1993,00:00,,9 - Acoustical sounder,94.000,0.000,94.000,"1,183.090","1,183.090","1,089.090",94.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,3/17/1994,00:00,,,85.000,0.000,85.000,"1,183.090","1,183.090","1,098.090",85.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/26/1995,00:00,,,86.100,0.000,86.100,"1,183.090","1,183.090","1,096.990",86.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/23/1996,00:00,,,82.700,0.000,82.700,"1,183.090","1,183.090","1,100.390",82.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/10/2000,00:00,,9 - Acoustical sounder,71.000,0.000,71.000,"1,183.090","1,183.090","1,112.090",71.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/23/2003,00:00,,9 - Acoustical sounder,66.000,0.000,66.000,"1,183.090","1,183.090","1,117.090",66.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/8/2004,00:00,,,65.700,0.000,65.700,"1,183.090","1,183.090","1,117.390",65.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/27/2005,00:00,,,63.200,0.000,63.200,"1,183.090","1,183.090","1,119.890",63.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/27/2006,00:00,,,61.300,0.000,61.300,"1,183.090","1,183.090","1,121.790",61.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/27/2007,00:00,,,59.700,0.000,59.700,"1,183.090","1,183.090","1,123.390",59.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/21/2009,00:00,,,59.800,0.000,59.800,"1,183.090","1,183.090","1,123.290",59.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365961N1207954W001,15S11E29E001M,4/23/2013,00:00,,,60.200,0.000,60.200,"1,183.090","1,183.090","1,122.890",60.200,UNK - Unknown,0.1 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,3/27/2012,00:00,2 - Pump house locked,,,,,"1,194.090","1,193.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,2/26/1997,00:00,,,78.600,0.000,78.600,"1,194.090","1,193.090","1,115.490",77.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/10/2000,00:00,,9 - Acoustical sounder,73.000,0.000,73.000,"1,194.090","1,193.090","1,121.090",72.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/23/2003,00:00,,9 - Acoustical sounder,66.000,0.000,66.000,"1,194.090","1,193.090","1,128.090",65.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/8/2004,00:00,,9 - Acoustical sounder,65.000,0.000,65.000,"1,194.090","1,193.090","1,129.090",64.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/27/2005,00:00,9 - Temporarily inaccessible,,,,,"1,194.090","1,193.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/27/2006,00:00,,9 - Acoustical sounder,62.000,0.000,62.000,"1,194.090","1,193.090","1,132.090",61.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/27/2007,00:00,9 - Temporarily inaccessible,,,,,"1,194.090","1,193.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/21/2009,00:00,,,64.100,0.000,64.100,"1,194.090","1,193.090","1,129.990",63.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208116W001,15S11E30F001M,4/23/2013,00:00,2 - Pump house locked,,,,,"1,194.090","1,193.090",,,,,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,3/27/2012,00:00,,,52.900,0.000,52.900,"1,195.100","1,194.100","1,142.200",51.900,ST - Steel tape measurement,0.01 Ft,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
365972N1208193W001,15S11E30E003M,2/26/1997,00:00,,,65.300,0.000,65.300,"1,195.100","1,194.100","1,129.800",64.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,SanBenito_06.21.1983-06.21.2013
