CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Fresno_01.01.1988-12.31.1992
359786N1201116W001,,1/15/1991,00:00,,9 - Acoustical sounder,264.000,0.000,264.000,725.130,723.130,461.130,262.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359786N1201116W001,,3/19/1992,00:00,,9 - Acoustical sounder,262.000,0.000,262.000,725.130,723.130,463.130,260.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359789N1201166W001,,2/16/1988,00:00,,,285.000,0.000,285.000,750.130,748.130,465.130,283.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359789N1201166W001,,3/7/1990,00:00,,9 - Acoustical sounder,285.000,0.000,285.000,750.130,748.130,465.130,283.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359789N1201166W001,,1/15/1991,00:00,7 - Special/Other,,,,,750.130,748.130,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359789N1201166W001,,3/19/1992,00:00,6 - Well has been destroyed,,,,,750.130,748.130,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359878N1200960W001,,2/16/1988,00:00,,,320.000,0.000,320.000,769.130,768.130,449.130,319.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359878N1200960W001,,3/7/1990,00:00,,9 - Acoustical sounder,322.000,0.000,322.000,769.130,768.130,447.130,321.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359878N1200960W001,,1/15/1991,00:00,,9 - Acoustical sounder,324.000,0.000,324.000,769.130,768.130,445.130,323.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
359878N1200960W001,,3/19/1992,00:00,,9 - Acoustical sounder,324.000,0.000,324.000,769.130,768.130,445.130,323.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360622N1202027W001,,12/5/1988,00:00,,9 - Acoustical sounder,352.000,0.000,352.000,708.060,706.060,356.060,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360622N1202027W001,,12/9/1989,00:00,4 - Can't get tape in casing,,,,,708.060,706.060,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360622N1202027W001,,12/13/1990,00:00,,9 - Acoustical sounder,322.000,0.000,322.000,708.060,706.060,386.060,320.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360622N1202027W001,,12/18/1991,00:00,,9 - Acoustical sounder,324.000,0.000,324.000,708.060,706.060,384.060,322.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360622N1202027W001,,12/10/1992,00:00,,9 - Acoustical sounder,327.000,0.000,327.000,708.060,706.060,381.060,325.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360675N1202177W001,,12/5/1988,00:00,,9 - Acoustical sounder,330.000,0.000,330.000,679.070,678.070,349.070,329.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360675N1202177W001,,12/9/1989,00:00,,9 - Acoustical sounder,334.000,0.000,334.000,679.070,678.070,345.070,333.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360675N1202177W001,,12/13/1990,00:00,,9 - Acoustical sounder,348.000,0.000,348.000,679.070,678.070,331.070,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360675N1202177W001,,12/18/1991,00:00,,9 - Acoustical sounder,336.000,0.000,336.000,679.070,678.070,343.070,335.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360675N1202177W001,,12/10/1992,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,679.070,678.070,333.070,345.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360694N1202227W001,,12/5/1988,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,669.070,668.070,327.070,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360694N1202227W001,,12/9/1989,00:00,,9 - Acoustical sounder,350.000,0.000,350.000,669.070,668.070,319.070,349.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360694N1202227W001,,12/13/1990,00:00,,9 - Acoustical sounder,340.000,0.000,340.000,669.070,668.070,329.070,339.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360694N1202227W001,,12/18/1991,00:00,,9 - Acoustical sounder,344.000,0.000,344.000,669.070,668.070,325.070,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360694N1202227W001,,12/10/1992,00:00,,9 - Acoustical sounder,345.000,0.000,345.000,669.070,668.070,324.070,344.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360700N1202221W001,,12/5/1988,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,671.070,668.070,329.070,339.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360700N1202221W001,,12/9/1989,00:00,,9 - Acoustical sounder,344.000,0.000,344.000,671.070,668.070,327.070,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360700N1202221W001,,12/13/1990,00:00,,9 - Acoustical sounder,347.000,0.000,347.000,671.070,668.070,324.070,344.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360700N1202221W001,,12/18/1991,00:00,,9 - Acoustical sounder,349.000,0.000,349.000,671.070,668.070,322.070,346.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360700N1202221W001,,12/10/1992,00:00,,9 - Acoustical sounder,351.000,0.000,351.000,671.070,668.070,320.070,348.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360706N1202149W001,,12/5/1988,00:00,,9 - Acoustical sounder,350.000,0.000,350.000,676.060,675.060,326.060,349.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360706N1202149W001,,12/9/1989,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,676.060,675.060,330.060,345.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360706N1202149W001,,12/13/1990,00:00,,9 - Acoustical sounder,350.000,0.000,350.000,676.060,675.060,326.060,349.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360706N1202149W001,,12/18/1991,00:00,,9 - Acoustical sounder,354.000,0.000,354.000,676.060,675.060,322.060,353.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360706N1202149W001,,12/10/1992,00:00,,9 - Acoustical sounder,355.000,0.000,355.000,676.060,675.060,321.060,354.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360708N1202085W001,,12/5/1988,00:00,,9 - Acoustical sounder,314.000,0.000,314.000,683.060,683.060,369.060,314.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360708N1202085W001,,12/9/1989,00:00,,9 - Acoustical sounder,315.000,0.000,315.000,683.060,683.060,368.060,315.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360708N1202085W001,,12/13/1990,00:00,,9 - Acoustical sounder,318.000,0.000,318.000,683.060,683.060,365.060,318.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360708N1202085W001,,12/18/1991,00:00,,9 - Acoustical sounder,333.000,0.000,333.000,683.060,683.060,350.060,333.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360708N1202085W001,,12/10/1992,00:00,,9 - Acoustical sounder,324.000,0.000,324.000,683.060,683.060,359.060,324.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360714N1202096W001,,12/5/1988,00:00,,9 - Acoustical sounder,315.000,0.000,315.000,680.060,680.060,365.060,315.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360714N1202096W001,,12/9/1989,00:00,,9 - Acoustical sounder,315.000,0.000,315.000,680.060,680.060,365.060,315.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360714N1202096W001,,12/13/1990,00:00,,9 - Acoustical sounder,319.000,0.000,319.000,680.060,680.060,361.060,319.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360714N1202096W001,,12/18/1991,00:00,,9 - Acoustical sounder,325.000,0.000,325.000,680.060,680.060,355.060,325.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360714N1202096W001,,12/10/1992,00:00,,9 - Acoustical sounder,328.000,0.000,328.000,680.060,680.060,352.060,328.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360717N1202185W001,,12/5/1988,00:00,,9 - Acoustical sounder,343.000,0.000,343.000,667.060,666.060,324.060,342.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360717N1202185W001,,12/9/1989,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,667.060,666.060,325.060,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360717N1202185W001,,12/13/1990,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,667.060,666.060,325.060,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360717N1202185W001,,12/18/1991,00:00,,9 - Acoustical sounder,339.000,0.000,339.000,667.060,666.060,328.060,338.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360717N1202185W001,,12/10/1992,00:00,,9 - Acoustical sounder,339.000,0.000,339.000,667.060,666.060,328.060,338.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360753N1202185W001,,12/5/1988,00:00,,9 - Acoustical sounder,343.000,0.000,343.000,660.060,660.060,317.060,343.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360753N1202185W001,,12/9/1989,00:00,,9 - Acoustical sounder,342.000,0.000,342.000,660.060,660.060,318.060,342.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360753N1202185W001,,12/13/1990,00:00,,9 - Acoustical sounder,346.000,0.000,346.000,660.060,660.060,314.060,346.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360753N1202185W001,,12/18/1991,00:00,,9 - Acoustical sounder,347.000,0.000,347.000,660.060,660.060,313.060,347.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360753N1202185W001,,12/10/1992,00:00,,9 - Acoustical sounder,351.000,0.000,351.000,660.060,660.060,309.060,351.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360803N1202316W001,,12/5/1988,00:00,,9 - Acoustical sounder,364.000,0.000,364.000,642.060,641.060,278.060,363.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360803N1202316W001,,12/9/1989,00:00,,9 - Acoustical sounder,361.000,0.000,361.000,642.060,641.060,281.060,360.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360803N1202316W001,,12/13/1990,00:00,,9 - Acoustical sounder,362.000,0.000,362.000,642.060,641.060,280.060,361.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360803N1202316W001,,12/18/1991,00:00,,9 - Acoustical sounder,373.000,0.000,373.000,642.060,641.060,269.060,372.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360803N1202316W001,,12/10/1992,00:00,,9 - Acoustical sounder,368.000,0.000,368.000,642.060,641.060,274.060,367.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360833N1202254W001,,12/5/1988,00:00,,9 - Acoustical sounder,353.000,0.000,353.000,636.050,635.050,283.050,352.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360833N1202254W001,,12/9/1989,00:00,1 - Pumping,,,,,636.050,635.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360833N1202254W001,,12/13/1990,00:00,9 - Temporarily inaccessible,,,,,636.050,635.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360833N1202254W001,,12/18/1991,00:00,7 - Special/Other,,,,,636.050,635.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360833N1202254W001,,12/10/1992,00:00,,9 - Acoustical sounder,362.000,0.000,362.000,636.050,635.050,274.050,361.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360872N1202127W001,,12/5/1988,00:00,,9 - Acoustical sounder,341.500,0.000,341.500,638.550,638.050,297.050,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360872N1202127W001,,12/9/1989,00:00,,9 - Acoustical sounder,341.500,0.000,341.500,638.550,638.050,297.050,341.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360872N1202127W001,,12/13/1990,00:00,,9 - Acoustical sounder,346.500,0.000,346.500,638.550,638.050,292.050,346.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360872N1202127W001,,12/18/1991,00:00,9 - Temporarily inaccessible,,,,,638.550,638.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360872N1202127W001,,12/10/1992,00:00,,9 - Acoustical sounder,350.500,0.000,350.500,638.550,638.050,288.050,350.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360903N1202354W001,,12/5/1988,00:00,4 - Can't get tape in casing,,,,,627.050,626.050,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360903N1202354W001,,12/9/1989,00:00,,9 - Acoustical sounder,259.000,0.000,259.000,627.050,626.050,368.050,258.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360903N1202354W001,,12/13/1990,00:00,,9 - Acoustical sounder,361.000,0.000,361.000,627.050,626.050,266.050,360.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360903N1202354W001,,12/18/1991,00:00,,9 - Acoustical sounder,365.000,0.000,365.000,627.050,626.050,262.050,364.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360903N1202354W001,,12/10/1992,00:00,,9 - Acoustical sounder,369.000,0.000,369.000,627.050,626.050,258.050,368.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202271W001,,12/5/1988,00:00,,9 - Acoustical sounder,339.000,0.000,339.000,617.040,617.040,278.040,339.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202271W001,,12/9/1989,00:00,1 - Pumping,,,,,617.040,617.040,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202271W001,,12/13/1990,00:00,,9 - Acoustical sounder,359.000,0.000,359.000,617.040,617.040,258.040,359.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202271W001,,12/18/1991,00:00,,9 - Acoustical sounder,360.000,0.000,360.000,617.040,617.040,257.040,360.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202271W001,,12/10/1992,00:00,,9 - Acoustical sounder,366.000,0.000,366.000,617.040,617.040,251.040,366.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202321W001,,12/5/1988,00:00,,9 - Acoustical sounder,355.000,0.000,355.000,620.040,619.040,265.040,354.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202321W001,,12/9/1989,00:00,,9 - Acoustical sounder,363.000,0.000,363.000,620.040,619.040,257.040,362.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202321W001,,12/13/1990,00:00,,9 - Acoustical sounder,367.000,0.000,367.000,620.040,619.040,253.040,366.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202321W001,,12/18/1991,00:00,,9 - Acoustical sounder,361.000,0.000,361.000,620.040,619.040,259.040,360.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202321W001,,12/10/1992,00:00,,9 - Acoustical sounder,369.000,0.000,369.000,620.040,619.040,251.040,368.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202452W001,,12/5/1988,00:00,,9 - Acoustical sounder,330.000,0.000,330.000,618.050,617.050,288.050,329.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202452W001,,12/9/1989,00:00,,9 - Acoustical sounder,338.000,0.000,338.000,618.050,617.050,280.050,337.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202452W001,,12/13/1990,00:00,,9 - Acoustical sounder,347.000,0.000,347.000,618.050,617.050,271.050,346.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202452W001,,12/18/1991,00:00,,9 - Acoustical sounder,355.000,0.000,355.000,618.050,617.050,263.050,354.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360939N1202452W001,,12/10/1992,00:00,,9 - Acoustical sounder,360.000,0.000,360.000,618.050,617.050,258.050,359.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201024W001,,5/4/1988,00:00,,,433.200,0.000,433.200,463.960,462.960,30.760,432.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201024W001,,10/13/1988,00:00,9 - Temporarily inaccessible,,,,,463.960,462.960,,,,,Bureau of Reclamation,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201024W001,,4/7/1989,00:00,5 - Unable to locate well,,,,,463.960,462.960,,,,,Bureau of Reclamation,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201024W001,,10/4/1989,00:00,0 - Measurement Discontinued,,,,,463.960,462.960,,,,,Bureau of Reclamation,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201104W001,,12/23/1988,00:00,,,501.000,0.000,501.000,496.970,495.970,-4.030,500.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201104W001,,1/9/1990,00:00,,,497.000,0.000,497.000,496.970,495.970,-0.030,496.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201104W001,,12/10/1990,00:00,,,509.000,0.000,509.000,496.970,495.970,-12.030,508.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360947N1201104W001,,1/6/1992,00:00,,,531.000,0.000,531.000,496.970,495.970,-34.030,530.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360950N1200929W002,,12/14/1988,00:00,,,386.000,0.000,386.000,430.950,429.950,44.950,385.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360950N1200929W002,,1/10/1990,00:00,,,394.000,0.000,394.000,430.950,429.950,36.950,393.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360950N1200929W002,,1/23/1991,00:00,,,404.000,0.000,404.000,430.950,429.950,26.950,403.000,UNK - Unknown,Unknown,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360950N1200929W002,,12/11/1991,00:00,5 - Unable to locate well,,,,,430.950,429.950,,,,,Westlands Water District,Voluntary,,Fresno_01.01.1988-12.31.1992
360992N1202366W001,,12/5/1988,00:00,6 - Well has been destroyed,,,,,609.040,608.040,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360992N1202366W001,,12/9/1989,00:00,,9 - Acoustical sounder,343.000,0.000,343.000,609.040,608.040,266.040,342.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360992N1202366W001,,12/13/1990,00:00,,9 - Acoustical sounder,365.000,0.000,365.000,609.040,608.040,244.040,364.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360992N1202366W001,,12/18/1991,00:00,,9 - Acoustical sounder,362.000,0.000,362.000,609.040,608.040,247.040,361.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
360992N1202366W001,,12/10/1992,00:00,,9 - Acoustical sounder,376.000,0.000,376.000,609.040,608.040,233.040,375.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,1/20/1988,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,4/27/1988,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,7/13/1988,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,10/25/1988,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,1/19/1989,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,4/26/1989,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,7/26/1989,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,10/18/1989,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,1/24/1990,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,4/25/1990,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,7/25/1990,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,10/24/1990,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,1/24/1991,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,4/24/1991,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,7/25/1991,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
361047N1200641W001,,10/24/1991,00:00,D - Dry well,,,,,327.810,326.550,,,,,Department of Water Resources,Voluntary,,Fresno_01.01.1988-12.31.1992
