CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Madera_06.21.1983-12.31.1986
367824N1202593W001,,2/6/1985,00:00,,,39.100,0.000,39.100,178.410,177.410,139.310,38.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367824N1202593W001,,10/1/1985,00:00,,,65.200,0.000,65.200,178.410,177.410,113.210,64.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367824N1202593W001,,2/4/1986,00:00,,,45.000,0.000,45.000,178.410,177.410,133.410,44.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367824N1202593W001,,9/22/1986,00:00,,,66.900,0.000,66.900,178.410,177.410,111.510,65.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,9/27/1983,00:00,,,46.000,0.000,46.000,176.410,175.410,130.410,45.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,1/25/1984,00:00,,,33.800,0.000,33.800,176.410,175.410,142.610,32.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,10/5/1984,00:00,,,56.800,0.000,56.800,176.410,175.410,119.610,55.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,2/6/1985,00:00,,,37.000,0.000,37.000,176.410,175.410,139.410,36.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,10/1/1985,00:00,,,64.500,0.000,64.500,176.410,175.410,111.910,63.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,2/4/1986,00:00,9 - Temporarily inaccessible,,,,,176.410,175.410,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367827N1202666W001,13S16E19K,9/22/1986,00:00,,,67.200,0.000,67.200,176.410,175.410,109.210,66.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,9/28/1983,00:00,,,46.200,0.000,46.200,193.420,192.420,147.220,45.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,1/26/1984,00:00,,,42.800,0.000,42.800,193.420,192.420,150.620,41.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,10/4/1984,00:00,9 - Temporarily inaccessible,,,,,193.420,192.420,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,2/6/1985,00:00,,,25.900,0.000,25.900,193.420,192.420,167.520,24.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,10/9/1985,00:00,,,45.500,0.000,45.500,193.420,192.420,147.920,44.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,1/22/1986,00:00,,,28.200,0.000,28.200,193.420,192.420,165.220,27.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367910N1201821W001,,9/22/1986,00:00,,,31.400,0.000,31.400,193.420,192.420,162.020,30.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,9/28/1983,00:00,,,59.300,0.000,59.300,192.410,192.410,133.110,59.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,1/25/1984,00:00,,,35.200,0.000,35.200,192.410,192.410,157.210,35.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,10/4/1984,00:00,,,48.700,0.000,48.700,192.410,192.410,143.710,48.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,2/8/1985,00:00,,,36.200,0.000,36.200,192.410,192.410,156.210,36.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,10/9/1985,00:00,,,53.900,0.000,53.900,192.410,192.410,138.510,53.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,1/22/1986,00:00,,,45.200,0.000,45.200,192.410,192.410,147.210,45.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367927N1202132W001,,9/22/1986,00:00,,,49.000,0.000,49.000,192.410,192.410,143.410,49.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,9/27/1983,00:00,,,29.500,0.000,29.500,166.890,166.390,137.390,29.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,1/24/1984,00:00,,,11.700,0.000,11.700,166.890,166.390,155.190,11.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,10/10/1984,00:00,,,38.100,0.000,38.100,166.890,166.390,128.790,37.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,2/6/1985,00:00,,,31.500,0.000,31.500,166.890,166.390,135.390,31.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,10/1/1985,00:00,,,40.700,0.000,40.700,166.890,166.390,126.190,40.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,2/4/1986,00:00,,,33.900,0.000,33.900,166.890,166.390,132.990,33.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
367985N1203102W001,,9/23/1986,00:00,,,36.700,0.000,36.700,166.890,166.390,130.190,36.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,9/27/1983,00:00,4 - Can't get tape in casing,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,1/25/1984,00:00,,,41.300,0.000,41.300,192.400,191.400,151.100,40.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,10/5/1984,00:00,,,66.900,0.000,66.900,192.400,191.400,125.500,65.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,2/6/1985,00:00,3 - Tape hung up,,,,,192.400,191.400,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,10/1/1985,00:00,,,76.700,0.000,76.700,192.400,191.400,115.700,75.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,2/4/1986,00:00,,,48.900,0.000,48.900,192.400,191.400,143.500,47.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368013N1202052W001,,9/22/1986,00:00,,,71.400,0.000,71.400,192.400,191.400,121.000,70.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,9/27/1983,00:00,,,16.900,0.000,16.900,162.370,161.370,145.470,15.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,1/24/1984,00:00,,,19.600,0.000,19.600,162.370,161.370,142.770,18.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,10/10/1984,00:00,,,16.300,0.000,16.300,162.370,161.370,146.070,15.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,2/12/1985,00:00,,,26.900,0.000,26.900,162.370,161.370,135.470,25.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,10/1/1985,00:00,9 - Temporarily inaccessible,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,1/27/1986,00:00,,,25.900,0.000,25.900,162.370,161.370,136.470,24.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368055N1203510W002,,9/23/1986,00:00,1 - Pumping,,,,,162.370,161.370,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,9/27/1983,00:00,,,58.800,0.000,58.800,181.390,180.390,122.590,57.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,1/25/1984,00:00,,,54.800,0.000,54.800,181.390,180.390,126.590,53.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,10/5/1984,00:00,,,64.900,0.000,64.900,181.390,180.390,116.490,63.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,2/6/1985,00:00,,,53.600,0.000,53.600,181.390,180.390,127.790,52.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,10/1/1985,00:00,,,74.200,0.000,74.200,181.390,180.390,107.190,73.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,2/4/1986,00:00,,,58.200,0.000,58.200,181.390,180.390,123.190,57.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368068N1202368W001,,9/22/1986,00:00,,,72.600,0.000,72.600,181.390,180.390,108.790,71.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,10/6/1983,00:00,,,25.700,0.000,25.700,220.910,220.410,195.210,25.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,1/26/1984,00:00,,,27.200,0.000,27.200,220.910,220.410,193.710,26.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,10/4/1984,00:00,,,33.700,0.000,33.700,220.910,220.410,187.210,33.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,2/11/1985,00:00,,,32.300,0.000,32.300,220.910,220.410,188.610,31.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,10/11/1985,00:00,,,34.000,0.000,34.000,220.910,220.410,186.910,33.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,1/24/1986,00:00,,,32.000,0.000,32.000,220.910,220.410,188.910,31.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201163W001,,9/29/1986,00:00,,,33.000,0.000,33.000,220.910,220.410,187.910,32.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,9/26/1983,00:00,,,18.100,0.000,18.100,204.910,203.410,186.810,16.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,1/30/1984,00:00,,,21.700,0.000,21.700,204.910,203.410,183.210,20.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,10/3/1984,00:00,,,22.200,0.000,22.200,204.910,203.410,182.710,20.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,1/30/1985,00:00,,,23.400,0.000,23.400,204.910,203.410,181.510,21.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,10/2/1985,00:00,,,22.200,0.000,22.200,204.910,203.410,182.710,20.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,1/22/1986,00:00,,,24.200,0.000,24.200,204.910,203.410,180.710,22.700,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368077N1201485W001,,10/1/1986,00:00,,,22.000,0.000,22.000,204.910,203.410,182.910,20.500,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,9/27/1983,00:00,,,69.800,0.000,69.800,179.390,177.390,109.590,67.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,1/25/1984,00:00,,,60.400,0.000,60.400,179.390,177.390,118.990,58.400,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,10/5/1984,00:00,,,68.200,0.000,68.200,179.390,177.390,111.190,66.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,2/6/1985,00:00,,,60.100,0.000,60.100,179.390,177.390,119.290,58.100,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,10/1/1985,00:00,7 - Special/Other,,,,,179.390,177.390,,,,,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,2/4/1986,00:00,,,60.200,0.000,60.200,179.390,177.390,119.190,58.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368080N1202602W001,,9/22/1986,00:00,,,70.300,0.000,70.300,179.390,177.390,109.090,68.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,9/26/1983,00:00,,,49.200,0.000,49.200,211.400,211.400,162.200,49.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,1/30/1984,00:00,,,34.600,0.000,34.600,211.400,211.400,176.800,34.600,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,10/3/1984,00:00,,,53.200,0.000,53.200,211.400,211.400,158.200,53.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,1/30/1985,00:00,,,37.300,0.000,37.300,211.400,211.400,174.100,37.300,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,10/2/1985,00:00,,,55.900,0.000,55.900,211.400,211.400,155.500,55.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,1/22/1986,00:00,,,40.000,0.000,40.000,211.400,211.400,171.400,40.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368205N1201513W001,,10/1/1986,00:00,,,53.000,0.000,53.000,211.400,211.400,158.400,53.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,9/26/1983,00:00,,,51.900,0.000,51.900,214.400,214.400,162.500,51.900,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,1/30/1984,00:00,,,42.800,0.000,42.800,214.400,214.400,171.600,42.800,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,10/3/1984,00:00,,,51.000,0.000,51.000,214.400,214.400,163.400,51.000,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,1/30/1985,00:00,,,44.200,0.000,44.200,214.400,214.400,170.200,44.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,10/2/1985,00:00,,,56.200,0.000,56.200,214.400,214.400,158.200,56.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
368232N1201421W001,13S17E05P,1/22/1986,00:00,,,48.200,0.000,48.200,214.400,214.400,166.200,48.200,UNK - Unknown,Unknown,Bureau of Reclamation,Voluntary,,Madera_06.21.1983-12.31.1986
