2487.89,153,179,135,255,2487.893701
2504.72,153,179,135,255,2504.716535
2521.54,153,179,135,255,2521.53937
2538.36,153,179,135,255,2538.362205
2555.19,153,179,135,255,2555.185039
2572.01,153,179,135,255,2572.007874
2588.83,153,179,135,255,2588.830709
2605.65,153,179,135,255,2605.653543
2622.48,153,179,135,255,2622.476378
2639.3,153,179,135,255,2639.299213
2656.12,153,179,135,255,2656.122047
2672.94,153,179,135,255,2672.944882
2689.77,153,179,135,255,2689.767717
2706.59,163,188,150,255,2706.590551
2723.41,163,188,150,255,2723.413386
2740.24,163,188,150,255,2740.23622
2757.06,163,188,150,255,2757.059055
2773.88,163,188,150,255,2773.88189
2790.7,163,188,150,255,2790.704724
2807.53,163,188,150,255,2807.527559
2824.35,163,188,150,255,2824.350394
2841.17,163,188,150,255,2841.173228
2858,163,188,150,255,2857.996063
2874.82,163,188,150,255,2874.818898
2891.64,163,188,150,255,2891.641732
2908.46,163,188,150,255,2908.464567
2925.29,163,188,150,255,2925.287402
2942.11,163,188,150,255,2942.110236
2958.93,163,188,150,255,2958.933071
2975.76,163,188,150,255,2975.755906
2992.58,163,188,150,255,2992.57874
3009.4,163,188,150,255,3009.401575
3026.22,163,188,150,255,3026.224409
3043.05,174,198,167,255,3043.047244
3059.87,174,198,167,255,3059.870079
3076.69,174,198,167,255,3076.692913
3093.52,174,198,167,255,3093.515748
3110.34,174,198,167,255,3110.338583
3127.16,174,198,167,255,3127.161417
3143.98,174,198,167,255,3143.984252
3160.81,174,198,167,255,3160.807087
3177.63,174,198,167,255,3177.629921
3194.45,174,198,167,255,3194.452756
3211.28,174,198,167,255,3211.275591
3228.1,174,198,167,255,3228.098425
3244.92,174,198,167,255,3244.92126
3261.74,174,198,167,255,3261.744094
3278.57,174,198,167,255,3278.566929
3295.39,174,198,167,255,3295.389764
3312.21,174,198,167,255,3312.212598
3329.04,174,198,167,255,3329.035433
3345.86,174,198,167,255,3345.858268
3362.68,174,198,167,255,3362.681102
3379.5,185,209,186,255,3379.503937
3396.33,185,209,186,255,3396.326772
3413.15,185,209,186,255,3413.149606
3429.97,185,209,186,255,3429.972441
3446.8,185,209,186,255,3446.795276
3463.62,185,209,186,255,3463.61811
3480.44,185,209,186,255,3480.440945
3497.26,185,209,186,255,3497.26378
3514.09,185,209,186,255,3514.086614
3530.91,185,209,186,255,3530.909449
3547.73,185,209,186,255,3547.732283
3564.56,185,209,186,255,3564.555118
3581.38,185,209,186,255,3581.377953
3598.2,185,209,186,255,3598.200787
3615.02,185,209,186,255,3615.023622
3631.85,185,209,186,255,3631.846457
3648.67,185,209,186,255,3648.669291
3665.49,185,209,186,255,3665.492126
3682.31,185,209,186,255,3682.314961
3699.14,185,209,186,255,3699.137795
3715.96,196,220,205,255,3715.96063
3732.78,196,220,205,255,3732.783465
3749.61,196,220,205,255,3749.606299
3766.43,196,220,205,255,3766.429134
3783.25,196,220,205,255,3783.251969
3800.07,196,220,205,255,3800.074803
3816.9,196,220,205,255,3816.897638
3833.72,196,220,205,255,3833.720472
3850.54,196,220,205,255,3850.543307
3867.37,196,220,205,255,3867.366142
3884.19,196,220,205,255,3884.188976
3901.01,196,220,205,255,3901.011811
3917.83,196,220,205,255,3917.834646
3934.66,196,220,205,255,3934.65748
3951.48,196,220,205,255,3951.480315
3968.3,196,220,205,255,3968.30315
3985.13,196,220,205,255,3985.125984
4001.95,196,220,205,255,4001.948819
4018.77,196,220,205,255,4018.771654
4035.59,196,220,205,255,4035.594488
4052.42,208,234,226,255,4052.417323
4069.24,208,234,226,255,4069.240157
4086.06,208,234,226,255,4086.062992
4102.89,208,234,226,255,4102.885827
4119.71,208,234,226,255,4119.708661
4136.53,208,234,226,255,4136.531496
4153.35,208,234,226,255,4153.354331
4170.18,208,234,226,255,4170.177165
4400,208,234,226,255,4187.0
